property_master_id,rera_id,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-FBFF507E1D0D,,Unregistered,,,,,0,1.0,0
PROP-5C4FBB981A2D,RERA-TEL-33239381,Ongoing,15.0,31.0,48.4,149.0,7,0.714,0
PROP-9ED0D5D9E157,,Unregistered,,,,,0,1.0,0
PROP-B2F3F6773ABB,,Unregistered,,,,,0,1.0,0
PROP-911673600C88,,Unregistered,,,,,0,1.0,0
PROP-07F8FAA87931,,Unregistered,,,,,0,1.0,0
PROP-2B3D4B4FCDB0,,Unregistered,,,,,0,1.0,0
PROP-581EA2B80E38,,Unregistered,,,,,0,1.0,0
PROP-B520B9A3BF00,,Unregistered,,,,,0,1.0,0
PROP-7E1CD895B29A,,Unregistered,,,,,0,1.0,0
PROP-625CD0D1235F,RERA-TEL-79245546,Ongoing,12.0,45.0,26.7,217.0,42,0.571,1
PROP-5191B5E6C1FC,,Unregistered,,,,,0,1.0,0
PROP-8F10A6104D6C,RERA-TEL-99565115,Ongoing,41.0,46.0,89.1,62.0,2,0.5,0
PROP-7B308373CB2F,,Unregistered,,,,,0,1.0,0
PROP-B41DF046488C,,Unregistered,,,,,0,1.0,0
PROP-B6008725FA0C,,Unregistered,,,,,0,1.0,0
PROP-4AFE14D76540,,Unregistered,,,,,0,1.0,0
PROP-0099544FD492,,Unregistered,,,,,0,1.0,0
PROP-35AA38E89CF9,RERA-TEL-73622662,Ongoing,16.0,38.0,42.1,111.0,22,0.136,0
PROP-BFBD28B12DDA,,Unregistered,,,,,0,1.0,0
PROP-2F30488BA8AD,,Unregistered,,,,,0,1.0,0
PROP-B6BAFBCAB655,,Unregistered,,,,,0,1.0,0
PROP-3F186CC4735A,,Unregistered,,,,,0,1.0,0
PROP-CE161626314E,RERA-TEL-26383421,Ongoing,19.0,29.0,65.5,157.0,42,0.571,1
PROP-28796FC5D409,RERA-TEL-02997135,Ongoing,9.0,56.0,16.1,44.0,8,0.375,0
PROP-5D0423C5428E,,Unregistered,,,,,0,1.0,0
PROP-35CC202F3AC1,RERA-TEL-58368484,Ongoing,14.0,59.0,23.7,79.0,16,0.625,0
PROP-2F3EC39ED35B,,Unregistered,,,,,0,1.0,0
PROP-0672A6A0EF62,RERA-TEL-95635551,Completed,41.0,34.0,100.0,24.0,6,0.5,0
PROP-002BB8A01CEA,,Unregistered,,,,,0,1.0,0
PROP-2E90D6CFF0B5,,Unregistered,,,,,0,1.0,0
PROP-45C322CB7BE8,RERA-TEL-61831141,Ongoing,19.0,46.0,41.3,152.0,12,0.417,0
PROP-228CCDDE58E4,RERA-TEL-80810670,Ongoing,16.0,56.0,28.6,107.0,5,0.6,0
PROP-812FFD488A1F,,Unregistered,,,,,0,1.0,0
PROP-CD6F5ED1D262,RERA-TEL-24297174,Ongoing,32.0,60.0,53.3,85.0,11,0.818,4
PROP-BED1D266C941,,Unregistered,,,,,0,1.0,0
PROP-F565980FA2D4,RERA-TEL-98334434,Ongoing,50.0,52.0,96.2,96.0,6,0.333,0
PROP-ED994D4402A7,RERA-TEL-71116160,Ongoing,38.0,46.0,82.6,66.0,15,0.933,2
PROP-F34946D37CB3,RERA-TEL-95224646,Ongoing,12.0,44.0,27.3,60.0,12,0.417,0
PROP-D55875EEFC0A,,Unregistered,,,,,0,1.0,0
PROP-E8BB9F4BFB77,,Unregistered,,,,,0,1.0,0
PROP-31C59493CE95,RERA-TEL-21283859,Ongoing,33.0,48.0,68.8,171.0,15,0.533,2
PROP-E8050487D05C,,Unregistered,,,,,0,1.0,0
PROP-D45D8911FDAA,,Unregistered,,,,,0,1.0,0
PROP-8E7090840C1D,,Unregistered,,,,,0,1.0,0
PROP-DE4581618FF7,,Unregistered,,,,,0,1.0,0
PROP-6DF8150098C2,,Unregistered,,,,,0,1.0,0
PROP-55D8B080E737,,Unregistered,,,,,0,1.0,0
PROP-8082DB40E60F,RERA-TEL-18836728,Ongoing,22.0,48.0,45.8,74.0,23,0.174,0
PROP-C8B63B89B0EC,,Unregistered,,,,,0,1.0,0
PROP-CE19058E108B,RERA-TEL-87677093,Ongoing,15.0,34.0,44.1,145.0,17,0.765,0
PROP-95EF2BB97F7B,,Unregistered,,,,,0,1.0,0
PROP-7896941911A0,,Unregistered,,,,,0,1.0,0
PROP-FBBA6E0A6C87,,Unregistered,,,,,0,1.0,0
PROP-CFA68EAE1F17,,Unregistered,,,,,0,1.0,0
PROP-C08399438D0C,RERA-TEL-01958172,Ongoing,34.0,60.0,56.7,84.0,8,0.75,0
PROP-649B09DF67F3,RERA-TEL-58285130,Completed,36.0,32.0,100.0,65.0,8,0.625,0
PROP-35EF90537632,,Unregistered,,,,,0,1.0,0
PROP-209D8734B3C3,,Unregistered,,,,,0,1.0,0
PROP-C4954646E9F2,,Unregistered,,,,,0,1.0,0
PROP-91B4890AB30C,RERA-TEL-16839399,Completed,33.0,30.0,100.0,103.0,12,0.917,1
PROP-040BA2ECAB23,RERA-TEL-12796880,Ongoing,34.0,48.0,70.8,126.0,9,0.778,1
PROP-D1BCB7A6C695,,Unregistered,,,,,0,1.0,0
PROP-5BCE35227C19,RERA-TEL-82946872,Ongoing,14.0,50.0,28.0,178.0,16,0.688,0
PROP-5310A5B82E4B,,Unregistered,,,,,0,1.0,0
PROP-FCD9B9137814,,Unregistered,,,,,0,1.0,0
PROP-2DFD3111DA19,RERA-TEL-51965047,Ongoing,41.0,53.0,77.4,32.0,13,0.538,2
PROP-DCA723EFD316,,Unregistered,,,,,0,1.0,0
PROP-9CAFF9971B06,RERA-TEL-43481548,Ongoing,38.0,48.0,79.2,39.0,13,0.615,0
PROP-4B9A249BE6FA,RERA-TEL-90933091,Completed,42.0,32.0,100.0,45.0,12,0.833,2
PROP-E9E1087E51DC,RERA-TEL-89639304,Ongoing,34.0,48.0,70.8,131.0,15,0.867,1
PROP-64A81EDDB81B,RERA-TEL-06629636,Ongoing,30.0,50.0,60.0,36.0,7,0.571,0
PROP-97EEE540C245,RERA-TEL-23560516,Ongoing,6.0,42.0,14.3,56.0,6,0.667,0
PROP-7651A50B62AC,RERA-TEL-29386829,Ongoing,19.0,50.0,38.0,37.0,10,0.5,0
PROP-757BCCC648BA,RERA-TEL-13997288,Completed,30.0,24.0,100.0,194.0,7,0.429,0
PROP-16D5FFEAD07D,RERA-TEL-73872477,Ongoing,31.0,45.0,68.9,50.0,16,0.375,0
PROP-672D2C411426,RERA-TEL-26972970,Ongoing,40.0,47.0,85.1,35.0,13,0.923,1
PROP-D415B9EED88E,RERA-TEL-56459403,Ongoing,9.0,30.0,30.0,119.0,13,0.923,2
PROP-042A18D447FF,RERA-TEL-63661426,Ongoing,28.0,39.0,71.8,68.0,14,0.571,0
PROP-F32C50F4A213,RERA-TEL-90933091,Ongoing,12.0,32.0,37.5,45.0,10,0.6,0
PROP-DF84F81DDF70,RERA-TEL-73872477,Completed,67.0,45.0,100.0,50.0,17,0.941,3
PROP-E1974056206F,RERA-TEL-77021334,Completed,61.0,31.0,100.0,89.0,8,0.625,1
PROP-2CE85ED154FE,RERA-TEL-90933091,Ongoing,9.0,32.0,28.1,45.0,10,0.6,0
PROP-00B0DAAD18C8,RERA-TEL-64206015,Ongoing,21.0,32.0,65.6,200.0,5,0.4,0
PROP-7193FDC03808,RERA-TEL-64206015,Completed,36.0,32.0,100.0,200.0,5,0.8,0
PROP-DBE13E0A834E,RERA-TEL-24302342,Completed,36.0,29.0,100.0,204.0,7,0.429,0
PROP-A4B48ABE72C7,RERA-TEL-46154706,Ongoing,40.0,46.0,87.0,47.0,11,0.455,0
PROP-4DD4BAA8486F,RERA-TEL-87556055,Ongoing,13.0,53.0,24.5,90.0,6,0.833,1
PROP-46CF13FC01CF,RERA-TEL-99992512,Ongoing,10.0,37.0,27.0,27.0,16,0.75,4
PROP-866FE4CA02EE,RERA-TEL-77021334,Completed,40.0,31.0,100.0,89.0,8,0.375,0
PROP-42636804E44B,RERA-TEL-93802229,Completed,39.0,29.0,100.0,61.0,17,0.706,2
PROP-839F34EDCFF3,RERA-TEL-07762550,Completed,32.0,27.0,100.0,62.0,12,0.667,0
PROP-27B9284010CE,RERA-TEL-98334434,Ongoing,32.0,52.0,61.5,96.0,4,0.25,0
PROP-00C747214BC5,RERA-TEL-70203492,Completed,56.0,53.0,100.0,94.0,27,0.778,0
PROP-A02198998441,RERA-TEL-24669956,Ongoing,18.0,45.0,40.0,125.0,8,0.625,2
PROP-0E63BE761DEA,RERA-TEL-70203492,Ongoing,14.0,53.0,26.4,94.0,20,0.3,0
PROP-BB0553CF92B1,RERA-TEL-63700238,Ongoing,16.0,48.0,33.3,237.0,20,0.6,0
PROP-9A749A95B72E,RERA-TEL-22066825,Ongoing,15.0,39.0,38.5,36.0,7,0.857,0
PROP-F06651A44340,RERA-TEL-50660818,Ongoing,39.0,53.0,73.6,73.0,9,0.889,0
PROP-6B5F8DF64353,RERA-TEL-23560516,Ongoing,9.0,42.0,21.4,56.0,7,0.571,0
PROP-7A616AB0CB11,RERA-TEL-70203492,Ongoing,44.0,53.0,83.0,94.0,26,0.615,0
PROP-98EE98FFFC75,RERA-TEL-70203492,Ongoing,14.0,53.0,26.4,94.0,21,0.333,0
PROP-B9AEE3105431,,Unregistered,,,,,0,1.0,0
PROP-3B83A138AAF8,RERA-TEL-23560516,Ongoing,6.0,42.0,14.3,56.0,5,0.8,0
PROP-C33524FA20FF,RERA-TEL-70203492,Completed,59.0,53.0,100.0,94.0,27,0.778,0
PROP-5FDEB5C799A2,RERA-TEL-84398490,Ongoing,12.0,45.0,26.7,48.0,10,0.3,0
PROP-BE10A4594A2B,RERA-TEL-77021334,Completed,40.0,31.0,100.0,89.0,8,0.75,2
PROP-29B9C4B46264,RERA-TEL-57509425,Ongoing,7.0,36.0,19.4,110.0,16,0.375,0
PROP-42AAB6639B0C,RERA-TEL-50660818,Ongoing,12.0,53.0,22.6,73.0,9,0.667,0
PROP-5755D88A3990,RERA-TEL-50660818,Ongoing,36.0,53.0,67.9,73.0,9,0.889,0
PROP-5E16348E0C02,,Unregistered,,,,,0,1.0,0
PROP-4C1E163CA7A7,,Unregistered,,,,,0,1.0,0
PROP-D75D4A7B5DC7,RERA-TEL-98320027,Ongoing,33.0,41.0,80.5,22.0,9,0.556,0
PROP-63289A398F65,RERA-TEL-13736180,Ongoing,22.0,57.0,38.6,85.0,11,0.545,0
PROP-7030485D2554,,Unregistered,,,,,0,1.0,0
PROP-DBB80D842E7D,,Unregistered,,,,,0,1.0,0
PROP-CDEBF0EB9B3E,,Unregistered,,,,,0,1.0,0
PROP-4F2F461467EB,,Unregistered,,,,,0,1.0,0
PROP-EFBAD9C7DF8B,,Unregistered,,,,,0,1.0,0
PROP-27F3E7B2B41A,RERA-TEL-16475240,Completed,38.0,36.0,100.0,21.0,22,0.818,2
PROP-085B0B3785DB,,Unregistered,,,,,0,1.0,0
PROP-BAC43107AAB8,,Unregistered,,,,,0,1.0,0
PROP-8550CE2342E4,,Unregistered,,,,,0,1.0,0
PROP-EFC28452E658,RERA-TEL-41602828,Ongoing,28.0,30.0,93.3,79.0,9,0.667,0
PROP-FCF58EC43A48,RERA-TEL-48552446,Ongoing,28.0,54.0,51.9,31.0,12,0.5,0
PROP-4A08D7314B19,,Unregistered,,,,,0,1.0,0
PROP-F83200A143B3,RERA-TEL-88673652,Ongoing,22.0,31.0,71.0,121.0,8,0.625,0
PROP-0C3A6EE98732,RERA-TEL-88673652,Completed,40.0,31.0,100.0,121.0,11,0.545,0
PROP-0496BC9DBE3C,RERA-TEL-08470525,Ongoing,35.0,41.0,85.4,130.0,22,0.136,0
PROP-1C89A9B2255D,RERA-TEL-26315503,Ongoing,37.0,57.0,64.9,111.0,59,0.22,0
PROP-EE7C8B7F0CFC,,Unregistered,,,,,0,1.0,0
PROP-04026C47C0A9,RERA-TEL-32424014,Ongoing,16.0,50.0,32.0,95.0,16,0.688,3
PROP-F2A94EFA44BD,RERA-TEL-80067288,Ongoing,18.0,35.0,51.4,45.0,21,0.286,0
PROP-A925A0C32310,,Unregistered,,,,,0,1.0,0
PROP-84D2C6E84C23,,Unregistered,,,,,0,1.0,0
PROP-B96559BFC2F3,RERA-TEL-76375486,Ongoing,24.0,56.0,42.9,109.0,7,0.571,0
PROP-A70B6AF20806,RERA-TEL-73161796,Ongoing,10.0,58.0,17.2,63.0,12,0.583,0
PROP-88DC05B42C1C,RERA-TEL-87428015,Ongoing,13.0,52.0,25.0,29.0,9,0.889,2
PROP-5F6A08DA9A71,RERA-TEL-01745256,Ongoing,14.0,35.0,40.0,55.0,13,0.385,0
PROP-E904F8E38EF5,,Unregistered,,,,,0,1.0,0
PROP-6063D909F230,,Unregistered,,,,,0,1.0,0
PROP-28671CD8823D,,Unregistered,,,,,0,1.0,0
PROP-F1BF21DA36C2,,Unregistered,,,,,0,1.0,0
PROP-27BDA3D88935,RERA-TEL-11076106,Ongoing,24.0,34.0,70.6,121.0,14,0.429,0
PROP-C7ACF84AAB46,,Unregistered,,,,,0,1.0,0
PROP-B8D462A2DF0C,RERA-TEL-18453449,Ongoing,19.0,27.0,70.4,109.0,8,0.25,0
PROP-23D240E005F2,RERA-TEL-96652221,Ongoing,7.0,47.0,14.9,158.0,11,0.364,0
PROP-69083C575595,,Unregistered,,,,,0,1.0,0
PROP-1B870913B673,RERA-TEL-16120287,Ongoing,13.0,55.0,23.6,28.0,15,0.533,2
PROP-7F86CC7DCD3E,RERA-TEL-78469479,Ongoing,17.0,58.0,29.3,264.0,6,0.5,0
PROP-B6A11DE3B3CC,RERA-TEL-35531337,Ongoing,11.0,27.0,40.7,70.0,14,0.357,0
PROP-2D1779BDD5F3,RERA-TEL-68232104,Ongoing,6.0,37.0,16.2,108.0,43,0.698,2
PROP-0A1C110616DD,,Unregistered,,,,,0,1.0,0
PROP-73A0DDEC4737,,Unregistered,,,,,0,1.0,0
PROP-08C28CCEC3C9,,Unregistered,,,,,0,1.0,0
PROP-34E54DB26755,RERA-TEL-18048427,Ongoing,29.0,44.0,65.9,120.0,19,0.368,0
PROP-FA8D1F3E96E4,,Unregistered,,,,,0,1.0,0
PROP-FB258B73F66D,RERA-TEL-57375227,Ongoing,33.0,48.0,68.8,71.0,5,0.4,0
PROP-137C35ADBDB8,,Unregistered,,,,,0,1.0,0
PROP-74F763732676,,Unregistered,,,,,0,1.0,0
PROP-350E213FE6E0,,Unregistered,,,,,0,1.0,0
PROP-38E8ACDDA20C,,Unregistered,,,,,0,1.0,0
PROP-60CD463A58C0,RERA-TEL-61689670,Ongoing,36.0,45.0,80.0,168.0,3,0.333,0
PROP-412680C10449,,Unregistered,,,,,0,1.0,0
PROP-AABCD8B2FE4F,RERA-TEL-05187622,Ongoing,20.0,27.0,74.1,45.0,12,0.75,0
PROP-D6B46557AE5D,RERA-TEL-86363029,Ongoing,15.0,57.0,26.3,181.0,14,0.857,2
PROP-F16E366247E6,RERA-TEL-98086144,Completed,38.0,26.0,100.0,70.0,4,0.75,0
PROP-A61A28C277F3,RERA-TEL-28740972,Ongoing,26.0,32.0,81.2,32.0,15,0.867,3
PROP-CCDBCCEF4411,,Unregistered,,,,,0,1.0,0
PROP-E7DD68900C48,,Unregistered,,,,,0,1.0,0
PROP-E17A41D91144,RERA-TEL-68980534,Ongoing,40.0,57.0,70.2,54.0,14,0.786,0
PROP-5DA698499EBB,,Unregistered,,,,,0,1.0,0
PROP-6B9EE1A5C0C2,RERA-TEL-40978878,Ongoing,28.0,56.0,50.0,101.0,8,0.875,0
PROP-CABCF59B4D2E,,Unregistered,,,,,0,1.0,0
PROP-E940BD1859F3,,Unregistered,,,,,0,1.0,0
PROP-88F46A855F97,RERA-TEL-23816502,Ongoing,36.0,43.0,83.7,65.0,7,0.286,0
PROP-EC7C5FFB5B10,,Unregistered,,,,,0,1.0,0
PROP-4B48009115F2,,Unregistered,,,,,0,1.0,0
PROP-E8939A19445E,RERA-TEL-31986313,Ongoing,15.0,36.0,41.7,88.0,5,0.4,0
PROP-191739425E8B,,Unregistered,,,,,0,1.0,0
PROP-D1C4246934A9,RERA-TEL-25949703,Ongoing,13.0,34.0,38.2,197.0,12,0.667,0
PROP-5D2ADCE712AC,RERA-TEL-54555015,Ongoing,33.0,35.0,94.3,23.0,11,0.091,0
PROP-F7E3FF1C01E3,,Unregistered,,,,,0,1.0,0
PROP-DF470A53E18D,RERA-TEL-81795932,Ongoing,18.0,49.0,36.7,205.0,39,0.385,0
PROP-B322CA0F2F56,RERA-TEL-04893578,Ongoing,28.0,41.0,68.3,96.0,10,0.8,1
PROP-2BEED94D876B,RERA-TEL-68980534,Ongoing,16.0,57.0,28.1,54.0,13,0.769,0
PROP-D1248BFC02BF,,Unregistered,,,,,0,1.0,0
PROP-24154292A436,RERA-TEL-22432962,Ongoing,20.0,24.0,83.3,30.0,8,0.625,1
PROP-57452ECF0F62,RERA-TEL-66353154,Ongoing,16.0,53.0,30.2,137.0,12,0.75,0
PROP-FFEFE0787466,RERA-TEL-99569006,Completed,32.0,29.0,100.0,197.0,12,0.75,0
PROP-84D7599902B4,,Unregistered,,,,,0,1.0,0
PROP-A8C14D9EB520,,Unregistered,,,,,0,1.0,0
PROP-92CC5FCC0984,,Unregistered,,,,,0,1.0,0
PROP-57B08CFE88BF,,Unregistered,,,,,0,1.0,0
PROP-8A49E0672652,,Unregistered,,,,,0,1.0,0
PROP-A552D3B92FDE,,Unregistered,,,,,0,1.0,0
PROP-A4554CD4EA11,RERA-TEL-81416781,Ongoing,11.0,58.0,19.0,67.0,6,0.667,0
PROP-8E87C2F71D48,RERA-TEL-67058714,Ongoing,20.0,59.0,33.9,103.0,15,0.667,5
PROP-40C4B6226DC7,,Unregistered,,,,,0,1.0,0
PROP-2CF16027C624,,Unregistered,,,,,0,1.0,0
PROP-1037B9ED0782,RERA-TEL-53235521,Completed,31.0,24.0,100.0,153.0,12,0.917,2
PROP-D8BA302A8FC5,,Unregistered,,,,,0,1.0,0
PROP-2E8EED5D805B,,Unregistered,,,,,0,1.0,0
PROP-10DA99B2C2D4,,Unregistered,,,,,0,1.0,0
PROP-718FE67E2594,,Unregistered,,,,,0,1.0,0
PROP-FF527CB4BAC7,RERA-TEL-34067367,Ongoing,24.0,34.0,70.6,50.0,11,0.818,0
PROP-C7624F0F7B43,,Unregistered,,,,,0,1.0,0
PROP-18502A7488C5,,Unregistered,,,,,0,1.0,0
PROP-8B7EA326E510,,Unregistered,,,,,0,1.0,0
PROP-7E568CF43565,RERA-TEL-73161796,Ongoing,49.0,58.0,84.5,63.0,13,0.846,2
PROP-5158293C886B,RERA-TEL-12136466,Ongoing,24.0,56.0,42.9,83.0,13,0.692,0
PROP-639A2572325C,RERA-TEL-13441320,Ongoing,14.0,40.0,35.0,65.0,9,0.778,0
PROP-20BE653DBACB,RERA-TEL-13245190,Ongoing,8.0,53.0,15.1,241.0,19,0.526,0
PROP-E6354CB5C66F,RERA-TEL-20834152,Ongoing,38.0,53.0,71.7,141.0,11,0.364,0
PROP-5D03C388F594,RERA-TEL-15407665,Ongoing,35.0,54.0,64.8,86.0,4,0.5,0
PROP-65C414540ADA,,Unregistered,,,,,0,1.0,0
PROP-3C8A1176A0A5,RERA-TEL-34892996,Ongoing,18.0,50.0,36.0,14.0,12,0.75,2
PROP-5741A3F5146F,RERA-TEL-07762550,Completed,41.0,27.0,100.0,62.0,12,0.833,2
PROP-A5170B64DDC8,RERA-TEL-44872647,Ongoing,25.0,29.0,86.2,187.0,12,0.917,1
PROP-B5A0CEED682C,,Unregistered,,,,,0,1.0,0
PROP-C87B5AC627F5,,Unregistered,,,,,0,1.0,0
PROP-E350D28F5F97,,Unregistered,,,,,0,1.0,0
PROP-FD652FFB4F9C,,Unregistered,,,,,0,1.0,0
PROP-57B346A38F6C,RERA-TEL-14594941,Ongoing,7.0,26.0,26.9,145.0,7,0.571,0
PROP-A990EAC71B34,,Unregistered,,,,,0,1.0,0
PROP-BD83B0D4BE9A,RERA-TEL-90374261,Completed,71.0,31.0,100.0,37.0,12,0.917,2
PROP-1E407215FBA1,RERA-TEL-06339740,Completed,56.0,30.0,100.0,111.0,21,0.81,3
PROP-9FF2C5F05F14,,Unregistered,,,,,0,1.0,0
PROP-A48661B98700,RERA-TEL-62417375,Completed,37.0,31.0,100.0,66.0,13,0.308,0
PROP-52847602F1D0,RERA-TEL-04988742,Ongoing,12.0,60.0,20.0,135.0,14,0.857,6
PROP-62F82DCBCB25,RERA-TEL-90374261,Completed,53.0,31.0,100.0,37.0,12,0.75,0
PROP-52E1C694A74F,,Unregistered,,,,,0,1.0,0
PROP-32AFBDC58406,RERA-TEL-13181895,Ongoing,17.0,58.0,29.3,24.0,12,0.917,1
PROP-A80FB995A83C,RERA-TEL-57641172,Ongoing,34.0,46.0,73.9,87.0,23,0.174,0
PROP-6917BBFDBE3D,,Unregistered,,,,,0,1.0,0
PROP-293923DEF999,RERA-TEL-67056559,Ongoing,13.0,39.0,33.3,118.0,10,0.6,0
PROP-5B4D5EE8A111,RERA-TEL-02726125,Ongoing,7.0,49.0,14.3,113.0,3,0.333,0
PROP-668E4D8175B5,,Unregistered,,,,,0,1.0,0
PROP-A099729894CA,RERA-TEL-67560762,Ongoing,28.0,29.0,96.6,38.0,8,0.5,0
PROP-1C6609E8B542,RERA-TEL-74401893,Ongoing,27.0,33.0,81.8,118.0,20,0.4,0
PROP-C52D2F036131,,Unregistered,,,,,0,1.0,0
PROP-F25320DA9F98,,Unregistered,,,,,0,1.0,0
PROP-CCC36D1A9238,,Unregistered,,,,,0,1.0,0
PROP-20B626D0F2EA,RERA-TEL-01465882,Ongoing,20.0,47.0,42.6,35.0,6,0.333,0
PROP-B88BD1389DDA,RERA-TEL-35823248,Ongoing,14.0,40.0,35.0,41.0,17,0.824,2
PROP-D72B4D2887EB,RERA-TEL-33438609,Ongoing,11.0,29.0,37.9,24.0,14,0.286,0
PROP-BBA6EBC53C91,RERA-TEL-91421952,Ongoing,10.0,31.0,32.3,126.0,20,0.75,4
PROP-06653760EAB7,,Unregistered,,,,,0,1.0,0
PROP-D7FA7C53760C,,Unregistered,,,,,0,1.0,0
PROP-F6C69791252D,,Unregistered,,,,,0,1.0,0
PROP-F02C2A35A0CE,RERA-TEL-17374230,Ongoing,12.0,47.0,25.5,160.0,12,0.75,0
PROP-20AA8B170055,RERA-TEL-60755892,Ongoing,18.0,36.0,50.0,172.0,4,0.75,0
PROP-FB2F55B6BDE7,,Unregistered,,,,,0,1.0,0
PROP-8F7C8EBD5588,,Unregistered,,,,,0,1.0,0
PROP-4A2CCE9FF953,RERA-TEL-78998287,Completed,37.0,24.0,100.0,10.0,8,0.625,0
PROP-B25F1EE876ED,,Unregistered,,,,,0,1.0,0
PROP-423AC111986E,RERA-TEL-27587772,Ongoing,26.0,38.0,68.4,28.0,9,0.556,0
PROP-E884B4869477,RERA-TEL-91901571,Ongoing,9.0,25.0,36.0,40.0,67,0.284,0
PROP-196B8CA5F817,,Unregistered,,,,,0,1.0,0
PROP-C6132A4E1294,RERA-TEL-06339740,Ongoing,14.0,30.0,46.7,111.0,17,0.176,0
PROP-8A0B08B9115B,RERA-TEL-27167496,Ongoing,26.0,51.0,51.0,33.0,13,0.385,0
PROP-B6B072279040,RERA-TEL-98116065,Ongoing,11.0,48.0,22.9,73.0,14,0.5,0
PROP-6D515EEC031E,RERA-TEL-76200169,Completed,39.0,36.0,100.0,32.0,16,0.75,1
PROP-357AE65DE2E2,RERA-TEL-40211564,Ongoing,17.0,43.0,39.5,157.0,23,0.522,0
PROP-C5E838EAC018,,Unregistered,,,,,0,1.0,0
PROP-5AB840AED209,RERA-TEL-85878422,Ongoing,28.0,47.0,59.6,80.0,13,0.538,0
PROP-8A0B2941FE8D,,Unregistered,,,,,0,1.0,0
PROP-535412824887,RERA-TEL-39541773,Ongoing,7.0,28.0,25.0,50.0,5,0.6,1
PROP-48F225346956,,Unregistered,,,,,0,1.0,0
PROP-889EF17714F3,RERA-TEL-52579584,Ongoing,22.0,51.0,43.1,101.0,12,0.917,2
PROP-7530E7CD300A,RERA-TEL-52275144,Ongoing,10.0,52.0,19.2,16.0,12,0.667,0
PROP-F52F9D91055B,,Unregistered,,,,,0,1.0,0
PROP-B5B8575308D0,RERA-TEL-48349058,Ongoing,28.0,48.0,58.3,136.0,11,0.545,0
PROP-077A939BFEE8,RERA-TEL-09025011,Ongoing,41.0,46.0,89.1,39.0,18,0.278,0
PROP-8C737BAFA747,RERA-TEL-52275144,Ongoing,10.0,52.0,19.2,16.0,12,0.667,0
PROP-8010D37C32C0,,Unregistered,,,,,0,1.0,0
PROP-31151B4B9A58,,Unregistered,,,,,0,1.0,0
PROP-434DBB289A5A,,Unregistered,,,,,0,1.0,0
PROP-4DF35769ADFB,,Unregistered,,,,,0,1.0,0
PROP-E3A248B4600C,RERA-TEL-78708796,Ongoing,10.0,31.0,32.3,141.0,8,0.375,0
PROP-BE274D340BE2,,Unregistered,,,,,0,1.0,0
PROP-F4919EF70EC2,RERA-TEL-35918261,Ongoing,15.0,26.0,57.7,90.0,13,0.538,1
PROP-1224A837102F,RERA-TEL-11334186,Ongoing,24.0,45.0,53.3,192.0,4,0.75,0
PROP-B024A23E5B23,,Unregistered,,,,,0,1.0,0
PROP-89D5F212B4AD,RERA-TEL-26360581,Completed,39.0,29.0,100.0,67.0,11,0.455,0
PROP-FA7CB90CB817,,Unregistered,,,,,0,1.0,0
PROP-EB006A681793,,Unregistered,,,,,0,1.0,0
PROP-542F7EC71F1C,RERA-TEL-74549125,Ongoing,27.0,42.0,64.3,100.0,8,0.5,0
PROP-3769D2D9412A,,Unregistered,,,,,0,1.0,0
PROP-E6617D08335A,,Unregistered,,,,,0,1.0,0
PROP-838CA3E9700D,RERA-TEL-51634020,Ongoing,14.0,43.0,32.6,49.0,14,0.857,3
PROP-56B3F1F2509F,RERA-TEL-65695790,Ongoing,12.0,27.0,44.4,115.0,16,0.688,3
PROP-18E6C8F6DD2A,RERA-TEL-31712447,Ongoing,13.0,52.0,25.0,216.0,7,0.714,0
PROP-D1B8CF49DE5E,,Unregistered,,,,,0,1.0,0
PROP-E035FF99FA84,,Unregistered,,,,,0,1.0,0
PROP-8E9CD438FAAF,,Unregistered,,,,,0,1.0,0
PROP-90C4DEFE07AE,RERA-TEL-53928733,Ongoing,11.0,54.0,20.4,189.0,5,0.6,0
PROP-C6B03F338B5E,RERA-TEL-89729354,Ongoing,12.0,31.0,38.7,159.0,10,0.5,2
PROP-4FA26FA9B6BF,,Unregistered,,,,,0,1.0,0
PROP-40ABE0A5BA9E,,Unregistered,,,,,0,1.0,0
PROP-541C9CDEF397,RERA-TEL-41575921,Ongoing,39.0,41.0,95.1,81.0,22,0.364,0
PROP-8E13C5D7545C,RERA-TEL-64694716,Ongoing,10.0,24.0,41.7,232.0,9,0.889,2
PROP-7CDB27CCC56B,,Unregistered,,,,,0,1.0,0
PROP-BE17005A9A15,RERA-TEL-40211564,Ongoing,14.0,43.0,32.6,157.0,22,0.364,0
PROP-90B315A513D6,,Unregistered,,,,,0,1.0,0
PROP-A6E0D427219E,,Unregistered,,,,,0,1.0,0
PROP-3D548FDC0144,,Unregistered,,,,,0,1.0,0
PROP-55B8C2C99F09,,Unregistered,,,,,0,1.0,0
PROP-0F6035EF3201,,Unregistered,,,,,0,1.0,0
PROP-D9D4ABFD4D32,,Unregistered,,,,,0,1.0,0
PROP-AC39FFFD2C4D,,Unregistered,,,,,0,1.0,0
PROP-DB6AF703BAB7,RERA-TEL-48938464,Ongoing,6.0,39.0,15.4,83.0,8,0.75,2
PROP-E8F503B5CE48,,Unregistered,,,,,0,1.0,0
PROP-68999F45BB7D,,Unregistered,,,,,0,1.0,0
