property_master_id,latitude,longitude,spatial_match_source,accessibility_score,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,restaurants_distance_km,transit_stations_distance_km,highways_distance_km,airports_distance_km,main_roads_distance_km,schools_3km,hospitals_5km,parks_3km,restaurants_1km,transit_stations_3km
PROP-F1F6A1ED4753,22.689828538082807,88.40802611181341,city_center_fallback,30.8,3.421,1.925,2.973,6.569,4.826,4.679,1.972,1.934,9.57,20.131,2.373,0,2,0,0,1
PROP-76CEA6DE30E9,22.61598378883414,88.3856038415835,city_center_fallback,43.3,3.477,2.423,1.597,5.817,0.962,1.647,0.772,0.191,7.473,26.772,0.815,0,5,3,1,2
PROP-36F18A0592F4,22.77039957990331,88.30875965328028,city_center_fallback,9.8,6.849,7.89,9.132,19.694,6.966,4.402,3.357,4.928,11.564,27.894,6.1,0,0,0,0,0
PROP-49626E80478B,22.51611562016471,88.2427376143772,city_center_fallback,40.3,1.267,2.895,3.059,6.487,3.304,4.343,1.111,4.155,4.788,45.136,5.456,1,3,0,0,0
PROP-7336E54EF2B4,22.712644513616937,88.36714015460858,city_center_fallback,37.8,1.451,2.908,3.701,11.048,3.767,2.668,1.208,3.966,7.333,23.005,2.544,3,1,1,0,0
PROP-3AE722BB2CDF,22.558715,88.4134895,secondary_lookup,50.0,0.536,2.772,3.589,8.012,0.982,2.628,1.331,2.383,3.495,29.621,4.26,5,4,1,0,4
PROP-13BAC6FC637F,22.417899860745088,88.54432083701381,city_center_fallback,8.8,7.424,7.997,12.878,13.972,6.414,15.953,2.65,5.141,10.744,39.975,4.798,0,0,0,0,0
PROP-4F4EDDE838F5,22.69400042174317,88.2949606674624,city_center_fallback,29.5,5.357,5.985,2.594,11.374,1.882,2.34,1.368,0.458,3.116,30.69,3.504,0,0,1,0,2
PROP-CDBA4E6F9905,22.51611562016471,88.2427376143772,city_center_fallback,40.3,1.267,2.895,3.059,6.487,3.304,4.343,1.111,4.155,4.788,45.136,5.456,1,3,0,0,0
PROP-5FC8AE404441,22.40331958176136,88.23371321243124,city_center_fallback,11.1,9.578,5.65,6.247,15.867,15.591,3.311,7.65,2.456,7.438,54.637,5.032,0,0,0,0,1
PROP-9AD2EA5E771F,22.689368570679274,88.47695707034988,city_center_fallback,17.5,3.973,6.779,4.12,7.072,5.026,4.849,3.562,0.911,16.442,14.344,2.654,0,0,0,0,1
PROP-CD3C9C50AB03,22.566514,88.412438,secondary_lookup,47.5,0.619,3.132,3.422,8.278,1.595,2.43,1.777,2.549,4.363,28.982,4.072,5,5,1,0,1
PROP-B784F75484D8,22.378588679984613,88.4871155102895,city_center_fallback,15.3,2.255,9.375,11.287,8.016,13.592,8.772,4.921,9.829,12.575,45.206,7.101,1,0,0,0,0
PROP-C316A15BDC66,22.590448590162367,88.5271196562639,city_center_fallback,10.6,5.232,7.348,7.032,2.28,11.664,4.802,3.515,3.382,12.208,21.335,3.08,0,0,0,0,0
PROP-CB2E79DA9387,22.558715,88.4134895,secondary_lookup,50.0,0.536,2.772,3.589,8.012,0.982,2.628,1.331,2.383,3.495,29.621,4.26,5,4,1,0,4
PROP-9F7679A5D170,22.566514,88.412438,secondary_lookup,47.5,0.619,3.132,3.422,8.278,1.595,2.43,1.777,2.549,4.363,28.982,4.072,5,5,1,0,1
PROP-F440D7179CF3,22.536443492739384,88.54298439442196,city_center_fallback,10.6,5.825,7.907,6.695,7.806,8.939,9.107,2.69,3.57,8.502,26.899,3.709,0,0,0,0,0
PROP-8B0A281F6F67,22.536443492739384,88.54298439442196,city_center_fallback,10.6,5.825,7.907,6.695,7.806,8.939,9.107,2.69,3.57,8.502,26.899,3.709,0,0,0,0,0
PROP-CEE426E3F810,22.54005667453438,88.3937289916818,city_center_fallback,53.0,1.023,2.369,2.152,5.631,1.823,1.624,1.0,0.685,3.188,32.491,5.033,3,4,2,0,4
PROP-0E387843AA56,22.411020116880195,88.47237151147101,city_center_fallback,21.5,1.701,5.876,9.201,6.6,12.674,9.498,2.317,8.255,8.928,42.063,3.396,1,0,0,0,0
PROP-019F3655CAD4,22.558715,88.4134895,secondary_lookup,50.0,0.536,2.772,3.589,8.012,0.982,2.628,1.331,2.383,3.495,29.621,4.26,5,4,1,0,4
PROP-624B54066F73,22.510180682970738,88.22218210207451,city_center_fallback,28.4,3.051,4.084,4.064,8.2,5.175,5.944,1.992,1.981,2.801,47.188,6.638,0,2,0,0,1
PROP-C325827617D3,22.765490988933053,88.23759368675886,city_center_fallback,19.2,1.757,11.456,6.261,20.717,9.953,3.837,3.514,5.822,12.797,35.203,11.971,1,0,0,0,0
PROP-9FA3DC6C1BDE,22.61598378883414,88.3856038415835,city_center_fallback,43.3,3.477,2.423,1.597,5.817,0.962,1.647,0.772,0.191,7.473,26.772,0.815,0,5,3,1,2
PROP-35167E7F7B55,22.689828538082807,88.40802611181341,city_center_fallback,30.8,3.421,1.925,2.973,6.569,4.826,4.679,1.972,1.934,9.57,20.131,2.373,0,2,0,0,1
PROP-62F4E3613B3C,22.37452002749853,88.38138018039677,city_center_fallback,24.0,3.382,2.928,3.346,3.72,14.182,3.816,2.891,2.775,12.931,49.095,3.026,0,1,0,0,1
PROP-1BF79E1A13C3,22.75164555312727,88.55672854371532,city_center_fallback,9.2,8.042,4.233,13.96,4.615,15.742,8.082,5.874,6.203,26.258,3.647,10.033,0,1,0,0,0
PROP-4A17E09386D3,22.614693237657725,88.27153345481604,city_center_fallback,45.6,1.319,1.994,4.822,5.213,1.943,3.233,0.971,0.956,1.785,36.432,2.158,1,1,0,0,1
PROP-6E48515068CD,22.61019288910666,88.50979215435362,city_center_fallback,16.3,3.047,7.661,7.841,1.396,8.899,3.463,1.624,4.975,12.811,19.805,0.672,0,0,0,0,0
PROP-E796F9A9C029,22.61598378883414,88.3856038415835,city_center_fallback,43.3,3.477,2.423,1.597,5.817,0.962,1.647,0.772,0.191,7.473,26.772,0.815,0,5,3,1,2
PROP-202AF54D5DFD,22.488808390398138,88.16465754768186,city_center_fallback,19.8,4.022,3.991,6.308,14.097,11.364,11.02,0.91,3.042,4.557,53.314,4.899,0,2,0,1,0
PROP-9B66A02D0630,22.5551625,88.390206,secondary_lookup,52.3,1.459,1.446,1.56,5.622,1.601,2.9,0.835,1.144,4.15,31.374,5.067,4,5,0,1,3
PROP-24E95C502029,22.618179832815684,88.45151015453821,city_center_fallback,29.6,2.006,3.186,5.382,2.577,4.644,3.758,2.518,2.462,10.443,21.979,3.527,2,2,0,0,1
PROP-A65D4022BCB0,22.510180682970738,88.22218210207451,city_center_fallback,28.4,3.051,4.084,4.064,8.2,5.175,5.944,1.992,1.981,2.801,47.188,6.638,0,2,0,0,1
PROP-B03B0CA4817E,22.507443424969836,88.42172893767128,city_center_fallback,41.8,2.647,2.976,2.742,6.695,2.976,1.635,1.453,3.611,2.319,34.014,3.998,1,3,2,0,0
PROP-58B7AE50D315,22.491186135619746,88.40411013215235,city_center_fallback,56.6,0.526,1.567,2.819,4.36,3.157,0.98,1.267,2.794,4.519,36.476,3.444,1,2,2,0,1
PROP-3E1764E34127,22.5551625,88.390206,secondary_lookup,52.3,1.459,1.446,1.56,5.622,1.601,2.9,0.835,1.144,4.15,31.374,5.067,4,5,0,1,3
PROP-30E5D38DD361,22.635028745991892,88.35381316303985,city_center_fallback,36.8,2.428,2.808,2.881,6.114,3.849,2.662,1.601,1.502,4.786,28.055,2.092,1,2,1,0,2
PROP-5813DB9C761A,22.590448590162367,88.5271196562639,city_center_fallback,10.6,5.232,7.348,7.032,2.28,11.664,4.802,3.515,3.382,12.208,21.335,3.08,0,0,0,0,0
PROP-DC01DEE1AC33,22.751423437220076,88.56318091505726,city_center_fallback,8.5,7.443,4.885,14.535,5.271,16.232,8.087,5.777,6.766,26.864,3.258,10.413,0,0,0,0,0
PROP-F57AB92907EF,22.60448754269468,88.44700563430912,city_center_fallback,36.9,1.259,1.811,5.978,3.782,4.937,3.615,2.955,1.033,8.851,23.479,3.292,3,1,0,0,2
PROP-AEC989B18861,22.689828538082807,88.40802611181341,city_center_fallback,30.8,3.421,1.925,2.973,6.569,4.826,4.679,1.972,1.934,9.57,20.131,2.373,0,2,0,0,1
PROP-7C42082F905C,22.475248631071086,88.50846213301288,city_center_fallback,18.9,9.409,2.906,5.64,13.653,7.591,10.122,2.351,3.683,3.758,34.237,1.165,0,1,0,0,0
PROP-56AF0594D7A6,22.487309610237315,88.24311402867914,city_center_fallback,42.2,2.511,0.973,1.473,9.43,6.255,6.53,0.535,3.067,5.889,47.224,3.307,1,1,0,1,0
PROP-9F3B18B83DDB,22.507443424969836,88.42172893767128,city_center_fallback,41.8,2.647,2.976,2.742,6.695,2.976,1.635,1.453,3.611,2.319,34.014,3.998,1,3,2,0,0
PROP-2F688BDC3ED3,22.639666167566293,88.48808611647732,city_center_fallback,22.9,1.68,7.537,7.847,5.001,5.289,3.884,2.794,1.079,14.119,17.878,3.776,3,0,0,0,1
PROP-4873F205FC38,22.566514,88.412438,secondary_lookup,47.5,0.619,3.132,3.422,8.278,1.595,2.43,1.777,2.549,4.363,28.982,4.072,5,5,1,0,1
PROP-2375C3E7756E,22.5551625,88.390206,secondary_lookup,52.3,1.459,1.446,1.56,5.622,1.601,2.9,0.835,1.144,4.15,31.374,5.067,4,5,0,1,3
PROP-C7B62A24327E,22.531758573150988,88.52932351129739,city_center_fallback,12.0,6.426,6.716,5.44,7.732,9.212,8.599,2.718,3.352,7.074,27.648,3.294,0,0,0,0,0
PROP-85C9417C071B,22.557528,88.4044645,secondary_lookup,51.5,0.687,2.869,2.721,7.09,0.455,2.49,0.792,1.997,3.718,30.273,5.162,4,6,2,2,3
PROP-3379FC13E4D8,22.531758573150988,88.52932351129739,city_center_fallback,12.0,6.426,6.716,5.44,7.732,9.212,8.599,2.718,3.352,7.074,27.648,3.294,0,0,0,0,0
PROP-BD39A4AD9F75,22.40331958176136,88.23371321243124,city_center_fallback,11.1,9.578,5.65,6.247,15.867,15.591,3.311,7.65,2.456,7.438,54.637,5.032,0,0,0,0,1
PROP-4EC8AB1155EF,22.636845551391385,88.38525415603463,city_center_fallback,51.0,2.782,0.435,0.884,5.347,3.09,2.569,1.512,2.235,7.419,25.318,0.882,1,5,1,0,2
PROP-F6E7B55FCFAE,22.566514,88.412438,secondary_lookup,47.5,0.619,3.132,3.422,8.278,1.595,2.43,1.777,2.549,4.363,28.982,4.072,5,5,1,0,1
PROP-FD153BE03388,22.5551625,88.390206,secondary_lookup,52.3,1.459,1.446,1.56,5.622,1.601,2.9,0.835,1.144,4.15,31.374,5.067,4,5,0,1,3
PROP-0CD99260AC4A,22.713062146596556,88.36818298141094,city_center_fallback,37.2,1.444,3.002,3.781,11.014,3.876,2.751,1.232,4.025,7.439,22.889,2.471,3,1,1,0,0
PROP-A10851D26DBC,22.75164555312727,88.55672854371532,city_center_fallback,9.2,8.042,4.233,13.96,4.615,15.742,8.082,5.874,6.203,26.258,3.647,10.033,0,1,0,0,0
PROP-9ADE24823600,22.51611562016471,88.2427376143772,city_center_fallback,40.3,1.267,2.895,3.059,6.487,3.304,4.343,1.111,4.155,4.788,45.136,5.456,1,3,0,0,0
PROP-47C446F8EA16,22.491354240544155,88.17131101463583,city_center_fallback,21.6,3.392,4.441,5.786,13.387,10.633,10.665,0.249,2.539,3.883,52.597,4.759,0,1,0,1,1
PROP-4E82DD1E924C,22.576953490438093,88.23801921450232,city_center_fallback,39.0,2.021,2.606,2.404,3.633,4.515,3.308,2.759,2.318,4.471,41.54,3.701,1,3,0,0,1
PROP-8231D2B5FCB4,22.751423437220076,88.56318091505726,city_center_fallback,8.5,7.443,4.885,14.535,5.271,16.232,8.087,5.777,6.766,26.864,3.258,10.413,0,0,0,0,0
PROP-83EE92FF8502,22.40331958176136,88.23371321243124,city_center_fallback,11.1,9.578,5.65,6.247,15.867,15.591,3.311,7.65,2.456,7.438,54.637,5.032,0,0,0,0,1
PROP-92150372A3EC,22.41868220310146,88.5468081181465,city_center_fallback,8.6,7.694,8.145,12.965,14.24,6.194,16.24,2.506,5.019,10.848,39.866,4.594,0,0,0,0,0
PROP-6016E7B67306,22.51611562016471,88.2427376143772,city_center_fallback,40.3,1.267,2.895,3.059,6.487,3.304,4.343,1.111,4.155,4.788,45.136,5.456,1,3,0,0,0
PROP-2E6FB4A9D3AE,22.589190588885682,88.35427185519458,city_center_fallback,46.9,2.536,1.296,1.982,4.066,1.943,2.692,1.425,2.927,3.446,31.155,1.707,3,5,1,0,1
PROP-D7149F5ACCC3,22.462201801000763,88.2014449291961,city_center_fallback,33.0,2.525,1.917,2.565,13.8,10.642,6.221,3.934,5.271,6.192,52.269,1.204,1,1,0,0,0
PROP-24AF12571C0A,22.614693237657725,88.27153345481604,city_center_fallback,45.6,1.319,1.994,4.822,5.213,1.943,3.233,0.971,0.956,1.785,36.432,2.158,1,1,0,0,1
PROP-C30F74F8215D,22.6658680910021,88.27674472423003,city_center_fallback,32.9,4.002,5.324,2.101,8.962,2.124,3.522,0.581,2.485,2.537,33.493,3.786,0,0,0,1,3
PROP-BCE9552F6DC2,22.373515340156608,88.54376060134432,city_center_fallback,7.0,5.304,11.702,17.053,13.845,10.811,14.247,7.524,10.048,14.815,44.896,9.39,0,0,0,0,0
PROP-9DECA5C597F4,22.61598378883414,88.3856038415835,city_center_fallback,43.3,3.477,2.423,1.597,5.817,0.962,1.647,0.772,0.191,7.473,26.772,0.815,0,5,3,1,2
PROP-12559D27A1AA,22.76036742409528,88.16779100266338,city_center_fallback,10.8,8.005,4.726,9.977,23.932,6.992,9.331,3.475,7.866,17.223,42.377,18.169,0,0,0,0,0
PROP-E39591DB49A6,22.720544967334067,88.31632701773273,city_center_fallback,27.2,4.797,5.085,5.915,14.141,1.794,1.47,2.058,2.525,6.187,27.804,3.295,0,0,1,0,1
PROP-3469C7523B2C,22.41251043032831,88.38357393200445,city_center_fallback,34.1,0.88,2.282,5.609,3.494,9.978,5.23,2.505,2.027,10.894,45.187,3.388,1,1,0,0,2
PROP-ED8FBD604D30,22.712644513616937,88.36714015460858,city_center_fallback,37.8,1.451,2.908,3.701,11.048,3.767,2.668,1.208,3.966,7.333,23.005,2.544,3,1,1,0,0
PROP-44B3E75AF8EE,22.512526622967805,88.28419707929324,city_center_fallback,37.5,2.346,2.051,2.782,6.274,4.104,5.288,3.246,2.237,4.213,42.231,3.275,2,4,0,0,2
PROP-F1E0B4DF171D,22.500995547432655,88.33626652307568,city_center_fallback,47.5,1.303,3.554,1.699,3.523,4.05,1.713,2.404,1.916,3.181,39.541,2.821,1,5,2,0,1
PROP-710C345E87A3,22.427157555259342,88.17211521415611,city_center_fallback,12.8,7.181,3.676,6.593,18.706,15.562,8.02,7.38,7.851,10.363,57.122,3.724,0,1,0,0,0
PROP-209599AF8803,22.541634,88.38525,secondary_lookup,51.0,1.691,1.639,1.481,4.776,2.396,2.508,1.791,0.227,3.53,32.873,4.308,1,5,1,0,4
PROP-14EA2D0D4F1A,22.772519141986553,88.40419535044119,city_center_fallback,18.5,6.768,2.388,3.763,11.201,10.194,10.31,2.051,5.189,14.91,18.106,4.212,0,1,0,0,0
PROP-10A1A286AF58,22.573572706395197,88.38925621030992,city_center_fallback,54.8,1.403,2.144,1.423,6.548,2.024,1.149,0.408,0.947,4.617,29.864,4.428,3,4,1,2,2
PROP-97161B865FA1,22.51611562016471,88.2427376143772,city_center_fallback,40.3,1.267,2.895,3.059,6.487,3.304,4.343,1.111,4.155,4.788,45.136,5.456,1,3,0,0,0
PROP-91AD8B00D735,22.573572706395197,88.38925621030992,city_center_fallback,54.8,1.403,2.144,1.423,6.548,2.024,1.149,0.408,0.947,4.617,29.864,4.428,3,4,1,2,2
PROP-CC1B211EAA4D,22.488808390398138,88.16465754768186,city_center_fallback,19.8,4.022,3.991,6.308,14.097,11.364,11.02,0.91,3.042,4.557,53.314,4.899,0,2,0,1,0
PROP-75C16A76EB68,22.45947743027738,88.41110031726251,city_center_fallback,38.9,2.594,2.304,1.238,5.496,5.962,3.832,2.574,1.211,7.734,39.251,2.491,2,1,0,0,1
PROP-756995A4DB5E,22.40331958176136,88.23371321243124,city_center_fallback,11.1,9.578,5.65,6.247,15.867,15.591,3.311,7.65,2.456,7.438,54.637,5.032,0,0,0,0,1
PROP-746D24328ED4,22.4853383718275,88.56177485359795,city_center_fallback,10.4,10.493,8.416,9.944,13.756,3.087,14.74,1.266,2.609,8.812,32.36,3.123,0,0,0,0,1
PROP-958AD368D7B0,22.378588679984613,88.4871155102895,city_center_fallback,15.3,2.255,9.375,11.287,8.016,13.592,8.772,4.921,9.829,12.575,45.206,7.101,1,0,0,0,0
PROP-DD2E0676A4DF,22.491186135619746,88.40411013215235,city_center_fallback,56.6,0.526,1.567,2.819,4.36,3.157,0.98,1.267,2.794,4.519,36.476,3.444,1,2,2,0,1
PROP-553F926BF1AF,22.751423437220076,88.56318091505726,city_center_fallback,8.5,7.443,4.885,14.535,5.271,16.232,8.087,5.777,6.766,26.864,3.258,10.413,0,0,0,0,0
PROP-824EFD6D0A7A,22.45947743027738,88.41110031726251,city_center_fallback,38.9,2.594,2.304,1.238,5.496,5.962,3.832,2.574,1.211,7.734,39.251,2.491,2,1,0,0,1
PROP-4FDDD422AB26,22.72780349171208,88.35007551580924,city_center_fallback,33.2,1.344,4.225,5.204,13.469,2.743,4.258,0.533,1.584,7.794,24.25,0.302,1,1,0,1,1
PROP-1971A228467D,22.689828538082807,88.40802611181341,city_center_fallback,30.8,3.421,1.925,2.973,6.569,4.826,4.679,1.972,1.934,9.57,20.131,2.373,0,2,0,0,1
PROP-01DEAD99037B,22.566514,88.412438,secondary_lookup,47.5,0.619,3.132,3.422,8.278,1.595,2.43,1.777,2.549,4.363,28.982,4.072,5,5,1,0,1
PROP-D6EDFDC0FBD2,22.729457975606763,88.33389414664867,city_center_fallback,26.8,3.009,4.819,5.789,15.256,2.079,3.278,2.185,0.555,7.457,25.834,1.374,0,1,0,0,1
PROP-5E82A59CB247,22.566514,88.412438,secondary_lookup,47.5,0.619,3.132,3.422,8.278,1.595,2.43,1.777,2.549,4.363,28.982,4.072,5,5,1,0,1
PROP-8016D1DA55B4,22.48145905877785,88.39347702711804,city_center_fallback,50.3,1.587,2.062,2.206,3.125,2.922,0.87,0.297,2.412,5.978,37.959,3.966,2,2,2,1,4
PROP-89F54F900D90,22.475248631071086,88.50846213301288,city_center_fallback,18.9,9.409,2.906,5.64,13.653,7.591,10.122,2.351,3.683,3.758,34.237,1.165,0,1,0,0,0
PROP-38BB3060ABC8,22.491354240544155,88.17131101463583,city_center_fallback,21.6,3.392,4.441,5.786,13.387,10.633,10.665,0.249,2.539,3.883,52.597,4.759,0,1,0,1,1
PROP-E48C7031881B,22.51611562016471,88.2427376143772,city_center_fallback,40.3,1.267,2.895,3.059,6.487,3.304,4.343,1.111,4.155,4.788,45.136,5.456,1,3,0,0,0
PROP-C0337393EF98,22.566514,88.412438,secondary_lookup,47.5,0.619,3.132,3.422,8.278,1.595,2.43,1.777,2.549,4.363,28.982,4.072,5,5,1,0,1
PROP-58D90B8CF302,22.45947743027738,88.41110031726251,city_center_fallback,38.9,2.594,2.304,1.238,5.496,5.962,3.832,2.574,1.211,7.734,39.251,2.491,2,1,0,0,1
PROP-C883AD0F6A4D,22.61598378883414,88.3856038415835,city_center_fallback,43.3,3.477,2.423,1.597,5.817,0.962,1.647,0.772,0.191,7.473,26.772,0.815,0,5,3,1,2
PROP-C80401DB7D03,22.720544967334067,88.31632701773273,city_center_fallback,27.2,4.797,5.085,5.915,14.141,1.794,1.47,2.058,2.525,6.187,27.804,3.295,0,0,1,0,1
PROP-47CC6BA1CA37,22.488808390398138,88.16465754768186,city_center_fallback,19.8,4.022,3.991,6.308,14.097,11.364,11.02,0.91,3.042,4.557,53.314,4.899,0,2,0,1,0
PROP-0DAF453A990D,22.507443424969836,88.42172893767128,city_center_fallback,41.8,2.647,2.976,2.742,6.695,2.976,1.635,1.453,3.611,2.319,34.014,3.998,1,3,2,0,0
PROP-FED8CF498E3B,22.51611562016471,88.2427376143772,city_center_fallback,40.3,1.267,2.895,3.059,6.487,3.304,4.343,1.111,4.155,4.788,45.136,5.456,1,3,0,0,0
PROP-B34EA83BC01A,22.590448590162367,88.5271196562639,city_center_fallback,10.6,5.232,7.348,7.032,2.28,11.664,4.802,3.515,3.382,12.208,21.335,3.08,0,0,0,0,0
PROP-B28495C13265,22.541634,88.38525,secondary_lookup,51.0,1.691,1.639,1.481,4.776,2.396,2.508,1.791,0.227,3.53,32.873,4.308,1,5,1,0,4
PROP-6F80415BF9F0,22.507443424969836,88.42172893767128,city_center_fallback,41.8,2.647,2.976,2.742,6.695,2.976,1.635,1.453,3.611,2.319,34.014,3.998,1,3,2,0,0
PROP-3C8FDE4D0A3B,22.618937346370988,88.20565656521957,city_center_fallback,37.1,1.399,2.463,3.416,8.871,7.175,4.124,1.768,1.727,5.099,42.249,7.293,1,2,0,0,2
PROP-7987860BD545,22.507443424969836,88.42172893767128,city_center_fallback,41.8,2.647,2.976,2.742,6.695,2.976,1.635,1.453,3.611,2.319,34.014,3.998,1,3,2,0,0
PROP-6131EDA7F152,22.54005667453438,88.3937289916818,city_center_fallback,53.0,1.023,2.369,2.152,5.631,1.823,1.624,1.0,0.685,3.188,32.491,5.033,3,4,2,0,4
PROP-D368031AEF69,22.558715,88.4134895,secondary_lookup,50.0,0.536,2.772,3.589,8.012,0.982,2.628,1.331,2.383,3.495,29.621,4.26,5,4,1,0,4
PROP-D33FD2EDB1FC,22.5981425353437,88.28179047356174,city_center_fallback,45.9,1.336,3.94,3.906,3.519,3.78,1.273,0.094,1.288,0.808,36.485,0.083,2,1,1,1,1
PROP-3E5D567DF124,22.689828538082807,88.40802611181341,city_center_fallback,30.8,3.421,1.925,2.973,6.569,4.826,4.679,1.972,1.934,9.57,20.131,2.373,0,2,0,0,1
PROP-99D564CF9B8F,22.40331958176136,88.23371321243124,city_center_fallback,11.1,9.578,5.65,6.247,15.867,15.591,3.311,7.65,2.456,7.438,54.637,5.032,0,0,0,0,1
PROP-85DD373187DF,22.427157555259342,88.17211521415611,city_center_fallback,12.8,7.181,3.676,6.593,18.706,15.562,8.02,7.38,7.851,10.363,57.122,3.724,0,1,0,0,0
PROP-D3FED8A342FA,22.557528,88.4044645,secondary_lookup,51.5,0.687,2.869,2.721,7.09,0.455,2.49,0.792,1.997,3.718,30.273,5.162,4,6,2,2,3
PROP-6481E2019A70,22.557528,88.4044645,secondary_lookup,51.5,0.687,2.869,2.721,7.09,0.455,2.49,0.792,1.997,3.718,30.273,5.162,4,6,2,2,3
PROP-3696C85820B5,22.614693237657725,88.27153345481604,city_center_fallback,45.6,1.319,1.994,4.822,5.213,1.943,3.233,0.971,0.956,1.785,36.432,2.158,1,1,0,0,1
PROP-1EA836881D95,22.397515024509172,88.42535335350057,city_center_fallback,18.0,4.466,2.889,7.284,1.539,12.685,5.574,1.884,3.269,11.659,44.991,3.792,0,1,0,0,0
PROP-FA2ACB815F45,22.411020116880195,88.47237151147101,city_center_fallback,21.5,1.701,5.876,9.201,6.6,12.674,9.498,2.317,8.255,8.928,42.063,3.396,1,0,0,0,0
PROP-6C74BADB5D36,22.378588679984613,88.4871155102895,city_center_fallback,15.3,2.255,9.375,11.287,8.016,13.592,8.772,4.921,9.829,12.575,45.206,7.101,1,0,0,0,0
PROP-058A687B2D6E,22.558715,88.4134895,secondary_lookup,50.0,0.536,2.772,3.589,8.012,0.982,2.628,1.331,2.383,3.495,29.621,4.26,5,4,1,0,4
PROP-4349CDA86867,22.5881162492455,88.44500188387802,city_center_fallback,40.5,0.978,1.586,5.832,5.527,4.319,3.722,2.291,1.342,7.057,25.093,1.571,5,3,0,0,2
PROP-5C6E77BC2028,22.590448590162367,88.5271196562639,city_center_fallback,10.6,5.232,7.348,7.032,2.28,11.664,4.802,3.515,3.382,12.208,21.335,3.08,0,0,0,0,0
PROP-CDD5DC057BCA,22.488808390398138,88.16465754768186,city_center_fallback,19.8,4.022,3.991,6.308,14.097,11.364,11.02,0.91,3.042,4.557,53.314,4.899,0,2,0,1,0
PROP-F326A92B9398,22.696619898242158,88.42976560210799,city_center_fallback,34.8,3.835,3.072,0.888,6.64,4.36,4.886,1.529,2.21,11.924,17.815,4.202,0,2,0,0,2
PROP-B8489D624F0D,22.583973583646138,88.40307351363107,city_center_fallback,46.3,2.094,3.255,3.251,6.897,0.298,0.785,1.834,2.621,6.49,28.061,4.796,2,3,1,0,1
PROP-2CB651685F9E,22.373515340156608,88.54376060134432,city_center_fallback,7.0,5.304,11.702,17.053,13.845,10.811,14.247,7.524,10.048,14.815,44.896,9.39,0,0,0,0,0
PROP-B6CA68A3CC88,22.720544967334067,88.31632701773273,city_center_fallback,27.2,4.797,5.085,5.915,14.141,1.794,1.47,2.058,2.525,6.187,27.804,3.295,0,0,1,0,1
PROP-1A5733C0C2C6,22.62386831051737,88.41226527833263,city_center_fallback,51.2,0.883,1.627,2.233,2.978,3.746,1.245,1.947,0.943,9.84,24.172,2.299,1,5,3,0,2
PROP-28EBF50BF140,22.751423437220076,88.56318091505726,city_center_fallback,8.5,7.443,4.885,14.535,5.271,16.232,8.087,5.777,6.766,26.864,3.258,10.413,0,0,0,0,0
PROP-93689ACF45BD,22.615294347589817,88.47009669166655,city_center_fallback,24.0,2.804,4.464,7.215,4.158,5.689,2.536,2.813,3.688,10.859,21.155,2.118,1,1,1,0,0
PROP-3CFAAD40BBC9,22.488808390398138,88.16465754768186,city_center_fallback,19.8,4.022,3.991,6.308,14.097,11.364,11.02,0.91,3.042,4.557,53.314,4.899,0,2,0,1,0
PROP-97086DFC770E,22.6119078731436,88.53522378943119,city_center_fallback,10.1,4.216,9.503,9.37,3.331,10.995,5.93,2.189,3.425,14.723,18.816,2.255,0,0,0,0,0
PROP-285CA125F656,22.696619898242158,88.42976560210799,city_center_fallback,34.8,3.835,3.072,0.888,6.64,4.36,4.886,1.529,2.21,11.924,17.815,4.202,0,2,0,0,2
PROP-02EB40657E2B,22.614693237657725,88.27153345481604,city_center_fallback,45.6,1.319,1.994,4.822,5.213,1.943,3.233,0.971,0.956,1.785,36.432,2.158,1,1,0,0,1
PROP-8D1E6A4CC69A,22.491354240544155,88.17131101463583,city_center_fallback,21.6,3.392,4.441,5.786,13.387,10.633,10.665,0.249,2.539,3.883,52.597,4.759,0,1,0,1,1
PROP-55F63502BDB8,22.54005667453438,88.3937289916818,city_center_fallback,53.0,1.023,2.369,2.152,5.631,1.823,1.624,1.0,0.685,3.188,32.491,5.033,3,4,2,0,4
PROP-8F1533EAF1E8,22.62386831051737,88.41226527833263,city_center_fallback,51.2,0.883,1.627,2.233,2.978,3.746,1.245,1.947,0.943,9.84,24.172,2.299,1,5,3,0,2
PROP-139C8DFD0D70,22.611644743836354,88.42593365289811,city_center_fallback,42.1,1.047,1.863,4.035,3.086,3.644,2.486,2.415,1.017,9.277,24.199,4.167,4,4,2,0,2
PROP-6A5786720BCD,22.615294347589817,88.47009669166655,city_center_fallback,24.0,2.804,4.464,7.215,4.158,5.689,2.536,2.813,3.688,10.859,21.155,2.118,1,1,1,0,0
PROP-6F7F0A7B6ACB,22.411020116880195,88.47237151147101,city_center_fallback,21.5,1.701,5.876,9.201,6.6,12.674,9.498,2.317,8.255,8.928,42.063,3.396,1,0,0,0,0
PROP-FF1A9E746497,22.562656206112383,88.43957559590662,city_center_fallback,43.2,1.527,0.885,4.422,8.305,3.622,4.376,1.091,2.425,4.224,27.78,1.814,4,4,0,0,4
PROP-973C51DE7566,22.40331958176136,88.23371321243124,city_center_fallback,11.1,9.578,5.65,6.247,15.867,15.591,3.311,7.65,2.456,7.438,54.637,5.032,0,0,0,0,1
