property_master_id,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change
PROP-DF336F10211D,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-6BC4EFC1CFCC,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-D0D3B33C8E29,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-D0CC0229AC50,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-CCB3A5117A4D,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-062039E0D27B,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-858E632EE640,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-FF2EA9ED1084,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-320B8A5AAC4B,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-271799439634,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-EC40FB7BBF3C,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-DAAC4E0280B9,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-19880B20356C,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-22FDC9731C4C,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B759F80C2A19,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-BACCABD51BA0,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-0E5CFA11673F,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-F4A8C0C76F4B,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-095674ACE4B0,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-3E23094523E7,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-33A6897B1723,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-37FCAE4B38EB,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-2114F24E3F0B,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-B2A2B716046D,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-227BE3B8D652,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-5ACB6740F8CA,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-E5576D4CAB25,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-DC845110E176,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-62157A5DB863,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-11757F5FF43C,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-C9CE17A43EF6,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-DA034220CC71,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C67F180AC4EC,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-011CF39424F9,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-92A15F88152C,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-72F2432E4B53,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-C1608F411831,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-E11CDD3D4392,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-53B891B3AB98,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-9FB8D0F1AC27,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-2C566D90F422,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-8699739B62BC,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-C29F413FA8E5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-02EE7258E2C5,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-01D06FC46C03,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-CDFB68B1F2BD,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-F52B13C19DB2,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C71273C87AD8,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-CF470A202859,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-A677A875F4ED,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-806D15DEE855,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-A36D050D4AF9,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-5987400148EB,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-8DE013BFECA5,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-857E3B85687C,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-4AA78A633340,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-492B9A0EB735,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-B9B30C368E06,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-CD50F30D1832,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-452399C4625D,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-6BD74555B6F6,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-75A82EA10DF0,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-536EF4DB4EE6,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-7024A5C1CDC5,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-99AAA93BAC68,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-AD9A604DC388,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-675F3A63FF7B,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-0FCBDB85439A,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-57A3E58F0ECE,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-D22503FCBDE6,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4CACABB26DD9,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-F9D2E4D470DA,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-564680D9FB1C,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5A86A7209ECD,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-D76CEDD15FD2,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-C7930D52B5A1,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-526F48E1E900,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-7FDE755C0382,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-021F335D0215,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-7EE9C3784A47,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-A6EC2A68F551,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-42C7CCAA4DA8,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-3F101B31EFC2,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-FF3BC092A693,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-22ADCFDCC4E6,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-D7B9FF3423CF,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-9403FA13261F,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-509DAF3B8F83,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-537DF28A4766,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-B29736B298A5,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-2598404F5915,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-F91842C46C73,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-27E1D3BE2A46,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-72741E850629,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A2E125A608EB,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-27053D3CBD75,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-56D5EC85E87C,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-4841AF3DBA63,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-30C513D288D6,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-ADDDC5ECAFBA,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-6F731D2CBD4F,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-A0F0433A0B55,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-457CBDA60BA7,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-3C19838B2F53,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-E0FD65059227,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-BAD8020CF068,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-641E8BBFBD42,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-F35B9C797CA5,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-8623C6CD5794,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-D9A68E362F23,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-914CB9A69095,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-AEC70668EC40,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-F43F97CD7394,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5217630A448A,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-F02127F4FDC7,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-2D65E7F31B23,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-9C8BC2FCA527,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-056C2322A153,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-B5103759CC1C,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-A0F50A70E8F6,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-5BB0027CC722,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-FE67A2683B9C,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-2D12AF224E15,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-3837D54D5A94,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-073963435836,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-FC7988576320,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-AD3244A77558,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-D81CE928AE7F,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-19CEE7A678C0,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-BA30581CB61A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B21C313BADAC,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-5364E9848963,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-F82BF09FA4D4,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-1D79F311AF1B,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-FD6297455B6F,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-F78697F63644,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-9C5226730386,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-D8BB0CAA2680,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-F0AC25F6007D,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-34C40685EEA9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A9A2277A47DA,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-BCC807D4C125,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-2AD3966BF0E0,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-03BBD8710CC7,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-128CF898AB75,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-5B01D9D5A68B,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-FF6D664A2E87,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-4E7F5CBC3460,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-D8BBB69DB07C,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-24E9262F8344,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C8B7C30B7875,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-CB0239BBD85A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-FD5D56218C91,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-6298CB4B2583,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-1B5936BAA71C,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-35E5C2B73213,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-8E225AE068FF,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-1A3BCA43EBA4,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-012F1D67DDA4,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-33050D6A9F3E,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-0A50D549233B,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-C6D557C4C75F,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-9707DA06B717,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-8784958CE17B,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-9401DC6E62F4,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-E4B15467D101,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-3281947A12AB,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-992B0D775B65,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-081DE3F3917C,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-E6C7A459EA10,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-EEBD76E6E150,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-62B2164668E1,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-D5DEF2A019FA,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-2D3594EF8801,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-AF0E704FBD08,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C14082988FDE,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-9126F4E033F2,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-5DD65F2EBDFF,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-382F7292A355,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-EF0E6BE26F39,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-B087FADFCCED,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-4114CA9A0691,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-5D01C04E65E6,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-E33EFE69B80C,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-5F23528B572F,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-991C725344B1,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-8EA56C09D698,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-5095A76E3756,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-13FA5F7D5910,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-BB42B83023C6,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-A6803DA467E6,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-00D9C71B1500,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-C30F517B1BF8,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-34ACBE650F65,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-4A290B303A56,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-1E954FB4B829,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-916DC281E4FC,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-CA8542D90961,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-7879F1316D64,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-770667EF3038,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-D10D4E5A648C,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-515974FCDF40,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-0EF4C5EE428A,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-BD5911133970,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-8B2A712FC0B7,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4CA00017BC52,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-4D3D47728F0D,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-4A2DCA0D91EF,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-42DB48E0C21E,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-25A47C5422A8,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-AB1122BD5DCF,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-AD759A65B6C6,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-BA31BA880538,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-670405141DD6,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-A0AA62836698,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-009D2FB6208C,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-3E69DA71E7F8,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-AEEF4274B3F6,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A780113A1D2A,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-190B7101B2E9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-095A749A85E9,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-C42A1815C2F3,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-6463FF798073,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-6F4798040571,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-40599E7B27DA,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-C8482B6CCA65,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-FF8D4D44562E,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-82D339F35B32,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-6414999AC87B,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-FC296FDBB9EF,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-A9133D365DC3,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-140E8ADFD1D7,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-23684F4F5D77,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-753C9C3162A6,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-C7F3A971014E,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-CAC36D3ED1FB,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-6BC81DE84C2F,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-28D371BE6F01,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-36E67E14E286,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-411AD91BD6C4,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-333A897BB062,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-3437C1374BEF,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-531A18AFA92B,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-7E2E3D1D7E61,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-D98BDE5F0DC9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-7DF4725C162D,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-B001D3063D76,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-381BF184A48F,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-1A946D6A65C0,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-0DF502D07DAD,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-50D8F9AAEA1A,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-26E24636D271,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-BBF6D8DAE20D,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-B818F0D9592E,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-D1DCD8A50747,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-CF3A7A042C95,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-709715ED2847,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-DE16AF8C4DE7,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-84DFB4549166,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-D207B9378760,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-B7937FCBF583,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-4BBB24859AF9,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-D51D66CF6B36,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-B75D4C6DF44D,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-1B7F285B3227,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-1829A0C24D2E,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-68FFFBEC8103,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-DDF44AAC2D3A,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-BA6C5ADAD9D0,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-C9B26E190493,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-813CC74EF5F0,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-DF9AC5D9BD5D,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8D737976FF13,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-E597E61FA2BA,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-BFBEEFBF39A9,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-04EB49338F82,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-856054B8E681,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-64121B519FBB,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-B170626911FD,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-831D3396DB03,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-E6FBB4AFC8E3,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-E36D5DEB24BA,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-060446473967,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-4E70E9C11F67,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-87724D4B91BD,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-3E5459400354,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4ED736EAB511,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-7B0A7FE95A08,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-0CE96737A0D0,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-5675C6F5CB48,4.9,5.15,4.5,18.0,0.0,0.9,0.9
PROP-71E49CAD66E9,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-0E11AAEE96FD,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-D77648E92E81,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-B8F6CBAF24F2,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-F52030A302BA,5.15,5.4,4.0,18.25,0.0,0.0,-1.35
PROP-A2D2DB876E7E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-8B51F7D52A00,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-EC919E79045E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-18EC0DBB243E,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-469FB1202442,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-D24F073C10BE,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-A5CE2E409243,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-DFEFA5007C7D,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-155E49672BFB,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-F275498E506C,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-CC07481A60D4,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-178F49C291CD,6.0,6.25,4.0,19.5,0.0,0.0,-0.25
PROP-01D72CAC5BB2,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B10973076763,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-3A9596436B83,6.25,6.5,4.0,19.5,0.0,0.25,0.0
PROP-D73B8BF33EF8,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35
PROP-6E38FAFACE6B,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-EEFC117E7F9F,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
PROP-0A817AFEF4B0,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-781ADE341A17,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-BEAA3E503B61,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-C50ED408D753,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5
PROP-BEC5C056FE55,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-2D9D67B6DF4E,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-4BC98CE96981,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-4C19982A06DE,6.5,6.75,4.0,19.5,0.0,0.25,0.5
PROP-733DAB877EB5,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6
PROP-8F9A0A25A7AA,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75
PROP-5A5FED5D2264,4.0,4.25,3.5,18.0,0.0,0.0,-0.4
PROP-362F24924F35,5.9,6.15,4.5,18.0,0.0,1.0,1.9
PROP-FC8203967652,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0
PROP-A3DF48FAE92C,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-70833FEC2777,6.5,6.75,4.0,19.25,0.0,0.0,0.5
PROP-F631F6B18734,4.0,4.25,4.0,18.0,0.0,0.0,0.0
PROP-B055CA2A1A26,4.0,4.25,3.0,18.0,0.0,0.0,-1.15
