property_master_id,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,matched_station_name,matched_station_distance_km
PROP-C316A15BDC66,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,12.08
PROP-CB2E79DA9387,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,2.394
PROP-9F7679A5D170,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,1.52
PROP-F440D7179CF3,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,14.489
PROP-8B0A281F6F67,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,14.489
PROP-CEE426E3F810,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,4.745
PROP-0E387843AA56,42,23,38,42,80.0,CPCB_CCU_Victoria,19.416
PROP-019F3655CAD4,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,2.394
PROP-624B54066F73,117,61,101,117,71.7,CPCB_CCU_Victoria,13.043
PROP-C325827617D3,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,27.172
PROP-9FA3DC6C1BDE,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,4.72
PROP-35167E7F7B55,106,55,90,106,114.3,CPCB_CCU_Bidhannagar,12.214
PROP-62F4E3613B3C,119,68,111,119,69.7,CPCB_CCU_Victoria,18.776
PROP-1BF79E1A13C3,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,24.309
PROP-4A17E09386D3,104,57,94,104,100.3,CPCB_CCU_Victoria,11.22
PROP-6E48515068CD,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,10.781
PROP-E796F9A9C029,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,4.72
PROP-202AF54D5DFD,42,23,38,42,80.0,CPCB_CCU_Victoria,19.38
PROP-9B66A02D0630,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,3.429
PROP-24E95C502029,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,6.015
PROP-A65D4022BCB0,46,24,39,46,80.0,CPCB_CCU_Victoria,13.043
PROP-B03B0CA4817E,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,8.157
PROP-58B7AE50D315,46,24,39,46,80.3,CPCB_CCU_Victoria,8.144
PROP-3E1764E34127,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,3.429
PROP-30E5D38DD361,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,8.409
PROP-5813DB9C761A,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,12.08
PROP-DC01DEE1AC33,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,24.706
PROP-F57AB92907EF,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,4.674
PROP-AEC989B18861,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,12.214
PROP-7C42082F905C,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,15.425
PROP-56AF0594D7A6,94,50,82,94,104.7,CPCB_CCU_Victoria,11.994
PROP-9F3B18B83DDB,169,96,158,169,173.7,CPCB_CCU_Bidhannagar,8.157
PROP-2F688BDC3ED3,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,10.405
PROP-4873F205FC38,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,1.52
PROP-2375C3E7756E,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,3.429
PROP-C7B62A24327E,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,13.376
PROP-85C9417C071B,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,2.563
PROP-3379FC13E4D8,100,56,91,100,111.7,CPCB_CCU_Bidhannagar,13.376
PROP-BD39A4AD9F75,99,51,84,99,97.3,CPCB_CCU_Victoria,19.02
PROP-4EC8AB1155EF,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,6.812
PROP-F6E7B55FCFAE,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,1.52
PROP-FD153BE03388,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,3.429
PROP-0CD99260AC4A,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,15.406
PROP-A10851D26DBC,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,24.309
PROP-9ADE24823600,46,24,39,46,80.0,CPCB_CCU_Victoria,10.834
PROP-47C446F8EA16,46,24,39,46,80.3,CPCB_CCU_Victoria,18.643
PROP-4E82DD1E924C,47,24,40,47,76.3,CPCB_CCU_Victoria,11.729
PROP-8231D2B5FCB4,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,24.706
PROP-83EE92FF8502,145,82,135,145,145.3,CPCB_CCU_Victoria,19.02
PROP-92150372A3EC,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,22.788
PROP-6016E7B67306,117,61,101,117,71.7,CPCB_CCU_Victoria,10.834
PROP-2E6FB4A9D3AE,42,23,38,42,80.0,CPCB_CCU_Victoria,5.552
PROP-D7149F5ACCC3,161,90,147,161,161.0,CPCB_CCU_Victoria,17.097
PROP-24AF12571C0A,47,25,42,47,80.0,CPCB_CCU_Victoria,11.22
PROP-C30F74F8215D,99,51,84,99,97.3,CPCB_CCU_Victoria,15.652
PROP-BCE9552F6DC2,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,26.759
PROP-9DECA5C597F4,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,4.72
PROP-12559D27A1AA,158,83,136,158,157.3,CPCB_CCU_Victoria,30.514
PROP-E39591DB49A6,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,18.348
PROP-3469C7523B2C,158,83,136,158,157.3,CPCB_CCU_Victoria,14.72
PROP-ED8FBD604D30,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,15.391
PROP-44B3E75AF8EE,42,23,38,42,80.0,CPCB_CCU_Victoria,6.952
PROP-F1E0B4DF171D,116,66,109,116,68.7,CPCB_CCU_Victoria,4.429
PROP-710C345E87A3,93,51,84,93,98.0,CPCB_CCU_Victoria,21.747
PROP-209599AF8803,161,90,147,161,161.0,CPCB_CCU_Victoria,4.138
PROP-14EA2D0D4F1A,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,21.415
PROP-10A1A286AF58,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,2.247
PROP-97161B865FA1,46,24,39,46,80.3,CPCB_CCU_Victoria,10.834
PROP-91AD8B00D735,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,2.247
PROP-CC1B211EAA4D,42,23,38,42,80.0,CPCB_CCU_Victoria,19.38
PROP-75C16A76EB68,47,25,42,47,80.0,CPCB_CCU_Victoria,11.237
PROP-756995A4DB5E,47,25,42,47,80.0,CPCB_CCU_Victoria,19.02
PROP-746D24328ED4,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,18.809
PROP-958AD368D7B0,116,66,109,116,68.7,CPCB_CCU_Victoria,23.139
PROP-DD2E0676A4DF,116,66,109,116,68.7,CPCB_CCU_Victoria,8.144
PROP-553F926BF1AF,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,24.706
PROP-824EFD6D0A7A,114,65,107,114,69.7,CPCB_CCU_Victoria,11.237
PROP-4FDDD422AB26,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,17.548
PROP-1971A228467D,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,12.214
PROP-01DEAD99037B,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,1.52
PROP-D6EDFDC0FBD2,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,18.362
PROP-5E82A59CB247,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,1.52
PROP-8016D1DA55B4,42,23,38,42,80.0,CPCB_CCU_Victoria,8.196
PROP-89F54F900D90,100,56,91,100,111.7,CPCB_CCU_Bidhannagar,15.425
PROP-38BB3060ABC8,93,51,84,93,98.0,CPCB_CCU_Victoria,18.643
PROP-E48C7031881B,104,57,94,104,100.3,CPCB_CCU_Victoria,10.834
PROP-C0337393EF98,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,1.52
PROP-58D90B8CF302,152,80,131,152,150.0,CPCB_CCU_Victoria,11.237
PROP-C883AD0F6A4D,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,4.72
PROP-C80401DB7D03,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,18.348
PROP-47CC6BA1CA37,114,65,107,114,69.7,CPCB_CCU_Victoria,19.38
PROP-0DAF453A990D,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,8.157
PROP-FED8CF498E3B,94,50,82,94,104.7,CPCB_CCU_Victoria,10.834
PROP-B34EA83BC01A,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,12.08
PROP-B28495C13265,42,23,38,42,80.0,CPCB_CCU_Victoria,4.138
PROP-6F80415BF9F0,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,8.157
PROP-3C8FDE4D0A3B,46,24,39,46,80.0,CPCB_CCU_Victoria,16.785
PROP-7987860BD545,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,8.157
PROP-6131EDA7F152,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,4.745
PROP-D368031AEF69,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,2.394
PROP-D33FD2EDB1FC,152,80,131,152,150.0,CPCB_CCU_Victoria,9.161
PROP-3E5D567DF124,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,12.214
PROP-99D564CF9B8F,161,90,147,161,161.0,CPCB_CCU_Victoria,19.02
PROP-85DD373187DF,104,57,94,104,100.3,CPCB_CCU_Victoria,21.747
PROP-D3FED8A342FA,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,2.563
PROP-6481E2019A70,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,2.563
PROP-3696C85820B5,99,51,84,99,97.3,CPCB_CCU_Victoria,11.22
PROP-1EA836881D95,114,65,107,114,69.7,CPCB_CCU_Victoria,17.866
PROP-FA2ACB815F45,152,80,131,152,150.0,CPCB_CCU_Victoria,19.416
PROP-6C74BADB5D36,117,61,101,117,71.7,CPCB_CCU_Victoria,23.139
PROP-058A687B2D6E,100,56,91,100,111.7,CPCB_CCU_Bidhannagar,2.394
PROP-4349CDA86867,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,3.705
PROP-5C6E77BC2028,169,96,158,169,173.7,CPCB_CCU_Bidhannagar,12.08
PROP-CDD5DC057BCA,104,57,94,104,100.3,CPCB_CCU_Victoria,19.38
PROP-F326A92B9398,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,13.125
PROP-B8489D624F0D,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,0.837
PROP-2CB651685F9E,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,26.759
PROP-B6CA68A3CC88,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,18.348
PROP-1A5733C0C2C6,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,4.883
PROP-28EBF50BF140,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,24.706
PROP-93689ACF45BD,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,7.312
PROP-3CFAAD40BBC9,46,24,39,46,80.3,CPCB_CCU_Victoria,19.38
PROP-97086DFC770E,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,13.336
PROP-285CA125F656,162,89,145,162,167.3,CPCB_CCU_Bidhannagar,13.125
PROP-02EB40657E2B,114,65,107,114,69.7,CPCB_CCU_Victoria,11.22
PROP-8D1E6A4CC69A,42,23,38,42,80.0,CPCB_CCU_Victoria,18.643
PROP-55F63502BDB8,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,4.745
PROP-8F1533EAF1E8,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,4.883
PROP-139C8DFD0D70,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,3.88
PROP-6A5786720BCD,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,7.312
PROP-6F7F0A7B6ACB,104,57,94,104,100.3,CPCB_CCU_Victoria,19.416
PROP-FF1A9E746497,100,56,91,100,111.7,CPCB_CCU_Bidhannagar,3.597
PROP-973C51DE7566,47,24,40,47,76.3,CPCB_CCU_Victoria,19.02
PROP-6121B8A3C7F7,161,90,147,161,161.0,CPCB_CCU_Victoria,3.095
PROP-A1E5ED6769DD,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,7.312
PROP-A80ACD01FC70,93,51,84,93,98.0,CPCB_CCU_Victoria,11.237
PROP-EE762650664D,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,6.015
PROP-65FB2F240684,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,4.72
PROP-C7D1D086BFB7,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,2.563
PROP-052301008C97,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,5.065
PROP-D0D832658684,46,24,39,46,80.3,CPCB_CCU_Victoria,4.138
PROP-8532E4422370,145,82,135,145,145.3,CPCB_CCU_Victoria,4.429
PROP-173B603D2C5C,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,4.72
PROP-A693CCC6FF35,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,3.429
PROP-34B2068FD18D,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,3.429
PROP-C84D430491CB,106,55,90,106,114.3,CPCB_CCU_Bidhannagar,24.706
PROP-8A7E6478980C,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,24.309
PROP-DC398143EF49,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,17.015
PROP-83FF60D8DAA7,106,55,90,106,114.3,CPCB_CCU_Bidhannagar,17.323
PROP-9F5A1272C537,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,1.52
PROP-5F5A056547CB,106,55,90,106,114.3,CPCB_CCU_Bidhannagar,12.08
PROP-163A573F39D1,161,90,147,161,161.0,CPCB_CCU_Victoria,20.938
PROP-63FC8D0B51D4,161,90,147,161,161.0,CPCB_CCU_Victoria,19.02
PROP-3D22DCD6666E,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,13.968
PROP-BA46996A0C4C,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,13.968
PROP-A642AD9C55F3,94,50,82,94,104.7,CPCB_CCU_Victoria,18.776
PROP-7F01B92C9812,93,51,84,93,98.0,CPCB_CCU_Victoria,9.161
PROP-7F2EBE29B8C3,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,2.563
PROP-BBA65C2F0289,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,8.157
PROP-B603B933892C,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,12.214
PROP-B941B0CEF824,158,83,136,158,157.3,CPCB_CCU_Victoria,11.452
PROP-72CF1FEAD2BE,152,80,131,152,150.0,CPCB_CCU_Victoria,6.952
PROP-BCB8C1ABFD99,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,3.562
PROP-09DC54E4DC1A,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,2.563
PROP-B0DC6907681B,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,1.52
PROP-FDD0710C19A4,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,1.52
PROP-E9111B28CA27,162,89,145,162,167.3,CPCB_CCU_Bidhannagar,2.563
PROP-08F1A7925EC2,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,1.52
PROP-11FC3BADC2FD,161,90,147,161,161.0,CPCB_CCU_Victoria,6.952
PROP-717B75445808,162,89,145,162,167.3,CPCB_CCU_Bidhannagar,24.706
PROP-CFEBC8FF5FEE,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,17.11
PROP-C0AB0F037EDA,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,21.415
PROP-7BAEE35653E3,104,57,94,104,100.3,CPCB_CCU_Victoria,3.095
PROP-C6E5D8BEE7FD,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,2.563
PROP-C7AFB6F70158,117,61,101,117,71.7,CPCB_CCU_Victoria,19.38
PROP-39DABEF9C89F,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,2.563
PROP-B61D662ACF16,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,19.507
PROP-44F00B2A8408,94,50,82,94,104.7,CPCB_CCU_Victoria,11.237
PROP-1A8A55A8342C,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,12.08
PROP-65EAA9316AAF,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,24.706
PROP-A0B9B10C27EA,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,4.674
PROP-7DA8D44CCAE4,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,1.52
PROP-23AE34F44E09,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,14.489
PROP-310D94CC513A,47,24,40,47,76.3,CPCB_CCU_Victoria,10.81
PROP-CEA72DA6CB0F,152,80,131,152,150.0,CPCB_CCU_Victoria,19.38
PROP-BFAED4FD87E6,42,23,38,42,80.0,CPCB_CCU_Victoria,18.643
PROP-2A780DBBAED3,114,65,107,114,69.7,CPCB_CCU_Victoria,7.259
PROP-3BF55226E9AA,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,14.489
PROP-F0BB9F485F26,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,7.312
PROP-6A8E5327CE9C,117,61,101,117,71.7,CPCB_CCU_Victoria,10.81
PROP-A581345ECB12,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,1.52
PROP-D3D82032179E,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,12.08
PROP-C8430A3AAD4B,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,12.214
PROP-8B1F6CF6B90D,152,80,131,152,150.0,CPCB_CCU_Victoria,10.81
PROP-F2593A89607B,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,11.223
PROP-AB8A39674532,117,61,101,117,71.7,CPCB_CCU_Victoria,18.447
PROP-245CFFFF7379,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,4.72
PROP-D6ABE38C039D,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,13.336
PROP-6918BFBF91E2,162,89,145,162,167.3,CPCB_CCU_Bidhannagar,1.52
PROP-CCFF0472A05E,108,56,92,108,106.3,CPCB_CCU_Bidhannagar,12.214
PROP-115445D45DF4,162,89,145,162,167.3,CPCB_CCU_Bidhannagar,1.52
PROP-331B8B4FC38D,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,12.08
PROP-49BA8145DDAD,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,12.08
PROP-ED6C438664B2,152,80,131,152,150.0,CPCB_CCU_Victoria,18.643
PROP-F2BF8C11A7EF,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,15.391
PROP-7A682F6B298F,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,17.11
PROP-C0EACF98B88D,117,61,101,117,71.7,CPCB_CCU_Victoria,11.237
PROP-B6B9CEE33049,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,6.902
PROP-2ED7A356117B,169,96,158,169,173.7,CPCB_CCU_Bidhannagar,19.507
PROP-3B00F1A922BF,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,19.507
PROP-9C960929506D,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,14.509
PROP-F20778F6FFA7,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,19.507
PROP-63A4C647D1E7,106,55,90,106,114.3,CPCB_CCU_Bidhannagar,2.563
PROP-B9B8EF509771,104,57,94,104,100.3,CPCB_CCU_Victoria,15.63
PROP-A647DDA7E754,114,65,107,114,69.7,CPCB_CCU_Victoria,15.652
PROP-5883DDB271CD,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,15.425
PROP-3505BB0416A9,119,64,104,119,71.3,CPCB_CCU_Victoria,20.378
PROP-6741AF8F9998,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,13.376
PROP-2DBC586B6B1A,117,61,101,117,71.7,CPCB_CCU_Victoria,11.237
PROP-F291071CE413,114,65,107,114,69.7,CPCB_CCU_Victoria,15.652
PROP-6F150466157F,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,2.394
PROP-338155A04C45,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,3.705
PROP-C3C4176C8C19,119,68,111,119,69.7,CPCB_CCU_Victoria,15.561
PROP-5DD230556105,42,23,38,42,80.0,CPCB_CCU_Victoria,10.834
PROP-01B05663286A,100,56,91,100,111.7,CPCB_CCU_Bidhannagar,19.507
PROP-FEAA13AEC306,93,51,84,93,98.0,CPCB_CCU_Victoria,8.144
PROP-801F64B36585,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,3.429
PROP-B1090F62B421,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,19.507
PROP-FAB3F5735E6F,85,49,80,85,94.3,CPCB_CCU_Victoria,15.652
PROP-32068D7C7692,47,25,42,47,80.0,CPCB_CCU_Victoria,11.237
PROP-B205CCC81517,42,23,38,42,80.0,CPCB_CCU_Victoria,10.834
PROP-3AADA84EA5A1,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,7.312
PROP-30FE9334C04F,152,80,131,152,150.0,CPCB_CCU_Victoria,11.237
PROP-E66AFF7361C5,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,2.563
PROP-02883F8FC7F5,104,57,94,104,100.3,CPCB_CCU_Victoria,18.776
PROP-C9479D13BD55,100,56,91,100,111.7,CPCB_CCU_Bidhannagar,6.015
PROP-C4A35B8DB64E,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,12.214
PROP-9DFC10B4F52C,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,2.563
PROP-9AA4B8269594,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,1.52
PROP-3E6878099C98,169,96,158,169,173.7,CPCB_CCU_Bidhannagar,21.181
PROP-2C0F2A4C92AB,116,66,109,116,68.7,CPCB_CCU_Victoria,19.38
PROP-79B036ADC851,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,7.312
PROP-23E5A9AB5C44,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,3.429
PROP-9B05F2B63553,99,51,84,99,97.3,CPCB_CCU_Victoria,10.834
PROP-7BE9CAFEBA1C,114,62,101,114,75.0,CPCB_CCU_Bidhannagar,12.214
PROP-B8EBCAD5B8F2,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,12.602
PROP-9ECEEB06EA30,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,4.72
PROP-D44CFEC304B2,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,19.507
PROP-E4262F33DABE,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,4.72
PROP-6D0CF763E867,161,90,147,161,161.0,CPCB_CCU_Victoria,19.02
PROP-3D827F881BF7,152,80,131,152,150.0,CPCB_CCU_Victoria,15.652
PROP-385EFC8227B0,106,58,95,106,105.7,CPCB_CCU_Bidhannagar,24.706
PROP-A58980314822,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,4.674
PROP-213FF8CB01A1,119,68,111,119,69.7,CPCB_CCU_Victoria,15.652
PROP-4ED6D6D8D47E,46,24,39,46,80.0,CPCB_CCU_Victoria,11.994
PROP-3D2DD063FE2A,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,7.312
PROP-4233AA7EA058,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,4.72
PROP-51EF1E48B2AC,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,4.72
PROP-4C94B6C261A0,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,13.968
PROP-2966980B2F6E,158,83,136,158,157.3,CPCB_CCU_Victoria,17.866
PROP-2BF0D4111914,85,49,80,85,94.3,CPCB_CCU_Victoria,18.643
PROP-E6EE3EB81D93,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,2.563
PROP-7AF8B4F3D168,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,4.745
PROP-2D1ACDC241F2,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,2.563
PROP-66B236468D67,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,3.429
PROP-0B80DBE1D7AF,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,6.015
PROP-A252F83E2395,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,7.312
PROP-9884272B8A9E,94,50,82,94,104.7,CPCB_CCU_Victoria,8.144
PROP-01E9C7F31AB5,104,57,94,104,100.3,CPCB_CCU_Victoria,6.926
PROP-D2BBBEF3D9CA,126,68,112,126,76.0,CPCB_CCU_Bidhannagar,13.336
PROP-1A47077D7C06,154,81,133,154,171.3,CPCB_CCU_Bidhannagar,19.507
PROP-9C1DE3D0CA46,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,4.72
PROP-B0A55473D62B,53,27,45,53,87.0,CPCB_CCU_Bidhannagar,3.705
PROP-62AEF4CF34A4,42,23,38,42,80.0,CPCB_CCU_Victoria,4.429
PROP-0969523CB09B,128,71,117,128,75.3,CPCB_CCU_Bidhannagar,1.52
PROP-DE3589A02F26,145,82,135,145,145.3,CPCB_CCU_Victoria,19.38
PROP-C71150E7BA14,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,19.507
PROP-A18C43CB6136,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,18.348
PROP-D80F53290C0E,152,80,131,152,150.0,CPCB_CCU_Victoria,8.144
PROP-8E144954A363,166,88,144,166,159.7,CPCB_CCU_Bidhannagar,12.08
PROP-9C6BF7B90F11,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,6.015
PROP-76D419B18CCB,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,2.394
PROP-E1ACD38526EE,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,2.394
PROP-F1F8A32E0B0F,118,62,101,118,72.3,CPCB_CCU_Bidhannagar,5.913
PROP-8529E6DBF56D,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,17.11
PROP-67D39C4BDA92,119,64,104,119,71.3,CPCB_CCU_Victoria,19.38
PROP-33EEC71D46D3,162,89,145,162,167.3,CPCB_CCU_Bidhannagar,15.425
PROP-711F9720FF31,111,62,102,111,113.0,CPCB_CCU_Bidhannagar,19.507
PROP-19A6E70A8A41,161,90,147,161,161.0,CPCB_CCU_Victoria,9.678
PROP-81D0D1BEA818,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,23.036
PROP-676D38702A48,51,27,45,51,81.3,CPCB_CCU_Bidhannagar,6.015
PROP-88D3BB5BDEBB,48,25,42,48,90.3,CPCB_CCU_Bidhannagar,20.72
PROP-D10196DEBC00,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,14.489
PROP-2E11031A7992,152,80,131,152,150.0,CPCB_CCU_Victoria,8.144
PROP-0F3AD462FBFF,47,24,40,47,76.3,CPCB_CCU_Victoria,19.02
PROP-42AAE903FF08,57,32,53,57,91.0,CPCB_CCU_Bidhannagar,12.214
PROP-7D7D95DEF2F2,94,50,82,94,104.7,CPCB_CCU_Victoria,18.776
PROP-56A6A8F5FCCD,119,68,111,119,69.7,CPCB_CCU_Victoria,7.175
PROP-F6F8EE61E3B1,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,24.706
PROP-2CC21EBF6F75,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,27.172
PROP-1E7BB7F19D6C,145,82,135,145,145.3,CPCB_CCU_Victoria,18.776
PROP-0C54089230CC,53,27,45,53,84.0,CPCB_CCU_Bidhannagar,2.247
PROP-278D6490D8E5,93,51,84,93,98.0,CPCB_CCU_Victoria,8.144
PROP-2CCD88BAEC00,115,63,103,115,70.7,CPCB_CCU_Bidhannagar,2.563
PROP-2B242F56F959,106,55,90,106,114.3,CPCB_CCU_Bidhannagar,12.214
PROP-C1F9EB831B63,116,66,109,116,68.7,CPCB_CCU_Victoria,15.63
