property_master_id,rera_id,rera_registered,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-81F1345CACD4,,0,Unregistered,,,,,0,1.0,0
PROP-AC1570DD5D16,RERA-TEL-00038798,1,Ongoing,28.0,32.0,87.5,51.0,8,0.75,0
PROP-ABAFB0DAB37B,,0,Unregistered,,,,,0,1.0,0
PROP-96003EA511C4,RERA-TEL-00092103,1,Ongoing,21.0,28.0,75.0,42.0,70,0.471,4
PROP-DEBF324D5004,RERA-TEL-40439697,1,Ongoing,15.0,58.0,25.9,81.0,9,0.778,1
PROP-17212BD99590,,0,Unregistered,,,,,0,1.0,0
PROP-E83876FACE07,,0,Unregistered,,,,,0,1.0,0
PROP-A415D94B0280,,0,Unregistered,,,,,0,1.0,0
PROP-A93E81A22F3F,RERA-TEL-97510209,1,Ongoing,27.0,50.0,54.0,33.0,11,0.727,0
PROP-9E51EA50AFF7,,0,Unregistered,,,,,0,1.0,0
PROP-2742FDA13CF5,,0,Unregistered,,,,,0,1.0,0
PROP-6401AE87242B,,0,Unregistered,,,,,0,1.0,0
PROP-CE742894FBAD,RERA-TEL-36134696,1,Ongoing,18.0,45.0,40.0,222.0,14,0.857,0
PROP-429E0E1CA712,,0,Unregistered,,,,,0,1.0,0
PROP-7D4B9DBE2F0E,,0,Unregistered,,,,,0,1.0,0
PROP-7A0CEF758086,,0,Unregistered,,,,,0,1.0,0
PROP-696B87DB77A9,RERA-TEL-44524652,1,Ongoing,22.0,46.0,47.8,64.0,14,0.429,0
PROP-ADC63251681D,RERA-TEL-10557227,1,Completed,57.0,35.0,100.0,45.0,14,1.0,2
PROP-DB456D384346,,0,Unregistered,,,,,0,1.0,0
PROP-05BBF34C46B4,,0,Unregistered,,,,,0,1.0,0
PROP-D499EE82F919,RERA-TEL-39264214,1,Ongoing,36.0,45.0,80.0,145.0,14,0.286,0
PROP-E82D1CBCC437,RERA-TEL-13736180,1,Ongoing,37.0,57.0,64.9,85.0,11,0.727,0
PROP-9A3E743330D0,RERA-TEL-14794450,1,Ongoing,32.0,35.0,91.4,131.0,71,0.507,4
PROP-AECC17F7BF1F,,0,Unregistered,,,,,0,1.0,0
PROP-1DFA7235E953,,0,Unregistered,,,,,0,1.0,0
PROP-ABE764E2A86B,RERA-TEL-06339740,1,Ongoing,20.0,30.0,66.7,111.0,18,0.278,0
PROP-1D26ABE300A1,,0,Unregistered,,,,,0,1.0,0
PROP-E1C62097EFB4,RERA-TEL-59413778,1,Ongoing,28.0,43.0,65.1,189.0,24,0.25,0
PROP-20DEA8999614,RERA-TEL-06248128,1,Ongoing,22.0,33.0,66.7,162.0,11,0.545,1
PROP-DBEF305603BD,,0,Unregistered,,,,,0,1.0,0
PROP-E04D96318703,,0,Unregistered,,,,,0,1.0,0
PROP-96EF07E4399D,RERA-TEL-45620539,1,Ongoing,33.0,40.0,82.5,90.0,9,0.556,0
PROP-F2EB7AE19A80,,0,Unregistered,,,,,0,1.0,0
PROP-D754CFEED374,,0,Unregistered,,,,,0,1.0,0
PROP-72D69EEF4D88,,0,Unregistered,,,,,0,1.0,0
PROP-F7EE11CF7DDB,,0,Unregistered,,,,,0,1.0,0
PROP-0FB43E406695,,0,Unregistered,,,,,0,1.0,0
PROP-4668918F4BAC,,0,Unregistered,,,,,0,1.0,0
PROP-B85D0686B82A,RERA-TEL-30394427,1,Ongoing,29.0,33.0,87.9,133.0,29,0.448,0
PROP-C9C5E6BB2979,,0,Unregistered,,,,,0,1.0,0
PROP-08AA218C34C7,RERA-TEL-33191032,1,Ongoing,6.0,38.0,15.8,92.0,21,0.619,3
PROP-D505AFE78ADF,RERA-TEL-97333513,1,Ongoing,11.0,34.0,32.4,23.0,20,0.75,3
PROP-B8F86C214941,RERA-TEL-10519853,1,Ongoing,11.0,31.0,35.5,145.0,19,0.789,2
PROP-B75BB7D1590F,,0,Unregistered,,,,,0,1.0,0
PROP-7C6DC523137D,RERA-TEL-52369747,1,Ongoing,29.0,37.0,78.4,72.0,5,0.2,0
PROP-093F4219EDE0,,0,Unregistered,,,,,0,1.0,0
PROP-B5D73EC0BC1B,,0,Unregistered,,,,,0,1.0,0
PROP-8E9EBB0559EE,,0,Unregistered,,,,,0,1.0,0
PROP-5B39B22135D0,RERA-TEL-34477833,1,Ongoing,39.0,58.0,67.2,105.0,13,0.769,1
PROP-53D0BF0EE96C,,0,Unregistered,,,,,0,1.0,0
PROP-C74CB7B847AE,,0,Unregistered,,,,,0,1.0,0
PROP-F65399718878,RERA-TEL-06589565,1,Ongoing,19.0,29.0,65.5,145.0,4,0.0,0
PROP-CB3EE0B858FA,,0,Unregistered,,,,,0,1.0,0
PROP-0EF5FB7E10B5,,0,Unregistered,,,,,0,1.0,0
PROP-863ABC75BC33,,0,Unregistered,,,,,0,1.0,0
PROP-56D1D2D6CAD8,,0,Unregistered,,,,,0,1.0,0
PROP-C31BBEA76072,,0,Unregistered,,,,,0,1.0,0
PROP-E33F1153F028,RERA-TEL-23560516,1,Ongoing,15.0,42.0,35.7,56.0,7,0.714,0
PROP-453492DAF743,,0,Unregistered,,,,,0,1.0,0
PROP-A5BC7745CF06,,0,Unregistered,,,,,0,1.0,0
PROP-7C9BF4511119,RERA-TEL-65548281,1,Ongoing,19.0,25.0,76.0,89.0,39,0.385,0
PROP-E9649009E689,RERA-TEL-66481800,1,Ongoing,10.0,58.0,17.2,118.0,67,0.284,0
PROP-943C731771B5,,0,Unregistered,,,,,0,1.0,0
PROP-A037E50292E8,RERA-TEL-85235022,1,Ongoing,20.0,35.0,57.1,163.0,9,0.667,0
PROP-356D7AB573FC,,0,Unregistered,,,,,0,1.0,0
PROP-50AC31C1EC07,,0,Unregistered,,,,,0,1.0,0
PROP-E5108EAD29D3,,0,Unregistered,,,,,0,1.0,0
PROP-2ECAA12813F6,,0,Unregistered,,,,,0,1.0,0
PROP-13CD5EF589D6,,0,Unregistered,,,,,0,1.0,0
PROP-DA47E60C4694,RERA-TEL-63452539,1,Completed,41.0,31.0,100.0,74.0,9,0.889,1
PROP-D14B1E88C608,,0,Unregistered,,,,,0,1.0,0
PROP-0DB2C1960593,RERA-TEL-69696298,1,Ongoing,16.0,32.0,50.0,71.0,6,0.667,0
PROP-0374AB99AB49,RERA-TEL-55375893,1,Ongoing,7.0,26.0,26.9,80.0,7,0.571,0
PROP-ACD074109D66,,0,Unregistered,,,,,0,1.0,0
PROP-FFA0DBFF82F3,,0,Unregistered,,,,,0,1.0,0
PROP-F31C0318E658,,0,Unregistered,,,,,0,1.0,0
PROP-34F52AB03B85,RERA-TEL-32635204,1,Ongoing,22.0,53.0,41.5,90.0,4,0.0,0
PROP-C1B513CD7A91,,0,Unregistered,,,,,0,1.0,0
PROP-A3514434CF79,,0,Unregistered,,,,,0,1.0,0
PROP-980FAA0211CD,,0,Unregistered,,,,,0,1.0,0
PROP-F45A5B5B0D88,RERA-TEL-03815500,1,Ongoing,18.0,45.0,40.0,99.0,12,0.583,0
PROP-69ADEC56ACEB,,0,Unregistered,,,,,0,1.0,0
PROP-DFD260424C64,,0,Unregistered,,,,,0,1.0,0
PROP-94595F6B7BDE,RERA-TEL-83053169,1,Ongoing,11.0,46.0,23.9,116.0,12,0.75,0
PROP-5A1C402A47F3,RERA-TEL-76384195,1,Ongoing,17.0,46.0,37.0,90.0,14,0.643,0
PROP-09CE9ADDEE5D,RERA-TEL-57659747,1,Ongoing,29.0,37.0,78.4,26.0,9,0.667,1
PROP-656B990A04BE,RERA-TEL-36582889,1,Ongoing,31.0,48.0,64.6,193.0,6,0.667,0
PROP-3D592908ADA9,RERA-TEL-10557227,1,Completed,48.0,35.0,100.0,45.0,14,1.0,2
PROP-8631DB9B9BDB,,0,Unregistered,,,,,0,1.0,0
PROP-E848274486FD,,0,Unregistered,,,,,0,1.0,0
PROP-035F1DF77480,RERA-TEL-74963409,1,Ongoing,15.0,28.0,53.6,184.0,32,0.781,2
PROP-B38269E87A5C,,0,Unregistered,,,,,0,1.0,0
PROP-040F2CAA3C2F,,0,Unregistered,,,,,0,1.0,0
PROP-9FFE8B132D2A,,0,Unregistered,,,,,0,1.0,0
PROP-CC0F0A77AD6E,RERA-TEL-55044377,1,Ongoing,31.0,56.0,55.4,236.0,5,0.8,1
PROP-EED632AF54E9,RERA-TEL-36387140,1,Ongoing,18.0,40.0,45.0,121.0,4,0.25,0
PROP-D408E7C356DF,,0,Unregistered,,,,,0,1.0,0
PROP-B8E59D936A01,RERA-TEL-83151163,1,Ongoing,17.0,58.0,29.3,43.0,7,0.286,0
PROP-ED2F4B843E2B,,0,Unregistered,,,,,0,1.0,0
PROP-AB26505CB09A,,0,Unregistered,,,,,0,1.0,0
PROP-0CCDD134F32F,RERA-TEL-50660818,1,Ongoing,42.0,53.0,79.2,73.0,9,0.889,0
PROP-2D93814678C7,,0,Unregistered,,,,,0,1.0,0
PROP-F1DCDE0EA2C5,RERA-TEL-72035224,1,Ongoing,26.0,36.0,72.2,85.0,8,0.5,0
PROP-919A3897DB29,,0,Unregistered,,,,,0,1.0,0
PROP-0A952C551127,,0,Unregistered,,,,,0,1.0,0
PROP-A62E594361AA,RERA-TEL-44645166,1,Ongoing,12.0,49.0,24.5,79.0,13,0.462,0
PROP-8F2195DE60CB,,0,Unregistered,,,,,0,1.0,0
PROP-31BAD2617194,,0,Unregistered,,,,,0,1.0,0
PROP-C5DEF7340238,,0,Unregistered,,,,,0,1.0,0
PROP-CBEE292773B9,RERA-TEL-22760665,1,Ongoing,23.0,33.0,69.7,117.0,16,0.562,0
PROP-480F74069725,RERA-TEL-79289308,1,Ongoing,30.0,42.0,71.4,54.0,11,0.545,0
PROP-2E871C3F27A6,,0,Unregistered,,,,,0,1.0,0
PROP-35D80106280A,,0,Unregistered,,,,,0,1.0,0
PROP-0F37AA3F0AE5,,0,Unregistered,,,,,0,1.0,0
PROP-A9416774F6D4,,0,Unregistered,,,,,0,1.0,0
PROP-F4D6453E52D6,,0,Unregistered,,,,,0,1.0,0
PROP-3BD1E962C7D9,RERA-TEL-77021334,1,Completed,55.0,31.0,100.0,89.0,8,0.5,1
PROP-7829BAF8BA68,RERA-TEL-29617818,1,Ongoing,36.0,46.0,78.3,68.0,10,0.8,0
PROP-1BDE68B7A86D,RERA-TEL-05180139,1,Ongoing,29.0,52.0,55.8,12.0,8,0.375,0
PROP-02B495C1EC94,RERA-TEL-47275737,1,Ongoing,27.0,33.0,81.8,182.0,7,0.571,0
PROP-32A650A8BCF0,RERA-TEL-59132040,1,Ongoing,26.0,57.0,45.6,17.0,42,0.5,1
PROP-EB27B01390A4,RERA-TEL-36129775,1,Ongoing,29.0,34.0,85.3,67.0,15,0.667,0
PROP-FA48D6011F79,RERA-TEL-90933091,1,Completed,39.0,32.0,100.0,45.0,12,0.75,1
PROP-BD7E82788E41,,0,Unregistered,,,,,0,1.0,0
PROP-E41E0FA10AF8,RERA-TEL-31986313,1,Completed,42.0,36.0,100.0,88.0,5,1.0,2
PROP-FBFF507E1D0D,,0,Unregistered,,,,,0,1.0,0
PROP-5C4FBB981A2D,RERA-TEL-33239381,1,Ongoing,15.0,31.0,48.4,149.0,7,0.714,0
PROP-9ED0D5D9E157,,0,Unregistered,,,,,0,1.0,0
PROP-B2F3F6773ABB,,0,Unregistered,,,,,0,1.0,0
PROP-911673600C88,,0,Unregistered,,,,,0,1.0,0
PROP-07F8FAA87931,,0,Unregistered,,,,,0,1.0,0
PROP-2B3D4B4FCDB0,,0,Unregistered,,,,,0,1.0,0
PROP-581EA2B80E38,,0,Unregistered,,,,,0,1.0,0
PROP-B520B9A3BF00,,0,Unregistered,,,,,0,1.0,0
PROP-7E1CD895B29A,,0,Unregistered,,,,,0,1.0,0
PROP-625CD0D1235F,RERA-TEL-79245546,1,Ongoing,12.0,45.0,26.7,217.0,42,0.571,1
PROP-5191B5E6C1FC,,0,Unregistered,,,,,0,1.0,0
PROP-8F10A6104D6C,RERA-TEL-99565115,1,Ongoing,41.0,46.0,89.1,62.0,2,0.5,0
PROP-7B308373CB2F,,0,Unregistered,,,,,0,1.0,0
PROP-B41DF046488C,,0,Unregistered,,,,,0,1.0,0
PROP-B6008725FA0C,,0,Unregistered,,,,,0,1.0,0
PROP-4AFE14D76540,,0,Unregistered,,,,,0,1.0,0
PROP-0099544FD492,,0,Unregistered,,,,,0,1.0,0
PROP-35AA38E89CF9,RERA-TEL-73622662,1,Ongoing,16.0,38.0,42.1,111.0,22,0.136,0
PROP-BFBD28B12DDA,,0,Unregistered,,,,,0,1.0,0
PROP-2F30488BA8AD,,0,Unregistered,,,,,0,1.0,0
PROP-B6BAFBCAB655,,0,Unregistered,,,,,0,1.0,0
PROP-3F186CC4735A,,0,Unregistered,,,,,0,1.0,0
PROP-CE161626314E,RERA-TEL-26383421,1,Ongoing,19.0,29.0,65.5,157.0,42,0.571,1
PROP-28796FC5D409,RERA-TEL-02997135,1,Ongoing,9.0,56.0,16.1,44.0,8,0.375,0
PROP-5D0423C5428E,,0,Unregistered,,,,,0,1.0,0
PROP-35CC202F3AC1,RERA-TEL-58368484,1,Ongoing,14.0,59.0,23.7,79.0,16,0.625,0
PROP-2F3EC39ED35B,,0,Unregistered,,,,,0,1.0,0
PROP-0672A6A0EF62,RERA-TEL-95635551,1,Completed,41.0,34.0,100.0,24.0,6,0.5,0
PROP-002BB8A01CEA,,0,Unregistered,,,,,0,1.0,0
PROP-2E90D6CFF0B5,,0,Unregistered,,,,,0,1.0,0
PROP-45C322CB7BE8,RERA-TEL-61831141,1,Ongoing,19.0,46.0,41.3,152.0,12,0.417,0
PROP-228CCDDE58E4,RERA-TEL-80810670,1,Ongoing,16.0,56.0,28.6,107.0,5,0.6,0
PROP-812FFD488A1F,,0,Unregistered,,,,,0,1.0,0
PROP-CD6F5ED1D262,RERA-TEL-24297174,1,Ongoing,32.0,60.0,53.3,85.0,11,0.818,4
PROP-BED1D266C941,,0,Unregistered,,,,,0,1.0,0
PROP-F565980FA2D4,RERA-TEL-98334434,1,Ongoing,50.0,52.0,96.2,96.0,6,0.333,0
PROP-ED994D4402A7,RERA-TEL-71116160,1,Ongoing,38.0,46.0,82.6,66.0,15,0.933,2
PROP-F34946D37CB3,RERA-TEL-95224646,1,Ongoing,12.0,44.0,27.3,60.0,12,0.417,0
PROP-D55875EEFC0A,,0,Unregistered,,,,,0,1.0,0
PROP-E8BB9F4BFB77,,0,Unregistered,,,,,0,1.0,0
PROP-31C59493CE95,RERA-TEL-21283859,1,Ongoing,33.0,48.0,68.8,171.0,15,0.533,2
PROP-E8050487D05C,,0,Unregistered,,,,,0,1.0,0
PROP-D45D8911FDAA,,0,Unregistered,,,,,0,1.0,0
PROP-8E7090840C1D,,0,Unregistered,,,,,0,1.0,0
PROP-DE4581618FF7,,0,Unregistered,,,,,0,1.0,0
PROP-6DF8150098C2,,0,Unregistered,,,,,0,1.0,0
PROP-55D8B080E737,,0,Unregistered,,,,,0,1.0,0
PROP-8082DB40E60F,RERA-TEL-18836728,1,Ongoing,22.0,48.0,45.8,74.0,23,0.174,0
PROP-C8B63B89B0EC,,0,Unregistered,,,,,0,1.0,0
PROP-CE19058E108B,RERA-TEL-87677093,1,Ongoing,15.0,34.0,44.1,145.0,17,0.765,0
PROP-95EF2BB97F7B,,0,Unregistered,,,,,0,1.0,0
PROP-7896941911A0,,0,Unregistered,,,,,0,1.0,0
PROP-FBBA6E0A6C87,,0,Unregistered,,,,,0,1.0,0
PROP-CFA68EAE1F17,,0,Unregistered,,,,,0,1.0,0
PROP-C08399438D0C,RERA-TEL-01958172,1,Ongoing,34.0,60.0,56.7,84.0,8,0.75,0
PROP-649B09DF67F3,RERA-TEL-58285130,1,Completed,36.0,32.0,100.0,65.0,8,0.625,0
PROP-35EF90537632,,0,Unregistered,,,,,0,1.0,0
PROP-209D8734B3C3,,0,Unregistered,,,,,0,1.0,0
PROP-C4954646E9F2,,0,Unregistered,,,,,0,1.0,0
PROP-91B4890AB30C,RERA-TEL-16839399,1,Completed,33.0,30.0,100.0,103.0,12,0.917,1
PROP-040BA2ECAB23,RERA-TEL-12796880,1,Ongoing,34.0,48.0,70.8,126.0,9,0.778,1
PROP-D1BCB7A6C695,,0,Unregistered,,,,,0,1.0,0
PROP-5BCE35227C19,RERA-TEL-82946872,1,Ongoing,14.0,50.0,28.0,178.0,16,0.688,0
PROP-5310A5B82E4B,,0,Unregistered,,,,,0,1.0,0
PROP-FCD9B9137814,,0,Unregistered,,,,,0,1.0,0
PROP-2DFD3111DA19,RERA-TEL-51965047,1,Ongoing,41.0,53.0,77.4,32.0,13,0.538,2
PROP-DCA723EFD316,,0,Unregistered,,,,,0,1.0,0
PROP-9CAFF9971B06,RERA-TEL-43481548,1,Ongoing,38.0,48.0,79.2,39.0,13,0.615,0
PROP-4B9A249BE6FA,RERA-TEL-90933091,1,Completed,42.0,32.0,100.0,45.0,12,0.833,2
PROP-E9E1087E51DC,RERA-TEL-89639304,1,Ongoing,34.0,48.0,70.8,131.0,15,0.867,1
PROP-64A81EDDB81B,RERA-TEL-06629636,1,Ongoing,30.0,50.0,60.0,36.0,7,0.571,0
PROP-97EEE540C245,RERA-TEL-23560516,1,Ongoing,6.0,42.0,14.3,56.0,6,0.667,0
PROP-7651A50B62AC,RERA-TEL-29386829,1,Ongoing,19.0,50.0,38.0,37.0,10,0.5,0
PROP-757BCCC648BA,RERA-TEL-13997288,1,Completed,30.0,24.0,100.0,194.0,7,0.429,0
PROP-16D5FFEAD07D,RERA-TEL-73872477,1,Ongoing,31.0,45.0,68.9,50.0,16,0.375,0
PROP-672D2C411426,RERA-TEL-26972970,1,Ongoing,40.0,47.0,85.1,35.0,13,0.923,1
PROP-D415B9EED88E,RERA-TEL-56459403,1,Ongoing,9.0,30.0,30.0,119.0,13,0.923,2
PROP-042A18D447FF,RERA-TEL-63661426,1,Ongoing,28.0,39.0,71.8,68.0,14,0.571,0
PROP-F32C50F4A213,RERA-TEL-90933091,1,Ongoing,12.0,32.0,37.5,45.0,10,0.6,0
PROP-DF84F81DDF70,RERA-TEL-73872477,1,Completed,67.0,45.0,100.0,50.0,17,0.941,3
PROP-E1974056206F,RERA-TEL-77021334,1,Completed,61.0,31.0,100.0,89.0,8,0.625,1
PROP-2CE85ED154FE,RERA-TEL-90933091,1,Ongoing,9.0,32.0,28.1,45.0,10,0.6,0
PROP-00B0DAAD18C8,RERA-TEL-64206015,1,Ongoing,21.0,32.0,65.6,200.0,5,0.4,0
PROP-7193FDC03808,RERA-TEL-64206015,1,Completed,36.0,32.0,100.0,200.0,5,0.8,0
PROP-DBE13E0A834E,RERA-TEL-24302342,1,Completed,36.0,29.0,100.0,204.0,7,0.429,0
PROP-A4B48ABE72C7,RERA-TEL-46154706,1,Ongoing,40.0,46.0,87.0,47.0,11,0.455,0
PROP-4DD4BAA8486F,RERA-TEL-87556055,1,Ongoing,13.0,53.0,24.5,90.0,6,0.833,1
PROP-46CF13FC01CF,RERA-TEL-99992512,1,Ongoing,10.0,37.0,27.0,27.0,16,0.75,4
PROP-866FE4CA02EE,RERA-TEL-77021334,1,Completed,40.0,31.0,100.0,89.0,8,0.375,0
PROP-42636804E44B,RERA-TEL-93802229,1,Completed,39.0,29.0,100.0,61.0,17,0.706,2
PROP-839F34EDCFF3,RERA-TEL-07762550,1,Completed,32.0,27.0,100.0,62.0,12,0.667,0
PROP-27B9284010CE,RERA-TEL-98334434,1,Ongoing,32.0,52.0,61.5,96.0,4,0.25,0
PROP-00C747214BC5,RERA-TEL-70203492,1,Completed,56.0,53.0,100.0,94.0,27,0.778,0
PROP-A02198998441,RERA-TEL-24669956,1,Ongoing,18.0,45.0,40.0,125.0,8,0.625,2
PROP-0E63BE761DEA,RERA-TEL-70203492,1,Ongoing,14.0,53.0,26.4,94.0,20,0.3,0
PROP-BB0553CF92B1,RERA-TEL-63700238,1,Ongoing,16.0,48.0,33.3,237.0,20,0.6,0
PROP-9A749A95B72E,RERA-TEL-22066825,1,Ongoing,15.0,39.0,38.5,36.0,7,0.857,0
PROP-F06651A44340,RERA-TEL-50660818,1,Ongoing,39.0,53.0,73.6,73.0,9,0.889,0
PROP-6B5F8DF64353,RERA-TEL-23560516,1,Ongoing,9.0,42.0,21.4,56.0,7,0.571,0
PROP-7A616AB0CB11,RERA-TEL-70203492,1,Ongoing,44.0,53.0,83.0,94.0,26,0.615,0
PROP-98EE98FFFC75,RERA-TEL-70203492,1,Ongoing,14.0,53.0,26.4,94.0,21,0.333,0
PROP-B9AEE3105431,,0,Unregistered,,,,,0,1.0,0
PROP-3B83A138AAF8,RERA-TEL-23560516,1,Ongoing,6.0,42.0,14.3,56.0,5,0.8,0
PROP-C33524FA20FF,RERA-TEL-70203492,1,Completed,59.0,53.0,100.0,94.0,27,0.778,0
PROP-5FDEB5C799A2,RERA-TEL-84398490,1,Ongoing,12.0,45.0,26.7,48.0,10,0.3,0
PROP-BE10A4594A2B,RERA-TEL-77021334,1,Completed,40.0,31.0,100.0,89.0,8,0.75,2
PROP-29B9C4B46264,RERA-TEL-57509425,1,Ongoing,7.0,36.0,19.4,110.0,16,0.375,0
PROP-42AAB6639B0C,RERA-TEL-50660818,1,Ongoing,12.0,53.0,22.6,73.0,9,0.667,0
PROP-5755D88A3990,RERA-TEL-50660818,1,Ongoing,36.0,53.0,67.9,73.0,9,0.889,0
PROP-5E16348E0C02,,0,Unregistered,,,,,0,1.0,0
PROP-4C1E163CA7A7,,0,Unregistered,,,,,0,1.0,0
PROP-D75D4A7B5DC7,RERA-TEL-98320027,1,Ongoing,33.0,41.0,80.5,22.0,9,0.556,0
PROP-63289A398F65,RERA-TEL-13736180,1,Ongoing,22.0,57.0,38.6,85.0,11,0.545,0
PROP-7030485D2554,,0,Unregistered,,,,,0,1.0,0
PROP-DBB80D842E7D,,0,Unregistered,,,,,0,1.0,0
PROP-CDEBF0EB9B3E,,0,Unregistered,,,,,0,1.0,0
PROP-4F2F461467EB,,0,Unregistered,,,,,0,1.0,0
PROP-EFBAD9C7DF8B,,0,Unregistered,,,,,0,1.0,0
PROP-27F3E7B2B41A,RERA-TEL-16475240,1,Completed,38.0,36.0,100.0,21.0,22,0.818,2
PROP-085B0B3785DB,,0,Unregistered,,,,,0,1.0,0
PROP-BAC43107AAB8,,0,Unregistered,,,,,0,1.0,0
PROP-8550CE2342E4,,0,Unregistered,,,,,0,1.0,0
PROP-EFC28452E658,RERA-TEL-41602828,1,Ongoing,28.0,30.0,93.3,79.0,9,0.667,0
PROP-FCF58EC43A48,RERA-TEL-48552446,1,Ongoing,28.0,54.0,51.9,31.0,12,0.5,0
PROP-4A08D7314B19,,0,Unregistered,,,,,0,1.0,0
PROP-F83200A143B3,RERA-TEL-88673652,1,Ongoing,22.0,31.0,71.0,121.0,8,0.625,0
PROP-0C3A6EE98732,RERA-TEL-88673652,1,Completed,40.0,31.0,100.0,121.0,11,0.545,0
PROP-0496BC9DBE3C,RERA-TEL-08470525,1,Ongoing,35.0,41.0,85.4,130.0,22,0.136,0
PROP-1C89A9B2255D,RERA-TEL-26315503,1,Ongoing,37.0,57.0,64.9,111.0,59,0.22,0
PROP-EE7C8B7F0CFC,,0,Unregistered,,,,,0,1.0,0
PROP-04026C47C0A9,RERA-TEL-32424014,1,Ongoing,16.0,50.0,32.0,95.0,16,0.688,3
PROP-F2A94EFA44BD,RERA-TEL-80067288,1,Ongoing,18.0,35.0,51.4,45.0,21,0.286,0
PROP-A925A0C32310,,0,Unregistered,,,,,0,1.0,0
PROP-84D2C6E84C23,,0,Unregistered,,,,,0,1.0,0
PROP-B96559BFC2F3,RERA-TEL-76375486,1,Ongoing,24.0,56.0,42.9,109.0,7,0.571,0
PROP-A70B6AF20806,RERA-TEL-73161796,1,Ongoing,10.0,58.0,17.2,63.0,12,0.583,0
PROP-88DC05B42C1C,RERA-TEL-87428015,1,Ongoing,13.0,52.0,25.0,29.0,9,0.889,2
PROP-5F6A08DA9A71,RERA-TEL-01745256,1,Ongoing,14.0,35.0,40.0,55.0,13,0.385,0
PROP-E904F8E38EF5,,0,Unregistered,,,,,0,1.0,0
PROP-6063D909F230,,0,Unregistered,,,,,0,1.0,0
PROP-28671CD8823D,,0,Unregistered,,,,,0,1.0,0
PROP-F1BF21DA36C2,,0,Unregistered,,,,,0,1.0,0
PROP-27BDA3D88935,RERA-TEL-11076106,1,Ongoing,24.0,34.0,70.6,121.0,14,0.429,0
PROP-C7ACF84AAB46,,0,Unregistered,,,,,0,1.0,0
PROP-B8D462A2DF0C,RERA-TEL-18453449,1,Ongoing,19.0,27.0,70.4,109.0,8,0.25,0
PROP-23D240E005F2,RERA-TEL-96652221,1,Ongoing,7.0,47.0,14.9,158.0,11,0.364,0
PROP-69083C575595,,0,Unregistered,,,,,0,1.0,0
PROP-1B870913B673,RERA-TEL-16120287,1,Ongoing,13.0,55.0,23.6,28.0,15,0.533,2
PROP-7F86CC7DCD3E,RERA-TEL-78469479,1,Ongoing,17.0,58.0,29.3,264.0,6,0.5,0
PROP-B6A11DE3B3CC,RERA-TEL-35531337,1,Ongoing,11.0,27.0,40.7,70.0,14,0.357,0
PROP-2D1779BDD5F3,RERA-TEL-68232104,1,Ongoing,6.0,37.0,16.2,108.0,43,0.698,2
PROP-0A1C110616DD,,0,Unregistered,,,,,0,1.0,0
PROP-73A0DDEC4737,,0,Unregistered,,,,,0,1.0,0
PROP-08C28CCEC3C9,,0,Unregistered,,,,,0,1.0,0
PROP-34E54DB26755,RERA-TEL-18048427,1,Ongoing,29.0,44.0,65.9,120.0,19,0.368,0
PROP-FA8D1F3E96E4,,0,Unregistered,,,,,0,1.0,0
PROP-FB258B73F66D,RERA-TEL-57375227,1,Ongoing,33.0,48.0,68.8,71.0,5,0.4,0
PROP-137C35ADBDB8,,0,Unregistered,,,,,0,1.0,0
PROP-74F763732676,,0,Unregistered,,,,,0,1.0,0
PROP-350E213FE6E0,,0,Unregistered,,,,,0,1.0,0
PROP-38E8ACDDA20C,,0,Unregistered,,,,,0,1.0,0
PROP-60CD463A58C0,RERA-TEL-61689670,1,Ongoing,36.0,45.0,80.0,168.0,3,0.333,0
PROP-412680C10449,,0,Unregistered,,,,,0,1.0,0
PROP-AABCD8B2FE4F,RERA-TEL-05187622,1,Ongoing,20.0,27.0,74.1,45.0,12,0.75,0
PROP-D6B46557AE5D,RERA-TEL-86363029,1,Ongoing,15.0,57.0,26.3,181.0,14,0.857,2
PROP-F16E366247E6,RERA-TEL-98086144,1,Completed,38.0,26.0,100.0,70.0,4,0.75,0
PROP-A61A28C277F3,RERA-TEL-28740972,1,Ongoing,26.0,32.0,81.2,32.0,15,0.867,3
PROP-CCDBCCEF4411,,0,Unregistered,,,,,0,1.0,0
PROP-E7DD68900C48,,0,Unregistered,,,,,0,1.0,0
PROP-E17A41D91144,RERA-TEL-68980534,1,Ongoing,40.0,57.0,70.2,54.0,14,0.786,0
PROP-5DA698499EBB,,0,Unregistered,,,,,0,1.0,0
PROP-6B9EE1A5C0C2,RERA-TEL-40978878,1,Ongoing,28.0,56.0,50.0,101.0,8,0.875,0
PROP-CABCF59B4D2E,,0,Unregistered,,,,,0,1.0,0
PROP-E940BD1859F3,,0,Unregistered,,,,,0,1.0,0
PROP-88F46A855F97,RERA-TEL-23816502,1,Ongoing,36.0,43.0,83.7,65.0,7,0.286,0
PROP-EC7C5FFB5B10,,0,Unregistered,,,,,0,1.0,0
PROP-4B48009115F2,,0,Unregistered,,,,,0,1.0,0
PROP-E8939A19445E,RERA-TEL-31986313,1,Ongoing,15.0,36.0,41.7,88.0,5,0.4,0
PROP-191739425E8B,,0,Unregistered,,,,,0,1.0,0
