property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p
PROP-C30F517B1BF8,7200000,Bengaluru,Nandini Layout,Independent House,2,2,0,600,,,,,,12.90037616781069,77.47702642193883,3.844,6.285,5.47,7.592,5.132,3.407,3.357,22.3,28000.0,28000.0,18.67,4.6667,1.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,300.0,1.0,,,5.707110264748875,,2.979094632400968,1.7346069377237465
PROP-34ACBE650F65,27500000,Bengaluru,Jeevanbheemanagar,Independent House,3,5,1,5400,,,,,,12.762562087109364,77.8016501582553,4.422,5.555,7.119,15.384,5.458,13.985,2.877,15.2,56584.17,35000.0,30.0,1.5273,1777.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,32,16,27,32,52.7,1800.0,1.667,,,7.496097345175956,,3.4339872044851463,0.927151539206901
PROP-4A290B303A56,9500000,Bengaluru,Gb Palya,Independent House,8,2,1,697,,,,,,13.1243542921012,77.45470047579342,1.876,1.304,3.06,14.987,5.45,2.147,2.425,41.0,56584.17,35000.0,30.0,4.4211,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,60,34,56,60,63.0,87.125,0.25,,,4.478756261132433,,3.4339872044851463,1.690298746889098
PROP-1E954FB4B829,19500000,Bengaluru,Kammanahalli,Independent House,2,4,1,4000,,,,,,13.086362922235146,77.83337748279517,2.552,11.617,10.937,17.293,12.771,8.215,9.104,14.5,50000.0,58500.0,34.4,3.6,6.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,17.9,39.0,7.0,4,0.5,0,27,15,25,27,48.3,2000.0,2.0,,,7.601402334583733,,3.5667118201397288,1.5260563034950492
PROP-916DC281E4FC,5800000,Bengaluru,Dasanapura,Apartment,2,3,1,814,11.0,14.0,,Fully-Furnished,,12.896914346181662,77.47816923598606,4.247,6.581,5.274,7.956,5.394,3.011,3.432,21.8,56584.17,35000.0,30.0,7.2414,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,59,33,54,59,71.3,407.0,1.5,,0.786,6.0112671744041615,,3.4339872044851463,2.1091702324021364
PROP-CA8542D90961,2700000,Bengaluru,Bisuvanahalli,Apartment,2,3,0,845,5.0,,,,East,12.8866760054621,77.5868566962224,2.498,1.109,2.581,11.756,6.771,4.002,3.146,41.6,56584.17,35000.0,30.0,15.5556,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Completed,100.0,27.0,46.0,9,1.0,1,58,33,54,58,68.3,422.5,1.5,,,6.048553514092109,,3.4339872044851463,2.8067244131693947
PROP-7879F1316D64,4000000,Bengaluru,Bisuvanahalli,Apartment,3,3,1,1075,5.0,9.0,1.0,,East,12.8866760054621,77.5868566962224,2.498,1.109,2.581,11.756,6.771,4.002,3.146,41.6,56584.17,35000.0,30.0,10.5,1777.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,1,Completed,100.0,39.0,69.0,27,0.852,2,73,39,64,73,46.0,358.333,1.0,,0.556,5.884249535156618,,3.4339872044851463,2.4423470353692043
PROP-770667EF3038,11000000,Bengaluru,Srirampuram,Independent House,3,3,1,1300,,,,,,12.764670279862838,77.58654200577821,5.386,5.94,4.068,22.419,4.693,3.029,5.51,18.2,13000.0,13000.0,32.5,1.4182,1.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,33,18,29,33,53.0,433.333,1.0,,,6.073811520996733,,3.5115454388310208,0.8830234617580093
PROP-D10D4E5A648C,7600000,Bengaluru,Lingarajapuram,Independent House,5,4,1,2000,,,,,,12.751004759422583,77.57748727030874,5.538,5.677,5.222,23.006,6.386,1.922,5.433,18.3,17750.0,16500.0,20.2,2.6053,4.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,114,60,98,114,112.7,400.0,0.8,,,5.993961427306569,,3.054001181677967,1.282404985027628
PROP-515974FCDF40,5200000,Bengaluru,Annapurneshwari Nagar,Apartment,2,3,1,1180,,,,Semi-Furnished,,12.907536484184398,77.62830211175876,1.03,2.011,4.736,8.061,7.112,1.688,2.174,42.0,12000.0,12000.0,17.14,2.7692,1.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,57.1,42.0,24.0,11,0.818,0,73,40,65,73,45.7,590.0,1.5,,,6.3818160174060985,,2.8981194446869907,1.3268627773504642
PROP-0EF4C5EE428A,14000000,Bengaluru,Jogupalya,Independent House,7,3,1,3600,,,,,,13.08618927350423,77.63849712138243,1.179,4.796,1.674,3.829,8.119,3.054,2.33,36.3,56584.17,35000.0,30.0,3.0,1777.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,1,Ongoing,11.8,51.0,6.0,12,0.75,0,33,17,29,33,50.0,514.286,0.429,0.375,,6.244722086325477,0.3184537311185346,3.4339872044851463,1.3862943611198906
PROP-BD5911133970,16500000,Bengaluru,Parappana Agrahara,Independent House,10,5,1,5900,1.0,,3.0,,,12.730874113539182,77.69582917332345,6.549,7.991,15.55,18.644,7.094,8.959,4.898,8.2,14000.0,14000.0,23.33,1.0182,1.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,68,37,61,68,70.7,590.0,0.5,,,6.3818160174060985,,3.1917101567954314,0.7022060250482913
PROP-8B2A712FC0B7,6400000,Bengaluru,Begur,Villa,1,3,1,850,,,,,East,12.7430287779452,77.44048294388034,12.14,5.751,4.455,14.311,6.139,15.535,14.311,14.0,31000.0,36000.0,45.79,6.75,4.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,850.0,3.0,,,6.7464121285733745,,3.845669504878125,2.0476928433652555
PROP-4CA00017BC52,17000000,Bengaluru,Smv Layout,Independent House,3,3,0,1119,,,,,,13.14716974299669,77.81437657254403,3.231,15.615,14.804,16.545,12.307,12.377,9.022,10.3,56584.17,35000.0,30.0,2.4706,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,41,67,72,43.7,373.0,1.0,,,5.924255797414532,,3.4339872044851463,1.2443274896742664
PROP-4D3D47728F0D,12000000,Bengaluru,Subramanyapura,Independent House,4,4,1,2200,,,,,East,13.217927564813053,77.38187986578485,14.017,11.818,11.343,28.042,18.137,12.702,8.226,2.2,56584.17,35000.0,30.0,3.5,1777.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Ongoing,10.2,59.0,6.0,10,0.7,0,32,17,29,32,50.0,550.0,1.0,,,6.311734809152915,,3.4339872044851463,1.5040773967762742
PROP-4A2DCA0D91EF,23000000,Bengaluru,Thanisandra,Independent House,10,5,1,4600,,,,,,13.1529947033429,77.62327195010114,5.247,7.484,5.541,8.968,9.376,3.78,3.867,12.2,90519.05,37000.0,40.0,1.9304,21.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,460.0,0.5,,,6.133398042996649,,3.713572066704308,1.0751389324824674
PROP-42DB48E0C21E,16000000,Bengaluru,C V Raman Nagar,Apartment,4,5,1,3352,1.0,22.0,,,,12.883485299914724,77.5003108757654,6.583,5.464,6.523,9.483,6.166,1.44,3.341,24.7,39250.0,38000.0,30.94,2.85,12.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,33,17,28,33,52.0,838.0,1.25,,0.045,6.732210706467206,,3.4638591427868666,1.3480731482996928
PROP-25A47C5422A8,2628000,Bengaluru,Nelamangala,Villa,3,3,1,1200,,,,,,12.812762073972056,77.53040086941397,3.112,2.169,4.591,15.221,2.321,7.928,2.743,30.5,7500.0,7500.0,10.77,3.4247,2.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,400.0,1.0,0.667,,5.993961427306569,0.511025603768657,2.4655539212721855,1.4872024795514291
PROP-AB1122BD5DCF,4200000,Bengaluru,Lingapura,Independent House,2,3,0,800,,,,,,13.034158142981097,77.67632237466549,2.232,4.721,3.546,6.11,6.167,2.982,2.356,27.8,56584.17,35000.0,30.0,10.0,1777.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,90,49,81,90,97.0,400.0,1.5,,,5.993961427306569,,3.4339872044851463,2.3978952727983707
PROP-AD759A65B6C6,3200000,Bengaluru,Agrahara,Apartment,2,2,1,575,0.0,7.0,,,,13.030989267644747,77.59878599019316,2.43,2.318,0.597,6.687,6.424,0.929,2.196,51.8,56584.17,35000.0,30.0,13.125,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,29.8,47.0,14.0,12,0.417,0,99,56,91,99,98.0,287.5,1.0,,0.0,5.664695085948154,,3.4339872044851463,2.6479462770325046
PROP-BA31BA880538,7800000,Bengaluru,Sampigehalli,Independent House,3,3,1,1800,,,,,,12.850184433507708,77.47614213325727,9.349,7.833,3.801,8.331,5.922,3.1,5.819,14.9,34500.0,34500.0,57.8,5.3077,2.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,29,16,26,29,51.3,600.0,1.0,0.875,,6.398594934535208,0.6286086594223741,4.074141854904581,1.8417711093141678
PROP-670405141DD6,8000000,Bengaluru,Jigani,Apartment,3,3,1,1228,8.0,,,,,12.773896452517064,77.54479617447517,1.528,3.002,3.752,18.644,6.359,6.236,5.83,32.2,13218.75,11250.0,15.5,1.6875,8.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,31.2,32.0,10.0,15,0.133,0,64,34,55,64,67.3,409.333,1.0,,,6.016969025168329,,2.803360380906535,0.9886113934537812
PROP-A0AA62836698,5200000,Bengaluru,Doddaballapura,Independent House,2,3,0,1200,,,,,,12.984768068700603,77.68851224590378,1.607,2.686,3.043,5.369,3.685,4.789,0.245,37.0,56584.17,35000.0,30.0,8.0769,1777.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,73,39,64,73,46.0,600.0,1.5,,,6.398594934535208,,3.4339872044851463,2.2057327246280147
PROP-009D2FB6208C,2100000,Bengaluru,Nagamangala,Independent House,1,2,1,600,,,,,,13.152635594911676,77.55156548271745,2.529,1.359,8.011,15.119,6.896,10.11,2.454,31.1,56584.17,35000.0,30.0,20.0,1777.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,75,42,69,75,43.7,600.0,2.0,,,6.398594934535208,,3.4339872044851463,3.044522437723423
PROP-3E69DA71E7F8,3600000,Bengaluru,Bisuvanahalli,Apartment,3,3,1,1075,2.0,7.0,,,East,12.8866760054621,77.5868566962224,2.498,1.109,2.581,11.756,6.771,4.002,3.146,41.6,56584.17,35000.0,30.0,11.6667,1777.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,76.9,39.0,30.0,23,0.348,0,33,18,29,33,53.0,358.333,1.0,,0.286,5.884249535156618,,3.4339872044851463,2.5389765026337607
PROP-AEEF4274B3F6,27500000,Bengaluru,Kaggadasapura,Independent House,10,3,1,1640,,,,,,13.016207997279212,77.57180884144196,3.751,1.09,1.741,3.589,4.92,3.474,1.053,41.9,26062.5,22500.0,24.12,0.9818,8.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,64,34,56,64,67.3,164.0,0.3,,,5.10594547390058,,3.223664341599998,0.6840055226426619
PROP-A780113A1D2A,38400000,Bengaluru,Sanjaynagar,Independent House,4,4,1,2400,,,,,East,12.759924219379304,77.44036686068749,11.516,5.045,4.293,12.526,7.254,13.803,12.518,13.9,56584.17,35000.0,30.0,1.0938,1777.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,108,57,93,108,100.3,600.0,1.0,,,6.398594934535208,,3.4339872044851463,0.7389805969031176
PROP-190B7101B2E9,21000000,Bengaluru,Mathikere,Apartment,4,3,0,1500,3.0,3.0,,,,12.791049785572923,77.81995339021039,6.857,9.275,3.858,13.546,7.999,13.403,6.476,10.5,25000.0,25000.0,29.41,1.4286,1.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,375.0,0.75,,1.0,5.929589143389895,,3.4147715016892732,0.8873149596375816
PROP-095A749A85E9,2500000,Bengaluru,Sg Palya,Villa,1,2,1,550,,,,,,12.72423901774929,77.5144026874924,7.675,5.516,5.1,19.978,2.811,8.175,11.752,19.1,21000.0,21000.0,28.0,10.08,1.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,58,33,54,58,68.3,550.0,2.0,,,6.311734809152915,,3.367295829986474,2.405141681319138
PROP-C42A1815C2F3,6500000,Bengaluru,Kaggadasapura,Independent House,4,3,1,1360,,,,,,13.016207997279212,77.57180884144196,3.751,1.09,1.741,3.589,4.92,3.474,1.053,41.9,26062.5,22500.0,24.12,4.1538,8.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,64,34,56,64,67.3,340.0,0.75,,,5.831882477283517,,3.223664341599998,1.6397343066654506
PROP-6463FF798073,6200000,Bengaluru,Anekal,Independent House,8,2,1,780,,,,,,12.92242559067071,77.79694620014742,3.369,4.311,2.764,4.034,9.556,3.848,0.922,27.4,56584.17,35000.0,30.0,6.7742,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,114,60,98,114,112.7,97.5,0.25,,,4.590056548178043,,3.4339872044851463,2.0508105588806833
PROP-6F4798040571,4500000,Bengaluru,Kamakshipalya,Apartment,2,3,1,958,0.0,3.0,,,,12.912225576308089,77.7440101758781,2.495,6.484,4.852,2.439,5.149,2.271,2.687,30.3,6750.0,6750.0,11.25,1.8,2.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,1,Ongoing,24.1,58.0,14.0,8,0.625,0,107,55,91,107,108.7,479.0,1.5,,0.0,6.173786103901937,,2.505525936990736,1.0296194171811581
PROP-40599E7B27DA,8000000,Bengaluru,Magadi,Apartment,3,3,0,1270,3.0,4.0,,,,13.108786159211922,77.38487030983538,6.756,7.716,3.456,18.318,9.411,5.657,4.158,11.4,56584.17,35000.0,30.0,5.25,1777.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,423.333,1.0,,0.75,6.050518524343034,,3.4339872044851463,1.8325814637483102
PROP-C8482B6CCA65,1800000,Bengaluru,Neelasandra,Independent House,3,1,0,242,,,,,,13.081869389607094,77.83117491343882,2.38,11.124,10.455,17.071,12.57,7.666,8.61,15.6,8000.0,8000.0,13.33,5.3333,1.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,29,15,25,29,50.7,80.667,0.333,,,4.40265000350094,,2.6623552418400807,1.8458214273265856
PROP-FF8D4D44562E,4350000,Bengaluru,Lingapura,Villa,2,3,0,850,,,,,,13.034158142981097,77.67632237466549,2.232,4.721,3.546,6.11,6.167,2.982,2.356,27.8,56584.17,35000.0,30.0,9.6552,1777.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,0,Unregistered,,,,0,1.0,0,72,41,67,72,43.7,425.0,1.5,,,6.054439346269371,,3.4339872044851463,2.366048035904684
PROP-82D339F35B32,18000000,Bengaluru,Malleswaram,Independent House,8,2,0,660,,,,,South,12.830944848634983,77.67575657305792,4.855,4.122,6.14,10.266,9.373,5.282,5.704,16.4,56584.17,35000.0,30.0,2.3333,1777.0,113.91,1.24,8.37,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,77,44,72,77,47.3,82.5,0.25,0.909,,4.42484663185681,0.6465795447436106,3.4339872044851463,1.2039628042759356
PROP-6414999AC87B,3200000,Bengaluru,Nagadevana Halli,Apartment,2,3,1,820,3.0,3.0,,,,13.150862695281548,77.70888014692191,5.602,7.025,7.846,7.857,6.543,1.415,2.676,16.5,56584.17,35000.0,30.0,13.125,1777.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,410.0,1.5,,1.0,6.018593214496234,,3.4339872044851463,2.6479462770325046
PROP-FC296FDBB9EF,5000000,Bengaluru,Dasarahalli,Independent House,5,2,1,600,,,,,,12.8068747414921,77.38680135221784,13.144,4.255,8.81,6.734,15.064,10.757,6.505,8.6,54500.0,54500.0,37.64,13.08,2.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,33,17,28,33,52.0,120.0,0.4,,,4.795790545596741,,3.654288009344317,2.644755350729896
PROP-A9133D365DC3,7000000,Bengaluru,Banashankari,Independent House,1,2,0,600,,,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,11.3657,11.0,106.95,1.83,0.0,Declining,6.5,6.75,4.0,19.25,0.0,0.0,0.5,73.5,1.94,-0.81,1.4,0,Unregistered,,,,0,1.0,0,106,58,96,106,105.7,600.0,2.0,1.0,,6.398594934535208,0.6931471805599453,3.3631493140246254,2.5149265107741687
PROP-140E8ADFD1D7,12000000,Bengaluru,Chandra Layout Extension,Independent House,2,3,0,1200,,,,,,12.842120419099151,77.64137332519844,5.86,1.412,4.391,12.756,6.575,5.577,4.907,25.8,56584.17,35000.0,30.0,3.5,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,600.0,1.5,,,6.398594934535208,,3.4339872044851463,1.5040773967762742
PROP-23684F4F5D77,26000000,Bengaluru,Murugeshpalya,Independent House,3,3,1,1400,,,,,,13.193964444398963,77.65901974953194,8.636,11.472,10.627,11.774,12.85,2.454,4.554,6.7,41000.0,33000.0,34.73,1.5231,5.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,90,49,81,90,97.0,466.667,1.0,,,6.147756504192472,,3.5759906720353185,0.9254883042281972
PROP-753C9C3162A6,3400000,Bengaluru,Marasandra Plantation,Villa,2,3,0,975,,,,,,12.979275961084216,77.41696991194891,3.378,4.145,6.192,3.941,4.754,2.368,7.845,23.9,56584.17,35000.0,30.0,12.3529,1777.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Ongoing,80.0,25.0,20.0,7,0.571,0,58,31,51,58,60.3,487.5,1.5,,,6.191339471482838,,3.4339872044851463,2.5917335897199916
PROP-C7F3A971014E,20000000,Bengaluru,Benson Town,Independent House,5,4,1,2480,,,,,,13.166006115931726,77.43126186971193,6.558,3.999,7.169,20.224,10.618,5.499,7.069,14.2,129333.33,100000.0,45.45,6.0,3.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,496.0,0.8,,,6.208590026096629,,3.8383764652598478,1.9459101490553132
PROP-CAC36D3ED1FB,8000000,Bengaluru,Bedarahalli,Apartment,3,3,0,1270,3.0,,,,,13.128755749936165,77.3974015490361,5.823,5.816,3.498,19.697,9.366,4.432,5.72,14.8,56584.17,35000.0,30.0,5.25,1777.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,52.6,57.0,30.0,20,0.1,0,27,15,25,27,48.3,423.333,1.0,,,6.050518524343034,,3.4339872044851463,1.8325814637483102
PROP-6BC81DE84C2F,5000000,Bengaluru,Tippenahalli,Independent House,3,3,0,1600,,,,,,12.864577727545877,77.61104324761652,3.215,1.819,2.511,13.112,6.758,5.251,4.989,36.4,56584.17,35000.0,30.0,8.4,1777.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,68,37,61,68,70.7,533.333,1.0,,,6.281019240110931,,3.4339872044851463,2.2407096892759584
PROP-28D371BE6F01,10500000,Bengaluru,Hongasandra,Independent House,1,4,1,2700,,,,,,13.178610646865394,77.61287594966244,4.711,6.449,8.493,11.942,11.025,2.897,3.126,13.8,7833.33,8000.0,14.55,0.9143,3.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,0,Unregistered,,,,0,1.0,0,60,34,56,60,63.0,2700.0,4.0,0.963,,7.901377353792616,0.674473915294324,2.744060638625243,0.6493520205602739
PROP-36E67E14E286,4000000,Bengaluru,Kaggadasapura,Independent House,1,2,1,759,,,,,,13.016207997279212,77.57180884144196,3.751,1.09,1.741,3.589,4.92,3.474,1.053,41.9,26062.5,22500.0,24.12,6.75,8.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,75,42,69,75,43.7,759.0,2.0,,,6.633318433280377,,3.223664341599998,2.0476928433652555
PROP-411AD91BD6C4,6500000,Bengaluru,Sapthagiri Extension,Independent House,2,3,0,1350,,,,,,13.074237675485303,77.60067104221207,1.519,3.529,0.567,8.083,4.448,0.97,1.979,51.9,56584.17,35000.0,30.0,6.4615,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,675.0,1.5,,,6.516193076042964,,3.4339872044851463,2.0097564663893857
PROP-333A897BB062,2200000,Bengaluru,Neelasandra,Villa,3,1,0,240,,,,,East,13.081869389607094,77.83117491343882,2.38,11.124,10.455,17.071,12.57,7.666,8.61,15.6,8000.0,8000.0,13.33,4.3636,1.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,80.0,0.333,,,4.394449154672439,,2.6623552418400807,1.67963539142335
PROP-3437C1374BEF,5800000,Bengaluru,Budigere,Apartment,2,3,0,885,12.0,14.0,,,,12.894276715975028,77.42286477149985,6.264,3.639,4.118,3.953,6.6,4.677,1.525,18.6,39500.0,32000.0,28.16,6.6207,10.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,108,57,93,108,100.3,442.5,1.5,,0.857,6.094697801749634,,3.3727979071404572,2.030868228996421
PROP-531A18AFA92B,13800000,Bengaluru,Banashankari,Villa,4,3,1,990,,,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,5.7652,11.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,32,16,27,32,52.7,247.5,0.75,,,5.5154428455366835,,3.3631493140246254,1.91179182511775
PROP-7E2E3D1D7E61,21000000,Bengaluru,Chamrajpet,Villa,5,2,1,700,,,,,,12.771619391588422,77.47188721605244,7.882,8.354,2.017,12.994,6.478,11.526,10.289,17.6,4500.0,4500.0,30.0,0.2571,1.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,0,Unregistered,,,,0,1.0,0,64,34,55,64,67.3,140.0,0.4,,,4.948759890378168,,3.4339872044851463,0.2288074809386483
