property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,listing_date,price_per_sqft,target_locality_median_ppsf
PROP-A009C2A66413,3000000,Pune,Kondhawe-Dhawade,Apartment,2,2,1,639,2.0,5.0,,,,18.69735732193056,73.86629984313274,3.039,3.86,5.52,12.524,13.896,3.306,1.616,22.6,32222.55,23000.0,28.39,9.2,1762.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,319.5,1.0,,0.4,5.7698822763607245,,3.380654480430826,2.322387720290225,2019-08-15,4694.84,4694.84
PROP-8A2605F9B087,80000000,Chennai,Kodambakkam,Independent House,7,4,1,7000,,,,,,12.884508232255634,80.49216052105116,3.537,13.541,11.141,24.192,3.45,13.463,8.015,17.9,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,32,17,28,32,52.7,1000.0,0.571,,,6.90875477931522,,,,2019-08-15,11428.57,10666.67
PROP-D5A46B2534DD,6000000,Pune,Undri,Apartment,2,3,1,950,7.0,,,,,18.71605038906928,73.71055016189884,7.56,6.503,3.285,15.142,18.351,6.243,11.725,14.3,26167.59,22749.5,22.55,4.5499,34.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,28.6,28.0,8.0,11,0.636,0,39,21,35,39,67.0,475.0,1.5,,,6.16541785423142,,3.159125820462427,1.7137799095779986,2019-08-15,6315.79,6097.56
PROP-7FFBC8193FFA,8500000,Pune,Undri,Apartment,3,3,1,1052,7.0,,,,,18.71605038906928,73.71055016189884,7.56,6.503,3.285,15.142,18.351,6.243,11.725,14.3,26167.59,22749.5,22.55,3.2117,34.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,350.667,1.0,,,5.862684705108906,,3.159125820462427,1.4378663666638782,2019-08-15,8079.85,6097.56
PROP-86DABB9547C7,7000000,Pune,Pimple Gurav,Apartment,2,3,1,1035,2.0,6.0,,,,18.483521189937345,73.86996432640339,1.303,1.301,2.292,2.91,4.107,0.403,2.25,59.0,20285.71,20000.0,22.86,3.4286,7.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,517.5,1.5,,0.333,6.250940027669582,,3.17220341666977,1.4880835070219245,2019-08-15,6763.29,6363.64
PROP-1E9EA0875BA2,4500000,Chennai,Mangadu,Apartment,3,3,0,1020,0.0,2.0,,,,13.004290085085133,80.42817930624294,4.639,4.027,6.948,10.006,4.999,2.873,3.931,22.6,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,32,17,28,32,52.7,340.0,1.0,,0.0,5.831882477283517,,,,2019-08-15,4411.76,6083.33
PROP-F4EA993DEABF,4000000,Pune,Kirkatwadi,Apartment,2,2,0,781,3.0,5.0,,,,18.66791025944038,73.76861606454428,4.156,3.662,5.776,7.851,10.569,3.505,4.875,22.9,9000.0,8000.0,14.58,2.4,3.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,79.2,24.0,19.0,15,0.6,0,39,21,35,39,67.0,390.5,1.0,,0.6,5.969985515430857,,2.7459880404426023,1.2237754316221157,2019-08-15,5121.64,4768.76
PROP-5572E846A5A9,4000000,Pune,Yerawada,Independent House,1,3,1,950,,,,,,18.52571336250514,73.72304828215952,2.019,5.139,2.845,6.808,1.91,3.417,0.504,36.1,33125.0,17250.0,36.67,5.175,4.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,950.0,3.0,,,6.85751406254539,,3.62886402170395,1.820508882514041,2019-08-15,4210.53,4188.6
PROP-88E36C33860A,7500000,Chennai,Korattur,Apartment,2,3,1,847,2.0,2.0,,,,12.890933360391076,80.40730102495391,3.152,6.279,15.036,18.435,10.37,13.406,1.693,15.7,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,51.6,31.0,16.0,9,0.556,0,32,17,28,32,52.7,423.5,1.5,,1.0,6.050912005751402,,,,2019-08-15,8854.78,6608.549999999999
PROP-1EEF04637056,2300000,Chennai,Thiruneermalai,Apartment,1,2,1,560,1.0,2.0,,,,13.238644090868622,80.46087928054575,5.507,8.295,3.48,15.333,10.489,4.348,5.755,12.3,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,60.7,560.0,2.0,,0.5,6.329720905522696,,,,2019-08-15,4107.14,4956.52
PROP-B237BA786C95,2550000,Pune,Pirangut,Apartment,1,2,0,587,2.0,12.0,,,,18.45599562540065,73.79641760445872,3.315,2.503,2.388,7.952,2.592,3.616,0.819,37.9,11611.11,12000.0,14.12,5.6471,9.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,29.0,31.0,9.0,14,0.357,0,39,21,35,39,67.0,587.0,2.0,,0.167,6.376726947898627,,2.716018370751387,1.894180669327203,2019-08-15,4344.12,4318.18
PROP-C8EA04DAD649,3455000,Pune,Hadapsar,Apartment,1,2,1,722,7.0,13.0,,,East,18.38689666136795,73.75193017434535,2.644,1.512,4.281,5.773,6.954,6.752,0.424,32.3,25679.16,20500.0,27.76,7.1201,104.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,722.0,2.0,,0.538,6.583409222158765,,3.358985532852846,2.0943424693686903,2019-08-15,4785.32,5197.8
PROP-B9254300394C,4250000,Chennai,Padur,Apartment,2,3,0,1247,9.0,14.0,,,,12.944681118588024,80.17065684904325,2.014,5.868,2.531,10.254,9.969,1.047,6.002,33.0,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,37.3,59.0,22.0,8,0.625,0,32,17,28,32,52.7,623.5,1.5,,0.643,6.436951329565632,,,,2019-08-15,3408.18,5383.895
PROP-5513641AFA85,7000000,Chennai,Pudupakkam,Apartment,2,3,1,1350,1.0,13.0,,,,13.246154552117511,80.25399493117962,2.974,2.602,3.482,9.772,9.281,0.872,2.18,34.9,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,61.9,42.0,26.0,25,0.36,0,39,21,35,39,60.7,675.0,1.5,,0.077,6.516193076042964,,,,2019-08-15,5185.19,4543.695
PROP-CE6E108E3E2C,4300000,Chennai,Gerugambakkam,Villa,2,2,1,754,,,,,,13.197484502639783,80.14520675876099,1.553,2.755,6.84,8.333,7.009,6.888,2.299,31.2,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,60.7,377.0,1.0,,,5.934894195619588,,,,2019-08-15,5702.92,6316.715
PROP-BB895603CA91,8000000,Chennai,Adhanur,Apartment,3,3,1,1161,4.0,4.0,,,,12.978400952363712,80.41754669508215,7.408,1.67,10.038,12.391,6.481,5.046,4.593,23.0,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Completed,100.0,32.0,34.0,17,0.588,0,32,17,28,32,52.7,387.0,1.0,0.742,1.0,5.961005339623274,0.555033878430311,,,2019-08-15,6890.61,5598.415
PROP-C87C13D1265B,10000000,Chennai,Palavakkam,Apartment,2,3,0,1152,1.0,2.0,,,North,13.007900478873957,80.10715315163412,1.879,1.562,3.669,15.547,5.071,5.054,3.423,35.4,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,32,17,28,32,52.7,576.0,1.5,,0.5,6.3578422665081,,,,2019-08-15,8680.56,10249.369999999999
PROP-DA2CFD19577C,2254000,Delhi,Sangam Vihar,Independent House,1,1,1,267,,,,,South-West,28.63918615545982,77.10704009089369,3.249,2.104,8.192,3.784,3.275,3.116,4.532,31.8,10625.0,9000.0,25.04,4.7915,4.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,103,58,95,103,173.0,267.0,1.0,,,5.5909869805108565,,3.2596338173403683,1.7563913253902637,2019-08-15,8441.95,7333.33
PROP-6234FCED6F2E,2900000,Bengaluru,Hoskote,Apartment,2,3,0,926,3.0,4.0,,,East,12.979950998386974,77.78865213272661,2.404,2.074,6.795,6.415,7.748,4.951,6.567,30.7,46666.67,35000.0,16.67,14.4828,3.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,46.3,41.0,19.0,4,0.25,0,33,18,29,33,53.0,463.0,1.5,,0.75,6.139884552226255,,2.871868286331605,2.7397297303579995,2019-08-15,3131.75,3743.77
PROP-538ABF9DD299,7000000,Pune,Mohammed Wadi,Apartment,2,3,1,1093,7.0,8.0,1.0,,,18.52697758286242,73.68048624884658,6.41,3.574,2.835,6.159,3.771,1.327,4.644,31.2,19200.0,18000.0,23.15,3.0857,5.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,75.5,49.0,37.0,13,0.538,0,39,21,35,39,67.0,546.5,1.5,,0.875,6.305362461690656,,3.184284380098582,1.4074930722608845,2019-08-15,6404.39,5821.92
PROP-5A5C0576486C,4800000,Pune,Ambegaon Pathar,Apartment,2,3,1,950,2.0,6.0,,,West,18.544779791827214,73.96496925308118,2.053,0.852,3.991,6.567,1.635,1.618,2.107,45.1,32222.55,23000.0,28.39,5.75,1762.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,88.1,42.0,37.0,9,0.333,0,41,21,35,41,70.7,475.0,1.5,,0.333,6.16541785423142,,3.380654480430826,1.9095425048844383,2019-08-15,5052.63,4673.305
PROP-7A8C29F1D87F,2400000,Pune,Shirgaon,Apartment,1,2,0,583,11.0,,,,,18.61831135371884,73.87610373326481,1.934,1.183,3.776,8.18,5.641,3.183,1.023,38.4,17000.0,14000.0,23.33,7.0,3.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,76.5,34.0,26.0,21,0.333,0,39,21,35,39,67.0,583.0,2.0,0.746,,6.369900982828227,0.5573274574174104,3.191710156795432,2.079441541679836,2019-08-15,4116.64,4517.3099999999995
PROP-3CB2DACE4698,5000000,Bengaluru,Devarachikkana Halli,Apartment,2,3,1,1107,4.0,4.0,,,,12.777747193155184,77.79560526889286,3.876,6.635,5.676,13.573,5.016,12.299,3.728,16.3,23400.0,23400.0,19.05,5.616,2.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,33,18,29,33,53.0,553.5,1.5,,1.0,6.318066806790422,,2.998229153752578,1.88949095772139,2019-08-15,4516.71,4979.25
PROP-7F042CF295A1,1300000,Delhi,Neb Sarai,Apartment,1,1,1,357,3.0,3.0,,,North,28.813983987569426,77.03693967607515,5.677,1.166,5.968,2.566,14.353,5.883,2.251,26.4,20428.57,20000.0,25.25,18.4615,7.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,103,58,95,103,173.0,357.0,1.0,,1.0,5.8805329864007,,3.2676659890376327,2.9684381549794456,2019-08-15,3641.46,6178.030000000001
PROP-E7B7701D29C4,7660000,Pune,Kondhwa,Apartment,3,3,1,1277,1.0,12.0,,,,18.49181009433503,73.97998864551003,3.439,4.815,2.279,5.785,7.344,3.382,1.781,25.4,23175.0,19750.0,21.63,3.094,20.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,46.3,54.0,25.0,9,0.556,0,41,21,35,41,70.7,425.667,1.0,,0.083,6.056003849495248,,3.119276459645446,1.4095224872390977,2019-08-15,5998.43,4876.66
PROP-556E9289FDED,1600000,Pune,Vadgaon Budruk,Apartment,2,1,0,397,3.0,5.0,,,,18.400138101875648,73.95699438113189,3.355,1.614,2.456,4.346,2.013,6.797,5.033,39.5,23500.0,10500.0,18.58,7.875,3.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,71.4,56.0,40.0,4,0.25,0,41,21,35,41,70.7,198.5,0.5,,0.6,5.295814236329918,,2.9745086371023644,2.18323833536148,2019-08-15,4030.23,4347.83
PROP-FF04B8AC10B3,4000000,Pune,Hadapsar,Apartment,1,2,0,770,4.0,6.0,,,,18.38689666136795,73.75193017434535,2.644,1.512,4.281,5.773,6.954,6.752,0.424,32.3,25679.16,20500.0,27.76,6.15,104.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,770.0,2.0,,0.667,6.647688373563329,,3.358985532852846,1.9671123567059163,2019-08-15,5194.81,5197.8
PROP-4CD39F7589D6,4000000,Delhi,Nangloi,Independent House,2,2,1,450,,,,,,28.810934507789064,77.54532046363317,10.604,12.02,8.121,16.328,33.203,16.23,8.426,2.5,8812.5,8500.0,13.41,2.55,8.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,121,64,105,121,187.3,225.0,1.0,,,5.420534999272286,,2.667922410011431,1.2669476034873244,2019-08-15,8888.89,8833.335
PROP-F4EAB854D557,2000000,Delhi,Tagore Garden Extension,Apartment,3,2,0,600,1.0,,,,,28.765726204636145,77.36734044355592,0.621,5.681,9.516,3.674,15.458,2.039,6.846,35.5,26500.0,26500.0,31.04,15.9,2.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,121,64,105,121,187.3,200.0,0.667,,,5.303304908059076,,3.466985122200158,2.827313621929028,2019-08-15,3333.33,9907.404999999999
PROP-D2AC4DFA1C46,11400000,Delhi,Dallupura,Apartment,4,3,0,1250,2.0,3.0,,,,28.63049510968214,77.05669990797587,1.958,2.979,10.128,7.135,6.143,5.327,1.069,34.4,41733.14,22000.0,27.78,2.3158,1758.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,80.0,35.0,28.0,11,0.727,0,103,58,95,103,173.0,312.5,0.75,,0.667,5.747799360072976,,3.359680701459222,1.1986989218232278,2019-08-15,9120.0,9600.0
PROP-8CE39BA668AB,6500000,Pune,Moshi,Apartment,2,2,0,700,11.0,12.0,,,,18.64151644271964,73.67454259095632,5.249,3.01,6.829,7.086,14.97,6.935,3.498,16.8,18625.0,14750.0,19.82,2.7231,16.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Completed,100.0,25.0,39.0,9,0.556,0,39,21,35,39,67.0,350.0,1.0,,0.917,5.860786223465865,,3.035914063186823,1.314556654588947,2019-08-15,9285.71,5367.105
PROP-078EB785709D,5994000,Chennai,Medavakkam,Apartment,3,3,0,1110,0.0,2.0,,,,13.124896830150638,80.2994338201786,0.667,3.18,2.126,3.925,2.041,1.128,1.21,54.9,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,60.7,370.0,1.0,,0.0,5.916202062607435,,,,2019-08-15,5400.0,5612.24
PROP-1099F5BD6C81,9500000,Pune,Pune Cantonment,Apartment,2,3,0,915,3.0,6.0,,,,18.46682218227277,73.97652265371119,4.684,5.882,1.074,3.404,7.028,3.58,4.168,26.6,32222.55,23000.0,28.39,2.9053,1762.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,41,21,35,41,70.7,457.5,1.5,,0.5,6.127960291696519,,3.380654480430826,1.362334604924659,2019-08-15,10382.51,6303.42
PROP-E78F190C600D,3600000,Pune,Kondhawe-Dhawade,Apartment,1,2,1,560,4.0,7.0,,,,18.69735732193056,73.86629984313274,3.039,3.86,5.52,12.524,13.896,3.306,1.616,22.6,32222.55,23000.0,28.39,7.6667,1762.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,78.8,33.0,26.0,10,0.5,0,39,21,35,39,67.0,560.0,2.0,,0.571,6.329720905522696,,3.380654480430826,2.159488095499822,2019-08-15,6428.57,4694.84
PROP-94044F79BBE7,7300000,Chennai,Vandalur Rf,Villa,3,3,0,1300,,,,,,13.15601406698242,80.07992744348573,6.716,0.624,2.624,11.561,7.83,8.918,7.797,27.9,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,60.7,433.333,1.0,0.769,,6.073811520996733,0.5704144151776482,,,2019-08-15,5615.38,4789.92
PROP-B5BBE2D54501,6500000,Chennai,Peerakankaranai,Apartment,2,3,0,1000,2.0,,,,,13.324496379325712,80.21773275765713,6.508,10.56,5.52,17.546,4.965,4.404,7.468,16.8,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,60.7,500.0,1.5,,,6.2166061010848646,,,,2019-08-15,6500.0,6470.59
PROP-62B08F952DD4,3500000,Pune,Alandi,Apartment,2,3,0,811,2.0,7.0,,,,18.607233730103378,73.8311634127699,0.122,1.215,1.483,3.306,3.291,4.441,0.659,57.8,8300.0,7500.0,13.02,2.5714,5.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,47.5,59.0,28.0,19,0.316,0,39,21,35,39,67.0,405.5,1.5,,0.286,6.007583928987866,,2.640484881606444,1.2729576757808874,2019-08-15,4315.66,4640.0
PROP-B9006429FAA0,4500000,Pune,Vadgaon Budruk,Apartment,1,2,1,620,1.0,5.0,,,,18.400138101875648,73.95699438113189,3.355,1.614,2.456,4.346,2.013,6.797,5.033,39.5,23500.0,10500.0,18.58,2.8,3.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,18.8,48.0,9.0,12,0.5,0,41,21,35,41,70.7,620.0,2.0,,0.2,6.431331081933479,,2.9745086371023644,1.33500106673234,2019-08-15,7258.06,4347.83
PROP-1F60BF6998C2,7400000,Chennai,Kundrathur,Independent House,3,3,0,1600,,,,,,12.931315076030248,80.2600424558784,1.554,4.269,3.203,4.78,4.638,2.796,3.098,33.6,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,32,17,28,32,52.7,533.333,1.0,,,6.281019240110931,,,,2019-08-15,4625.0,4261.385
PROP-786FB09FBD2F,6600000,Pune,Chinchwad,Apartment,2,3,1,1148,3.0,3.0,,,,18.65126803278612,73.84280171994574,2.567,1.856,1.302,6.937,8.211,5.189,2.526,41.7,21062.5,15250.0,24.92,2.7727,8.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,574.0,1.5,,1.0,6.354370040797351,,3.255014871484074,1.3277909254964906,2019-08-15,5749.13,6730.77
PROP-9494CFF4AA57,8000000,Pune,Handewadi,Apartment,3,3,1,1650,10.0,14.0,,,East,18.4122449404084,73.85352016473361,2.886,1.566,1.676,3.96,3.222,8.515,2.323,41.0,15357.14,15000.0,16.47,2.25,7.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,52.5,59.0,31.0,34,0.441,0,41,21,35,41,70.7,550.0,1.0,,0.714,6.311734809152915,,2.860485124145965,1.1786549963416462,2019-08-15,4848.48,4685.415
PROP-C114637323B7,2500000,Pune,Mundhwa,Apartment,1,2,1,600,2.0,6.0,,,,18.57002545643195,73.83555552494087,1.669,1.512,3.091,5.311,2.736,2.413,1.24,43.1,24153.85,20000.0,29.07,9.6,13.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,64.0,50.0,32.0,12,0.667,0,39,21,35,39,67.0,600.0,2.0,,0.333,6.398594934535208,,3.4035279970004377,2.360854001118021,2019-08-15,4166.67,7166.67
PROP-AF3A64AEBB34,9900000,Bengaluru,Srirampuram,Apartment,3,3,1,1405,3.0,4.0,,,,12.764670279862838,77.58654200577821,5.386,5.94,4.068,22.419,4.693,3.029,5.51,18.2,13000.0,13000.0,32.5,1.5758,1.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,33,18,29,33,53.0,468.333,1.0,,0.75,6.151312537822353,,3.5115454388310208,0.9461601654764328,2019-08-15,7046.26,8266.205
PROP-919C73CF2CBB,3700000,Pune,Wagholi,Apartment,1,2,0,625,7.0,8.0,,,,18.597669354498283,73.72414741171687,2.431,2.995,3.07,3.636,8.808,2.937,0.994,32.4,20502.17,19250.0,23.71,6.2432,92.0,109.71,1.37,6.88,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,67.0,625.0,2.0,,0.875,6.439350371100098,,3.207208020000518,1.980063097699557,2019-08-15,5920.0,5663.19
PROP-0EF627186823,39000000,Chennai,Raja Annamalai Puram,Apartment,3,3,1,1962,1.0,,,,,13.013855788763578,80.50274814761235,4.489,2.272,8.315,10.211,3.59,5.058,2.992,24.7,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,39,21,35,39,60.7,654.0,1.0,0.851,,6.484635235635252,0.6157260335913605,,,2019-08-15,19877.68,11851.85
PROP-3CA39ECB4CD3,1100000,Delhi,Burari,Apartment,1,1,0,360,3.0,4.0,,,,28.78990635836686,76.93516424274095,11.798,7.485,4.647,12.363,11.561,16.099,9.067,7.6,10166.67,10000.0,12.5,10.9091,12.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,103,58,95,103,173.0,360.0,1.0,,0.75,5.8888779583328805,,2.602689685444384,2.4773028137612685,2019-08-15,3055.56,5380.95
PROP-3B7C3C4B1436,2800000,Delhi,Kirari Suleman Nagar,Independent House,1,2,1,549,,,,,,28.769829132153145,76.9354404397511,11.54,6.409,4.148,12.824,9.528,14.004,10.236,9.4,7499.5,7499.5,13.63,3.2141,2.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,103,58,95,103,173.0,549.0,2.0,,,6.309918278226516,,2.683074215032033,1.4384360455228369,2019-08-15,5100.18,5555.56
PROP-E47EB842485D,60400000,Bengaluru,Chickpete,Independent House,6,3,0,1600,,,,,,12.92310663558326,77.6072003183884,0.774,2.016,2.114,7.144,4.244,1.427,1.428,51.6,56584.17,35000.0,30.0,0.6954,1777.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,33,18,29,33,53.0,266.667,0.5,,,5.589743670607889,,3.4339872044851463,0.5279187011921681,2019-08-15,37750.0,37750.0
PROP-248BF857ECDB,1400000,Delhi,Narela,Apartment,1,1,0,365,3.0,,,,,28.95203956743612,77.53393427826194,13.716,18.054,6.665,22.918,34.191,24.778,9.597,1.3,8000.0,6000.0,11.43,5.1429,5.0,110.65,2.6,8.38,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,121,64,105,121,187.3,365.0,1.0,,,5.902633333401366,,2.52011290552262,1.8152969433580977,2019-08-15,3835.62,3721.935
PROP-B45FD1830490,9999000,Chennai,Anna Nagar West,Apartment,3,3,1,915,1.0,2.0,,,,13.080674902791095,80.03246531352339,6.329,6.757,10.36,17.037,3.283,3.495,2.167,13.8,,,,,,110.43,1.82,6.78,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Completed,100.0,28.0,31.0,17,0.471,0,32,17,28,32,52.7,305.0,1.0,,0.5,5.723585101952381,,,,2019-08-15,10927.87,9090.91
