property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_yield_pct,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,derived_rental_yield_log1p,listing_date,price_per_sqft,target_locality_median_ppsf
PROP-4A86F269A0E3,18000000,Bengaluru,Horamavu,Independent House,10,5,1,4200,,,,,,12.971820028925288,77.49825877716053,2.062,4.945,4.726,1.233,3.703,4.567,3.192,28.3,60583.33,35500.0,23.62,2.3667,12.0,128.96,1.94,8.78,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.3,6.08,0.11,5.0,0,Unregistered,,,,0,1.0,0,90,49,81,90,97.0,420.0,0.5,,,6.042632833682381,,3.2035591207563074,1.2139330361201883,2022-02-15,4285.71,5179.28
PROP-01AD7F83AFFB,7000000,Bengaluru,Rr Nagar,Apartment,2,3,0,1080,3.0,,,,,12.824832206609749,77.3876305568201,11.545,6.211,7.444,4.783,15.212,8.772,4.529,6.2,56584.17,35000.0,30.0,6.0,1777.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,108,57,93,108,100.3,540.0,1.5,,,6.293419278846481,,3.4339872044851463,1.9459101490553128,2020-02-15,6481.48,6074.77
PROP-843638BA1FCD,14000000,Bengaluru,Bellandur,Apartment,3,3,1,1865,3.0,,,,,13.064678774360276,77.38065884277945,3.587,8.441,2.453,13.554,9.245,4.785,3.211,18.5,81153.85,50000.0,38.46,4.2857,13.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,0,Unregistered,,,,0,1.0,0,27,15,25,27,48.3,621.667,1.0,,,6.434011865452441,,3.675287500594469,1.6650050608825562,2019-08-15,7506.7,6830.355
PROP-6F46D1C72810,7500000,Bengaluru,Carmelaram,Apartment,3,3,0,1375,2.0,,,,,12.92443962053662,77.63490460790524,0.993,3.434,4.616,6.111,6.194,0.841,1.142,42.8,56584.17,35000.0,30.0,5.6,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,114,60,98,114,112.7,458.333,1.0,,,6.129775437215826,,3.4339872044851463,1.88706964903238,2021-02-15,5454.55,5883.42
PROP-0A3A4948FB7A,5000000,Bengaluru,Lingadheeranahalli,Apartment,2,3,0,900,5.0,8.0,,,,13.15547935235022,77.75653192463894,4.363,10.614,10.921,11.617,8.297,6.296,3.548,9.8,56584.17,35000.0,30.0,8.4,1777.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,18.8,48.0,9.0,31,0.516,0,99,56,91,99,98.0,450.0,1.5,,0.625,6.111467339502679,,3.4339872044851463,2.2407096892759584,2021-02-15,5555.56,6486.49
PROP-B4244CEC07A1,23000000,Bengaluru,Kalkere,Villa,5,5,1,4700,,,,,,13.063623265186694,77.59205805841606,2.108,2.046,1.976,7.747,4.381,2.402,3.353,41.0,56584.17,35000.0,30.0,1.8261,1777.0,120.03,1.49,1.97,Stable,4.0,4.25,3.5,18.0,0.0,0.0,-0.4,83.1,4.27,0.97,3.4,1,Ongoing,35.2,54.0,19.0,15,0.667,0,60,34,56,60,63.0,940.0,1.0,,,6.846943139585379,,3.4339872044851463,1.038897669340452,2021-05-15,4893.62,5328.495
PROP-98F2AC69F016,6500000,Bengaluru,Yelahanka,Apartment,3,3,0,1075,1.0,7.0,,,,12.994689,77.62023049999999,2.239,2.696,1.564,2.687,2.597,1.901,1.465,47.5,111916.67,45000.0,30.86,8.3077,30.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,38.5,39.0,15.0,21,0.333,0,72,41,67,72,43.7,358.333,1.0,,0.143,5.884249535156618,,3.4613513044819024,2.230842014581144,2018-11-15,6046.51,5372.135
PROP-1C92193D699B,3500000,Bengaluru,Kengeri Satellite Town,Apartment,2,3,1,850,2.0,4.0,,,,13.049486620076587,77.83412368577534,2.89,9.73,9.253,15.574,13.655,5.336,7.372,16.3,11166.67,8000.0,15.38,2.7429,3.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,1,Ongoing,58.1,31.0,18.0,17,0.706,3,64,34,56,64,67.3,425.0,1.5,,0.5,6.054439346269371,,2.796061078424924,1.3198607120278625,2022-05-15,4117.65,5160.975
PROP-2CEADC40C816,4900000,Bengaluru,Kumaraswamy Layout,Apartment,2,3,1,1050,,,,,,13.081602128524818,77.73775232519675,5.301,5.853,4.888,6.983,2.68,2.28,2.442,20.9,12000.0,12000.0,20.0,2.9388,2.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,29,15,25,29,50.7,525.0,1.5,,,6.26530121273771,,3.044522437723423,1.37087610839151,2022-08-15,4666.67,5290.405
PROP-51CD6F42C917,13500000,Bengaluru,Nagarbhavi,Villa,4,4,1,2150,,,,,,13.00540502617177,77.41029348252196,3.021,3.77,3.199,6.688,7.496,1.983,8.097,28.0,8000.0,8000.0,11.05,0.7111,2.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,537.5,1.0,,,6.288787496596443,,2.489064659936664,0.5371364385557876,2020-11-15,6279.07,5907.415
PROP-B358AA3DD844,9200000,Bengaluru,Rmv Extension Stage 2,Apartment,2,3,1,1550,2.0,4.0,,,,12.782379908741133,77.63431662523175,6.062,2.751,7.204,17.228,5.21,0.721,3.489,27.9,121000.0,75000.0,37.5,9.7826,5.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,775.0,1.5,,0.5,6.654152520183219,,3.6506582412937383,2.3779337237838942,2022-05-15,5935.48,8636.36
PROP-0E9DA33E3DF4,13500000,Bengaluru,Padmanabhanagar,Apartment,6,5,1,2000,,,,,,13.137227063881513,77.75549723633263,4.518,9.323,9.357,10.349,6.596,6.002,2.553,11.1,56584.17,35000.0,30.0,3.1111,1777.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,0,Unregistered,,,,0,1.0,0,61,32,53,61,63.0,333.333,0.833,,,5.812137502284356,,3.4339872044851463,1.41369063260165,2020-05-15,6750.0,6600.0
PROP-25BA1D886C3A,8000000,Bengaluru,Padmanabhanagar,Apartment,3,3,0,1250,4.0,5.0,,,East,13.137227063881513,77.75549723633263,4.518,9.323,9.357,10.349,6.596,6.002,2.553,11.1,56584.17,35000.0,30.0,5.25,1777.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Ongoing,38.8,49.0,19.0,8,0.625,0,32,17,29,32,50.0,416.667,1.0,,0.8,6.034684464312237,,3.4339872044851463,1.8325814637483104,2020-08-15,6400.0,6600.0
PROP-82FCFD32A3CF,6300000,Bengaluru,Vijayanagar,Apartment,2,3,1,1050,0.0,4.0,,,,12.91575106016337,77.45353955692009,2.594,3.251,5.921,6.084,3.707,6.285,2.613,28.1,22700.0,25000.0,21.88,4.7619,5.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,63.4,41.0,26.0,15,0.333,0,33,18,29,33,53.0,525.0,1.5,,0.0,6.26530121273771,,3.130263166511597,1.7512672814266956,2019-08-15,6000.0,8937.5
PROP-79E1275CDD26,12000000,Bengaluru,Kadubeesanahalli,Apartment,3,3,1,1802,0.0,,,,,13.16475746629263,77.79978799176118,2.475,15.012,14.983,16.038,12.158,11.09,8.076,12.7,57400.0,25000.0,33.64,2.5,5.0,113.91,1.24,8.37,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,67,38,62,67,43.0,600.667,1.0,,,6.399704136115338,,3.5450090836942345,1.252762968495368,2019-11-15,6659.27,6428.42
PROP-D9D5A4C9C076,32500000,Bengaluru,Vibhutipura,Villa,7,1,1,4000,,,,,,13.129627051554404,77.78989432838097,0.784,12.346,11.939,13.365,9.047,9.777,6.276,22.6,8000.0,8000.0,8.0,0.2954,1.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,0,Unregistered,,,,0,1.0,0,33,17,29,33,50.0,571.429,0.143,,,6.349888710270344,,2.19722457733622,0.2588195277666796,2021-08-15,8125.0,6681.96
PROP-5514AFF20F84,14500000,Bengaluru,Whitefield,Independent House,5,3,0,1200,,,,,,13.014315,77.638229,1.96,2.64,2.586,3.902,5.484,2.706,1.659,38.1,90523.26,63500.0,40.76,5.2552,86.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,0,Unregistered,,,,0,1.0,0,29,15,25,29,50.7,240.0,0.6,,,5.484796933490655,,3.731938943574383,1.8334131178281672,2022-08-15,12083.33,5580.610000000001
PROP-C9ECF17B949C,7400000,Bengaluru,Harlur,Apartment,2,3,0,1170,,,,,,13.180763218604636,77.76228994904734,2.557,13.033,13.554,13.999,11.05,8.024,6.122,12.8,28000.0,28000.0,34.48,4.5405,2.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,31,17,28,31,49.0,585.0,1.5,,,6.373319789577012,,3.5689691574413787,1.712084749394243,2018-08-15,6324.79,5992.585
PROP-77F0B7A6F763,9500000,Bengaluru,Kasavanahalli,Apartment,2,3,0,1400,,,,,,12.961492916811272,77.43726094528475,1.008,4.044,6.448,3.799,1.816,5.314,5.83,34.6,49258.82,40000.0,33.09,5.0526,17.0,126.45,3.26,8.44,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,87.2,4.56,1.87,3.8,0,Unregistered,,,,0,1.0,0,74,41,67,74,44.3,700.0,1.5,,,6.55250788703459,,3.529004086149812,1.8004879317918947,2021-11-15,6785.71,6338.25
PROP-E7C2E49BFCA9,6600000,Bengaluru,Bommanahalli,Apartment,2,3,1,1110,4.0,4.0,,,,12.761291564919336,77.44758578062606,10.721,5.787,3.544,12.675,6.807,13.363,12.481,14.6,45900.0,35000.0,34.29,6.3636,5.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,28.2,39.0,11.0,14,0.929,2,32,16,27,32,52.7,555.0,1.5,,1.0,6.320768294250582,,3.5635996376871786,1.99654894359027,2022-08-15,5945.95,5247.46
PROP-BE658B48D25F,35000000,Bengaluru,Virupakshapura,Independent House,5,5,1,5000,,,,,,12.826267923994346,77.3528060897021,9.59,7.795,10.71,6.829,17.037,9.1,6.405,4.6,11500.0,11500.0,13.9,0.3943,2.0,133.22,3.08,10.48,Growth,4.0,4.25,4.0,18.0,0.0,0.0,0.0,89.6,7.82,2.63,6.5,0,Unregistered,,,,0,1.0,0,70,38,62,70,75.0,1000.0,1.0,,,6.90875477931522,,2.7013612129514133,0.3323924972188382,2022-05-15,7000.0,4629.63
PROP-0530BE24490C,9200000,Bengaluru,Kengeri,Villa,3,3,0,1250,,,,,North-East,12.996427938445608,77.41716322971757,4.244,4.118,4.39,5.796,6.255,2.047,8.691,23.1,23000.0,23000.0,23.0,3.0,1.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,86,48,79,86,96.0,416.667,1.0,0.36,,6.034684464312237,0.3074846997479606,3.1780538303479458,1.3862943611198906,2020-02-15,7360.0,5272.73
PROP-6B995F9BA84B,9900000,Bengaluru,Indira Nagar,Apartment,2,3,1,1300,2.0,4.0,,,,12.874455295612696,77.7994331934198,1.954,1.083,3.11,5.859,12.397,5.329,4.931,39.8,129500.0,107500.0,46.47,13.0303,10.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Ongoing,64.4,45.0,29.0,47,0.149,0,33,18,29,33,53.0,650.0,1.5,,0.5,6.478509642208569,,3.8600979325632263,2.6412192766370093,2019-08-15,7615.38,11416.665
PROP-FA69DE21B708,30000000,Bengaluru,Hsr Layout,Independent House,5,3,1,1800,,,,,,12.970296,77.638803,1.888,1.978,2.396,0.995,3.261,4.047,2.372,43.1,57300.0,50000.0,38.24,2.0,15.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,68,37,61,68,70.7,360.0,0.6,,,5.8888779583328805,,3.6696966346971625,1.0986122886681098,2019-05-15,16666.67,5660.38
PROP-6F3E16BB04C8,3500000,Bengaluru,Chandapura,Apartment,2,3,0,890,2.0,,,,,12.951167596895775,77.75388582814793,1.783,4.169,6.757,2.536,4.524,4.912,5.382,29.4,19125.0,20500.0,21.25,7.0286,8.0,103.56,1.96,0.0,Declining,6.25,6.5,4.0,19.5,0.0,0.25,0.0,73.6,0.0,1.94,0.0,0,Unregistered,,,,0,1.0,0,33,17,28,33,52.0,445.0,1.5,,,6.100318952020064,,3.1023420086122493,2.083010166556861,2018-08-15,3932.58,4500.0
PROP-D635C17FCB73,6300000,Bengaluru,Harlur,Independent House,2,3,0,850,,,,,,13.180763218604636,77.76228994904734,2.557,13.033,13.554,13.999,11.05,8.024,6.122,12.8,28000.0,28000.0,34.48,5.3333,2.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,32,17,29,32,50.0,425.0,1.5,0.529,,6.054439346269371,0.4246139269469252,3.5689691574413787,1.8458214273265856,2020-08-15,7411.76,5992.585
PROP-5972DB140E70,9000000,Bengaluru,Sahakara Nagar,Apartment,2,3,0,1349,2.0,,1.0,,South,12.939665123984955,77.40746228775271,2.424,1.632,2.475,0.647,4.45,4.961,4.783,35.8,45357.14,40000.0,26.92,5.3333,7.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,59.6,57.0,34.0,11,0.545,0,73,40,65,73,45.7,674.5,1.5,,,6.515453157400254,,3.329343277894172,1.8458214273265856,2020-11-15,6671.61,6028.37
PROP-BA4B74C65640,17500000,Bengaluru,Whitefield,Apartment,3,3,1,1870,9.0,9.0,,,,13.014315,77.638229,1.96,2.64,2.586,3.902,5.484,2.706,1.659,38.1,90523.26,63500.0,40.76,4.3543,86.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Ongoing,85.4,48.0,41.0,32,0.5,0,32,17,29,32,50.0,623.333,1.0,,1.0,6.436683879873007,,3.731938943574383,1.6778999764009968,2020-08-15,9358.29,5580.610000000001
PROP-9A3F36CCFAEE,8000000,Bengaluru,Jp Nagar,Apartment,2,3,0,1187,3.0,10.0,,,,13.163401801134947,77.51549012783907,4.489,2.022,5.472,16.445,9.527,10.005,4.886,27.3,50566.67,38000.0,26.82,5.7,15.0,117.94,1.5,7.77,Growth,4.4,4.65,3.0,18.0,0.0,-0.75,-1.6,79.7,7.12,0.76,5.3,1,Ongoing,44.1,59.0,26.0,11,0.455,0,61,32,53,61,63.0,593.5,1.5,,0.3,6.387720716130836,,3.325755186495297,1.9021075263969205,2020-05-15,6739.68,5714.29
PROP-9EB49BACBA68,8000000,Bengaluru,Bendiganahalli,Apartment,3,3,0,1225,14.0,19.0,,,,13.21292964351219,77.66961101170946,7.782,9.854,12.774,13.782,14.299,4.662,5.525,5.1,56584.17,35000.0,30.0,5.25,1777.0,112.5,2.79,8.16,Growth,5.75,6.0,4.0,19.0,0.0,-0.25,-0.5,76.0,3.26,2.15,2.4,1,Completed,100.0,39.0,40.0,17,0.353,0,27,15,25,27,48.3,408.333,1.0,0.816,0.737,6.014529005706399,0.5966362801791015,3.4339872044851463,1.8325814637483104,2019-08-15,6530.61,6416.04
PROP-4E0E957A1F9B,30500000,Bengaluru,Hsr Layout,Independent House,4,5,1,4200,,,,,,12.970296,77.638803,1.888,1.978,2.396,0.995,3.261,4.047,2.372,43.1,57300.0,50000.0,38.24,1.9672,15.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,32.0,25.0,8.0,10,0.5,0,73,40,65,73,45.7,1050.0,1.25,0.286,,6.957497370876951,0.2515366258154276,3.6696966346971625,1.087618747193244,2020-11-15,7261.9,5660.38
PROP-B6D0D4410215,15000000,Bengaluru,Banaswadi,Independent House,8,4,1,2500,,,,,,12.791814357660735,77.48293908407791,6.501,6.938,4.095,12.111,6.737,9.126,7.915,13.8,29500.0,35000.0,27.5,2.8,3.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,73,39,64,73,46.0,312.5,0.5,,,5.747799360072976,,3.349904087274605,1.33500106673234,2022-11-15,6000.0,7764.95
PROP-6E062BD129DF,13000000,Bengaluru,Vijayanagar,Independent House,7,1,1,4000,,,,,,12.91575106016337,77.45353955692009,2.594,3.251,5.921,6.084,3.707,6.285,2.613,28.1,22700.0,25000.0,21.88,2.3077,5.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,0,Unregistered,,,,0,1.0,0,108,57,93,108,100.3,571.429,0.143,,,6.349888710270344,,3.130263166511597,1.1962530838107168,2020-02-15,3250.0,8937.5
PROP-E423291FED8E,6000000,Bengaluru,Mahadevapura,Apartment,2,3,1,1546,1.0,,,,East,13.123306326851482,77.5486448737885,3.447,1.844,7.123,11.843,3.87,8.119,0.917,28.0,36950.0,31000.0,39.04,6.2,10.0,104.96,1.04,0.0,Declining,6.5,6.75,4.0,19.5,0.0,0.25,0.5,74.1,0.0,0.68,0.0,1,Ongoing,37.5,24.0,9.0,12,0.5,0,72,41,67,72,43.7,773.0,1.5,,,6.651571873589727,,3.68987895444702,1.9740810260220096,2018-11-15,3880.98,6250.0
PROP-99E40CE8658A,6500000,Bengaluru,Nagarbhavi,Apartment,2,3,0,1165,4.0,4.0,,,,13.00540502617177,77.41029348252196,3.021,3.77,3.199,6.688,7.496,1.983,8.097,28.0,8000.0,8000.0,11.05,1.4769,2.0,113.91,1.24,8.37,Growth,5.15,5.4,4.0,18.5,-0.25,-0.6,-1.35,77.5,4.59,1.97,3.4,0,Unregistered,,,,0,1.0,0,67,38,62,67,43.0,582.5,1.5,,1.0,6.3690444517266105,,2.489064659936664,0.9070077782752384,2019-11-15,5579.4,5907.415
PROP-AEACB3BC83DF,5500000,Bengaluru,Gottigere,Apartment,2,3,0,1200,1.0,4.0,,,,13.077037973071947,77.67757415508812,2.837,1.152,1.658,1.399,4.46,4.282,4.342,39.1,23000.0,16000.0,14.55,3.4909,9.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,1,Ongoing,83.3,48.0,40.0,9,0.778,0,99,56,91,99,98.0,600.0,1.5,,0.25,6.398594934535208,,2.744060638625243,1.5020531271019597,2021-02-15,4583.33,4690.860000000001
PROP-3F1DEB5F1127,30000000,Bengaluru,Hsr Layout,Independent House,5,5,1,3000,,,,,,12.970296,77.638803,1.888,1.978,2.396,0.995,3.261,4.047,2.372,43.1,57300.0,50000.0,38.24,2.0,15.0,118.5,1.61,1.98,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,82.3,4.05,-1.32,3.2,0,Unregistered,,,,0,1.0,0,114,60,98,114,112.7,600.0,1.0,0.667,,6.398594934535208,0.511025603768657,3.6696966346971625,1.0986122886681098,2021-02-15,10000.0,5660.38
PROP-92CAED17B68C,12500000,Bengaluru,Jp Nagar,Apartment,3,3,1,1675,8.0,9.0,,,,13.163401801134947,77.51549012783907,4.489,2.022,5.472,16.445,9.527,10.005,4.886,27.3,50566.67,38000.0,26.82,3.648,15.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Ongoing,25.0,32.0,8.0,9,0.667,0,29,15,25,29,50.7,558.333,1.0,,0.889,6.326745002411307,,3.325755186495297,1.53643701954961,2022-08-15,7462.69,5714.29
PROP-069B08308E58,10000000,Bengaluru,Anjanapura Township,Apartment,3,3,1,1843,3.0,18.0,,,,13.097792912580337,77.56211269188564,1.453,4.693,4.645,9.309,0.693,5.54,1.833,34.3,30000.0,30000.0,18.75,3.6,1.0,115.99,2.03,8.58,Growth,5.15,5.4,4.0,18.25,0.0,0.0,-1.35,79.1,7.62,2.06,5.6,1,Ongoing,22.0,50.0,11.0,16,0.375,0,86,48,79,86,96.0,614.333,1.0,,0.167,6.422163584682732,,2.9831534913471307,1.5260563034950492,2020-02-15,5425.94,4444.44
PROP-5815C2243250,8850000,Bengaluru,Mahadevapura,Apartment,2,3,0,1161,2.0,5.0,,,West,13.123306326851482,77.5486448737885,3.447,1.844,7.123,11.843,3.87,8.119,0.917,28.0,36950.0,31000.0,39.04,4.2034,10.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,1,Completed,100.0,25.0,39.0,8,0.75,0,58,31,51,58,60.3,580.5,1.5,,0.4,6.365610971958719,,3.68987895444702,1.649312258076962,2019-05-15,7622.74,6250.0
PROP-1FC5DB53B2F6,4500000,Bengaluru,Jp Nagar,Apartment,2,3,0,950,3.0,3.0,,,,13.163401801134947,77.51549012783907,4.489,2.022,5.472,16.445,9.527,10.005,4.886,27.3,50566.67,38000.0,26.82,10.1333,15.0,122.51,1.83,4.24,Stable,4.0,4.25,4.0,18.0,0.0,0.0,0.0,85.6,5.55,3.01,4.5,1,Ongoing,90.5,42.0,38.0,18,0.5,2,33,17,29,33,50.0,475.0,1.5,,1.0,6.16541785423142,,3.325755186495297,2.409940617298087,2021-08-15,4736.84,5714.29
PROP-1F98AB95F69A,5200000,Bengaluru,Padmanabhanagar,Apartment,2,3,0,1028,3.0,4.0,,,,13.137227063881513,77.75549723633263,4.518,9.323,9.357,10.349,6.596,6.002,2.553,11.1,56584.17,35000.0,30.0,8.0769,1777.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,58,31,51,58,60.3,514.0,1.5,,0.75,6.244166900663736,,3.4339872044851463,2.2057327246280147,2019-05-15,5058.37,6600.0
PROP-F04C6219040D,7800000,Bengaluru,Rr Nagar,Apartment,3,3,0,1525,2.0,4.0,,,,12.824832206609749,77.3876305568201,11.545,6.211,7.444,4.783,15.212,8.772,4.529,6.2,56584.17,35000.0,30.0,5.3846,1777.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,1,Completed,100.0,47.0,61.0,17,0.471,0,35,19,31,35,59.0,508.333,1.0,,0.5,6.23310202660788,,3.4339872044851463,1.853888840693604,2020-08-15,5114.75,6074.77
PROP-3110F589BA2D,5500000,Bengaluru,Rr Nagar,Apartment,2,3,1,1200,4.0,4.0,,,,12.824832206609749,77.3876305568201,11.545,6.211,7.444,4.783,15.212,8.772,4.529,6.2,56584.17,35000.0,30.0,7.6364,1777.0,101.8,0.0,0.0,Declining,6.0,6.25,4.0,19.5,0.0,0.0,-0.25,72.2,0.0,0.14,0.0,1,Ongoing,72.3,47.0,34.0,12,0.417,0,64,34,55,64,67.3,600.0,1.5,,1.0,6.398594934535208,,3.4339872044851463,2.1559858293196217,2018-05-15,4583.33,6074.77
PROP-F20F61B28770,16000000,Bengaluru,Kalyan Nagar,Independent House,4,3,1,1700,,,,,,13.20127370323116,77.38056207756647,12.536,10.548,11.569,26.684,16.634,11.173,8.843,2.9,25666.67,25000.0,26.2,1.875,3.0,136.83,2.79,11.52,Growth,4.9,5.15,4.5,18.0,0.0,0.9,0.9,91.3,6.66,1.9,5.7,1,Completed,100.0,36.0,47.0,18,0.944,0,29,15,25,29,50.7,425.0,0.75,0.941,,6.054439346269371,0.6632033041868732,3.3032169733019514,1.0560526742493137,2022-08-15,9411.76,6869.57
PROP-A3473590907D,6000000,Bengaluru,Singasandra,Apartment,3,3,1,1200,2.0,5.0,,,,13.06566826209474,77.77193381535483,3.385,5.453,4.644,10.949,6.784,5.09,3.404,20.6,49500.0,51500.0,24.06,10.3,4.0,139.38,2.02,10.18,Growth,5.9,6.15,4.5,18.0,0.0,1.0,1.9,93.1,6.77,1.97,5.9,0,Unregistered,,,,0,1.0,0,75,42,69,75,43.7,400.0,1.0,,0.4,5.993961427306569,,3.221272949467922,2.424802725718295,2022-11-15,5000.0,5714.29
PROP-56BD47573E92,25000000,Bengaluru,Byatarayanapura,Independent House,4,3,0,1530,2.0,4.0,,,,12.92604281980004,77.45458698792767,1.747,3.121,7.068,5.653,2.62,7.118,3.265,32.3,56584.17,35000.0,30.0,1.68,1777.0,109.42,2.27,7.29,Growth,6.0,6.25,4.0,19.25,-0.25,-0.5,0.0,74.4,3.05,1.22,2.2,0,Unregistered,,,,0,1.0,0,68,37,61,68,70.7,382.5,0.75,,0.5,5.949339620807311,,3.4339872044851463,0.9858167945227652,2019-05-15,16339.87,10437.09
PROP-51F5EABB2F61,4200000,Bengaluru,Kengeri,Apartment,2,2,0,726,9.0,20.0,,,,12.996427938445608,77.41716322971757,4.244,4.118,4.39,5.796,6.255,2.047,8.691,23.1,23000.0,23000.0,23.0,6.5714,1.0,117.59,-0.38,4.44,Stable,4.0,4.25,3.0,18.0,0.0,-0.4,-1.75,81.1,6.71,1.76,5.1,0,Unregistered,,,,0,1.0,0,32,17,29,32,50.0,363.0,1.0,,0.45,5.8971538676367405,,3.1780538303479458,2.024377990904783,2020-08-15,5785.12,5272.73
