rera_id,developer,project_name,city,locality,project_status,project_start_date,project_completion_date,total_units,sold_units,unsold_units
RERA-MHA-H9103796,JJ,Legacy Heights Phase 5,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,220,162,58
RERA-MHA-H3017596,JJ,Legacy Heights Phase 6,Pune,Multiple Localities,Completed,2016-09-01,2020-05-01,237,156,81
RERA-MHA-H5326220,JJ,Legacy Heights Phase 7,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,273,221,52
RERA-DEL-H4658019,JJ,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2015-04-01,2017-07-01,72,44,28
RERA-KAR-H9198526,Mayflower,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,72,64,8
RERA-MHA-H5824812,Mayflower,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,220,167,53
RERA-TEL-H6286763,Mayflower,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2015-08-01,2019-03-01,87,60,27
RERA-WBR-H5321277,Mayflower,Legacy Heights Phase 4,Kolkata,Multiple Localities,Completed,2017-02-01,2020-03-01,106,72,34
RERA-TNR-H8478014,Mayflower,Legacy Heights Phase 5,Chennai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,252,189,63
RERA-MHA-H9354518,Mayflower,Legacy Heights Phase 6,Mumbai,Multiple Localities,Ongoing,2018-03-01,2021-05-01,57,44,13
RERA-MHA-H1362651,Mayflower,Legacy Heights Phase 7,Pune,Multiple Localities,Completed,2015-12-01,2018-11-01,56,34,22
RERA-TEL-H9986677,Mayflower,Legacy Heights Phase 8,Hyderabad,Multiple Localities,Completed,2017-06-01,2019-11-01,232,157,75
RERA-MHA-H1074699,Mayflower,Legacy Heights Phase 9,Pune,Multiple Localities,Completed,2015-04-01,2017-07-01,277,191,86
RERA-TNR-H4749891,Mayflower,Legacy Heights Phase 10,Chennai,Multiple Localities,Completed,2015-04-01,2017-07-01,233,167,66
RERA-TNR-H2008175,Ashraya,Legacy Heights Phase 1,Chennai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,102,69,33
RERA-TEL-H9738676,Ashraya,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2016-01-01,2019-01-01,77,49,28
RERA-WBR-H5037862,Ashraya,Legacy Heights Phase 3,Kolkata,Multiple Localities,Ongoing,2018-11-01,2022-09-01,243,155,88
RERA-KAR-H9221207,Ashraya,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Ongoing,2019-08-01,2022-03-01,286,171,115
RERA-TEL-H9829045,Ashraya,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Completed,2017-02-01,2020-03-01,281,227,54
RERA-TEL-H1421689,Ashraya,Legacy Heights Phase 6,Hyderabad,Multiple Localities,Completed,2013-10-01,2016-07-01,84,68,16
RERA-TNR-H6122332,Ashraya,Legacy Heights Phase 7,Chennai,Multiple Localities,Completed,2016-05-01,2018-09-01,153,105,48
RERA-MHA-H1409822,Ashraya,Legacy Heights Phase 8,Mumbai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,126,108,18
RERA-MHA-H7906884,Ashraya,Legacy Heights Phase 9,Mumbai,Multiple Localities,Completed,2016-09-01,2020-05-01,264,182,82
RERA-TNR-H7701794,Ashraya,Legacy Heights Phase 10,Chennai,Multiple Localities,Completed,2014-11-01,2017-09-01,89,67,22
RERA-DEL-H4421158,Ashraya,Legacy Heights Phase 11,Delhi,Multiple Localities,Ongoing,2018-11-01,2022-09-01,64,51,13
RERA-MHA-H9112066,KVN,Legacy Heights Phase 1,Pune,Multiple Localities,Completed,2014-07-01,2018-01-01,314,219,95
RERA-DEL-H3101697,KVN,Legacy Heights Phase 2,Delhi,Multiple Localities,Completed,2013-02-01,2015-03-01,255,214,41
RERA-MHA-H9097680,KVN,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2012-09-01,2015-05-01,302,232,70
RERA-TEL-H3667578,KVN,Legacy Heights Phase 4,Hyderabad,Multiple Localities,Completed,2014-07-01,2018-01-01,133,86,47
RERA-DEL-H9193860,KVN,Legacy Heights Phase 5,Delhi,Multiple Localities,Completed,2016-01-01,2019-01-01,202,133,69
RERA-DEL-H8261619,KVN,Legacy Heights Phase 6,Delhi,Multiple Localities,Completed,2015-04-01,2017-07-01,230,149,81
RERA-TNR-H8061570,KVN,Legacy Heights Phase 7,Chennai,Multiple Localities,Completed,2014-07-01,2018-01-01,179,144,35
RERA-DEL-H5974903,KVN,Legacy Heights Phase 8,Delhi,Multiple Localities,Ongoing,2019-12-01,2023-11-01,293,199,94
RERA-TEL-H6992045,KVN,Legacy Heights Phase 9,Hyderabad,Multiple Localities,Ongoing,2017-10-01,2021-07-01,282,222,60
RERA-TNR-H7881557,Soundarya,Legacy Heights Phase 1,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,107,79,28
RERA-MHA-H4346622,Soundarya,Legacy Heights Phase 2,Mumbai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,206,173,33
RERA-TEL-H3453439,Soundarya,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Ongoing,2019-04-01,2022-07-01,144,120,24
RERA-TNR-H8766566,Soundarya,Legacy Heights Phase 4,Chennai,Multiple Localities,Ongoing,2018-03-01,2021-05-01,233,198,35
RERA-WBR-H7763679,Soundarya,Legacy Heights Phase 5,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,79,56,23
RERA-TEL-H5949241,Soundarya,Legacy Heights Phase 6,Hyderabad,Multiple Localities,Completed,2013-02-01,2015-03-01,103,85,18
RERA-MHA-H9879330,Soundarya,Legacy Heights Phase 7,Mumbai,Multiple Localities,Completed,2014-03-01,2016-05-01,269,172,97
RERA-KAR-H1577205,Soundarya,Legacy Heights Phase 8,Bengaluru,Multiple Localities,Completed,2017-02-01,2020-03-01,241,212,29
RERA-DEL-H0302099,Soundarya,Legacy Heights Phase 9,Delhi,Multiple Localities,Completed,2015-08-01,2019-03-01,55,37,18
RERA-KAR-H3947700,Soundarya,Legacy Heights Phase 10,Bengaluru,Multiple Localities,Completed,2016-09-01,2020-05-01,138,88,50
RERA-MHA-H6948769,Soundarya,Legacy Heights Phase 11,Pune,Multiple Localities,Completed,2013-02-01,2015-03-01,219,144,75
RERA-KAR-H3398343,UKN,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Ongoing,2019-08-01,2022-03-01,157,128,29
RERA-TNR-H5360503,UKN,Legacy Heights Phase 2,Chennai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,232,187,45
RERA-TEL-H8575848,UKN,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2012-01-01,2014-01-01,321,205,116
RERA-KAR-H6855473,UKN,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2013-10-01,2016-07-01,125,87,38
RERA-TEL-H6573161,UKN,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Completed,2013-02-01,2015-03-01,88,55,33
RERA-MHA-H9138081,Achuth,Legacy Heights Phase 1,Pune,Multiple Localities,Completed,2013-06-01,2016-11-01,130,92,38
RERA-MHA-H3090524,Achuth,Legacy Heights Phase 2,Mumbai,Multiple Localities,Completed,2016-01-01,2019-01-01,75,50,25
RERA-TEL-H9299985,Achuth,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Completed,2013-02-01,2015-03-01,168,105,63
RERA-WBR-H7563803,Achuth,Legacy Heights Phase 4,Kolkata,Multiple Localities,Completed,2015-12-01,2018-11-01,228,196,32
RERA-MHA-H0848318,Achuth,Legacy Heights Phase 5,Pune,Multiple Localities,Ongoing,2018-11-01,2022-09-01,330,260,70
RERA-KAR-H4817900,Achuth,Legacy Heights Phase 6,Bengaluru,Multiple Localities,Completed,2016-05-01,2018-09-01,117,87,30
RERA-TEL-H9919781,Achuth,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2017-06-01,2019-11-01,69,60,9
RERA-WBR-H5228628,Achuth,Legacy Heights Phase 8,Kolkata,Multiple Localities,Completed,2016-09-01,2020-05-01,306,257,49
RERA-DEL-H6895961,Achuth,Legacy Heights Phase 9,Delhi,Multiple Localities,Completed,2013-10-01,2016-07-01,280,226,54
RERA-MHA-H6994079,Lendi,Legacy Heights Phase 1,Pune,Multiple Localities,Ongoing,2019-08-01,2022-03-01,84,71,13
RERA-MHA-H9750711,Lendi,Legacy Heights Phase 2,Pune,Multiple Localities,Ongoing,2019-04-01,2022-07-01,223,149,74
RERA-DEL-H9141191,Lendi,Legacy Heights Phase 3,Delhi,Multiple Localities,Ongoing,2019-08-01,2022-03-01,234,203,31
RERA-MHA-H3457855,Raju,Legacy Heights Phase 1,Pune,Multiple Localities,Ongoing,2019-12-01,2023-11-01,153,113,40
RERA-MHA-H9408099,Raju,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2015-08-01,2019-03-01,317,196,121
RERA-MHA-H9638313,Raju,Legacy Heights Phase 3,Mumbai,Multiple Localities,Completed,2013-10-01,2016-07-01,207,136,71
RERA-DEL-H9493305,Raju,Legacy Heights Phase 4,Delhi,Multiple Localities,Completed,2013-06-01,2016-11-01,326,234,92
RERA-DEL-H2554980,Raju,Legacy Heights Phase 5,Delhi,Multiple Localities,Completed,2016-09-01,2020-05-01,67,58,9
RERA-DEL-H9390526,Raju,Legacy Heights Phase 6,Delhi,Multiple Localities,Ongoing,2018-07-01,2021-01-01,46,34,12
RERA-KAR-H5976738,Raju,Legacy Heights Phase 7,Bengaluru,Multiple Localities,Completed,2014-03-01,2016-05-01,157,95,62
RERA-TNR-H3226929,Raju,Legacy Heights Phase 8,Chennai,Multiple Localities,Completed,2013-10-01,2016-07-01,279,228,51
RERA-KAR-H1286000,Raju,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Completed,2012-05-01,2015-09-01,169,126,43
RERA-MHA-H2060661,Raju,Legacy Heights Phase 10,Pune,Multiple Localities,Completed,2017-06-01,2019-11-01,230,154,76
RERA-TNR-H0639308,Raju,Legacy Heights Phase 11,Chennai,Multiple Localities,Completed,2016-01-01,2019-01-01,207,184,23
RERA-KAR-H6395653,Raju,Legacy Heights Phase 12,Bengaluru,Multiple Localities,Completed,2017-02-01,2020-03-01,192,159,33
RERA-TEL-H5860692,Raju,Legacy Heights Phase 13,Hyderabad,Multiple Localities,Completed,2016-09-01,2020-05-01,271,205,66
RERA-TEL-H6640030,Moudgal,Legacy Heights Phase 1,Hyderabad,Multiple Localities,Ongoing,2018-07-01,2021-01-01,219,140,79
RERA-KAR-H3534095,Moudgal,Legacy Heights Phase 2,Bengaluru,Multiple Localities,Ongoing,2019-12-01,2023-11-01,283,186,97
RERA-TEL-H4753550,Moudgal,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Ongoing,2018-11-01,2022-09-01,140,123,17
RERA-TEL-H3481065,Moudgal,Legacy Heights Phase 4,Hyderabad,Multiple Localities,Completed,2013-02-01,2015-03-01,122,96,26
RERA-TEL-H2685063,Moudgal,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Ongoing,2019-04-01,2022-07-01,211,135,76
RERA-MHA-H9033782,Moudgal,Legacy Heights Phase 6,Mumbai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,163,118,45
RERA-MHA-H9416669,Moudgal,Legacy Heights Phase 7,Pune,Multiple Localities,Ongoing,2017-10-01,2021-07-01,54,40,14
RERA-DEL-H5669572,Moudgal,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2016-01-01,2019-01-01,310,263,47
RERA-MHA-H1485880,Samrrudhi,Legacy Heights Phase 1,Pune,Multiple Localities,Completed,2012-09-01,2015-05-01,95,62,33
RERA-WBR-H8889890,Samrrudhi,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2014-07-01,2018-01-01,224,134,90
RERA-KAR-H8137230,Samrrudhi,Legacy Heights Phase 3,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,193,123,70
RERA-MHA-H2615367,Samrrudhi,Legacy Heights Phase 4,Pune,Multiple Localities,Ongoing,2019-12-01,2023-11-01,301,228,73
RERA-MHA-H6103143,Samrrudhi,Legacy Heights Phase 5,Mumbai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,172,135,37
RERA-WBR-H3303247,Samrrudhi,Legacy Heights Phase 6,Kolkata,Multiple Localities,Ongoing,2019-12-01,2023-11-01,301,246,55
RERA-MHA-H0101510,Samrrudhi,Legacy Heights Phase 7,Pune,Multiple Localities,Ongoing,2018-07-01,2021-01-01,254,213,41
RERA-MHA-H9034652,Samrrudhi,Legacy Heights Phase 8,Pune,Multiple Localities,Completed,2016-09-01,2020-05-01,136,82,54
RERA-WBR-H8938908,Samrrudhi,Legacy Heights Phase 9,Kolkata,Multiple Localities,Completed,2016-01-01,2019-01-01,304,249,55
RERA-WBR-H7463988,Swati,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2016-01-01,2019-01-01,152,92,60
RERA-MHA-H2317112,Swati,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2012-05-01,2015-09-01,177,139,38
RERA-DEL-H9812078,Swati,Legacy Heights Phase 3,Delhi,Multiple Localities,Ongoing,2018-07-01,2021-01-01,88,68,20
RERA-KAR-H7046063,Swati,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Ongoing,2019-12-01,2023-11-01,307,276,31
RERA-KAR-H7657158,Swati,Legacy Heights Phase 5,Bengaluru,Multiple Localities,Ongoing,2018-11-01,2022-09-01,71,46,25
RERA-WBR-H5255849,Swati,Legacy Heights Phase 6,Kolkata,Multiple Localities,Completed,2013-10-01,2016-07-01,300,258,42
RERA-TEL-H6138629,Swati,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2017-02-01,2020-03-01,293,208,85
RERA-DEL-H2646283,Swati,Legacy Heights Phase 8,Delhi,Multiple Localities,Completed,2015-12-01,2018-11-01,268,192,76
RERA-MHA-H8485412,Swati,Legacy Heights Phase 9,Mumbai,Multiple Localities,Completed,2016-05-01,2018-09-01,221,165,56
RERA-MHA-H9040511,Swati,Legacy Heights Phase 10,Pune,Multiple Localities,Ongoing,2019-12-01,2023-11-01,114,72,42
RERA-TEL-H6076799,Swati,Legacy Heights Phase 11,Hyderabad,Multiple Localities,Ongoing,2019-08-01,2022-03-01,140,116,24
RERA-TEL-H9217960,Swati,Legacy Heights Phase 12,Hyderabad,Multiple Localities,Completed,2012-05-01,2015-09-01,144,99,45
RERA-TNR-H4528029,Swati,Legacy Heights Phase 13,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,212,159,53
RERA-MHA-H1855023,Swati,Legacy Heights Phase 14,Mumbai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,50,41,9
RERA-DEL-H2278417,Sovereign,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2013-02-01,2015-03-01,108,64,44
RERA-TNR-H2000885,Sovereign,Legacy Heights Phase 2,Chennai,Multiple Localities,Ongoing,2017-10-01,2021-07-01,263,176,87
RERA-MHA-H6193629,Sovereign,Legacy Heights Phase 3,Mumbai,Multiple Localities,Completed,2017-06-01,2019-11-01,209,169,40
RERA-KAR-H2544536,Sovereign,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2012-01-01,2014-01-01,269,239,30
RERA-TEL-H7102482,Sovereign,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Completed,2014-11-01,2017-09-01,139,97,42
RERA-MHA-H4526377,Sovereign,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2013-10-01,2016-07-01,262,209,53
RERA-MHA-H5511493,Sovereign,Legacy Heights Phase 7,Pune,Multiple Localities,Ongoing,2017-10-01,2021-07-01,193,148,45
RERA-MHA-H4991500,Sovereign,Legacy Heights Phase 8,Mumbai,Multiple Localities,Completed,2016-05-01,2018-09-01,182,114,68
RERA-TEL-H6908855,Sovereign,Legacy Heights Phase 9,Hyderabad,Multiple Localities,Ongoing,2019-08-01,2022-03-01,162,144,18
RERA-TEL-H4238374,Mathru,Legacy Heights Phase 1,Hyderabad,Multiple Localities,Ongoing,2018-07-01,2021-01-01,71,61,10
RERA-TNR-H8626130,Mathru,Legacy Heights Phase 2,Chennai,Multiple Localities,Completed,2014-07-01,2018-01-01,287,200,87
RERA-MHA-H4990686,Mathru,Legacy Heights Phase 3,Pune,Multiple Localities,Ongoing,2018-07-01,2021-01-01,238,142,96
RERA-MHA-H1030158,Mathru,Legacy Heights Phase 4,Pune,Multiple Localities,Ongoing,2018-07-01,2021-01-01,299,206,93
RERA-TNR-H8726855,Mathru,Legacy Heights Phase 5,Chennai,Multiple Localities,Ongoing,2019-12-01,2023-11-01,184,154,30
RERA-MHA-H2231196,Mathru,Legacy Heights Phase 6,Pune,Multiple Localities,Completed,2016-01-01,2019-01-01,268,241,27
RERA-TEL-H9149685,Mathru,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2017-06-01,2019-11-01,113,87,26
RERA-MHA-H6217836,Mathru,Legacy Heights Phase 8,Pune,Multiple Localities,Completed,2016-09-01,2020-05-01,177,113,64
RERA-WBR-H3413974,Mathru,Legacy Heights Phase 9,Kolkata,Multiple Localities,Ongoing,2018-11-01,2022-09-01,328,223,105
RERA-DEL-H3402034,Mathru,Legacy Heights Phase 10,Delhi,Multiple Localities,Completed,2014-11-01,2017-09-01,324,275,49
RERA-KAR-H3500036,Mathru,Legacy Heights Phase 11,Bengaluru,Multiple Localities,Completed,2016-01-01,2019-01-01,331,248,83
RERA-MHA-H1387140,Mathru,Legacy Heights Phase 12,Pune,Multiple Localities,Completed,2016-09-01,2020-05-01,79,63,16
RERA-MHA-H2770410,Intermodal,Legacy Heights Phase 1,Mumbai,Multiple Localities,Completed,2014-11-01,2017-09-01,132,95,37
RERA-TEL-H8458340,Intermodal,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2016-05-01,2018-09-01,182,138,44
RERA-TEL-H9559887,Intermodal,Legacy Heights Phase 3,Hyderabad,Multiple Localities,Ongoing,2019-12-01,2023-11-01,266,159,107
RERA-KAR-H5826082,Intermodal,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2014-03-01,2016-05-01,141,105,36
RERA-MHA-H4756869,Intermodal,Legacy Heights Phase 5,Mumbai,Multiple Localities,Completed,2017-02-01,2020-03-01,185,164,21
RERA-TNR-H2834446,Intermodal,Legacy Heights Phase 6,Chennai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,297,225,72
RERA-TEL-H2572002,Intermodal,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2014-11-01,2017-09-01,238,211,27
RERA-MHA-H4392189,Intermodal,Legacy Heights Phase 8,Pune,Multiple Localities,Completed,2017-02-01,2020-03-01,205,168,37
RERA-MHA-H0057223,Intermodal,Legacy Heights Phase 9,Mumbai,Multiple Localities,Ongoing,2019-08-01,2022-03-01,171,135,36
RERA-MHA-H6448033,Intermodal,Legacy Heights Phase 10,Mumbai,Multiple Localities,Completed,2013-02-01,2015-03-01,337,202,135
RERA-TEL-H5345170,Intermodal,Legacy Heights Phase 11,Hyderabad,Multiple Localities,Completed,2014-03-01,2016-05-01,100,79,21
RERA-WBR-H7602001,Imperial,Legacy Heights Phase 1,Kolkata,Multiple Localities,Completed,2013-02-01,2015-03-01,204,146,58
RERA-WBR-H7634187,Imperial,Legacy Heights Phase 2,Kolkata,Multiple Localities,Completed,2015-08-01,2019-03-01,181,155,26
RERA-WBR-H6606632,Imperial,Legacy Heights Phase 3,Kolkata,Multiple Localities,Completed,2012-05-01,2015-09-01,126,79,47
RERA-KAR-H5378053,Imperial,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2017-06-01,2019-11-01,146,122,24
RERA-MHA-H5733230,Imperial,Legacy Heights Phase 5,Mumbai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,220,134,86
RERA-KAR-H6070746,Jupiter,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Completed,2014-11-01,2017-09-01,245,188,57
RERA-WBR-H8689454,Jupiter,Legacy Heights Phase 2,Kolkata,Multiple Localities,Ongoing,2018-03-01,2021-05-01,251,220,31
RERA-DEL-H2700423,Jupiter,Legacy Heights Phase 3,Delhi,Multiple Localities,Ongoing,2019-12-01,2023-11-01,98,76,22
RERA-MHA-H2434769,Jupiter,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2013-06-01,2016-11-01,308,252,56
RERA-TNR-H2846993,Jupiter,Legacy Heights Phase 5,Chennai,Multiple Localities,Completed,2013-10-01,2016-07-01,242,188,54
RERA-KAR-H3340910,Jupiter,Legacy Heights Phase 6,Bengaluru,Multiple Localities,Ongoing,2018-03-01,2021-05-01,316,281,35
RERA-KAR-H4881441,Jupiter,Legacy Heights Phase 7,Bengaluru,Multiple Localities,Completed,2013-02-01,2015-03-01,132,79,53
RERA-TNR-H4773042,Jupiter,Legacy Heights Phase 8,Chennai,Multiple Localities,Completed,2014-03-01,2016-05-01,205,159,46
RERA-DEL-H4739514,Jupiter,Legacy Heights Phase 9,Delhi,Multiple Localities,Completed,2014-11-01,2017-09-01,262,162,100
RERA-MHA-H9590275,Kumari,Legacy Heights Phase 1,Mumbai,Multiple Localities,Completed,2015-12-01,2018-11-01,70,50,20
RERA-TNR-H2166359,Kumari,Legacy Heights Phase 2,Chennai,Multiple Localities,Ongoing,2019-04-01,2022-07-01,103,65,38
RERA-WBR-H8682207,Kumari,Legacy Heights Phase 3,Kolkata,Multiple Localities,Ongoing,2019-12-01,2023-11-01,194,157,37
RERA-KAR-H7903610,Kumari,Legacy Heights Phase 4,Bengaluru,Multiple Localities,Completed,2014-11-01,2017-09-01,225,141,84
RERA-KAR-H5356481,Kumari,Legacy Heights Phase 5,Bengaluru,Multiple Localities,Completed,2013-10-01,2016-07-01,133,89,44
RERA-MHA-H1935381,Kumari,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2017-06-01,2019-11-01,248,186,62
RERA-MHA-H4218306,Kumari,Legacy Heights Phase 7,Mumbai,Multiple Localities,Completed,2014-07-01,2018-01-01,103,83,20
RERA-TNR-H3022254,Prem,Legacy Heights Phase 1,Chennai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,237,206,31
RERA-MHA-H8835749,Prem,Legacy Heights Phase 2,Mumbai,Multiple Localities,Ongoing,2017-10-01,2021-07-01,162,124,38
RERA-TNR-H7752007,Prem,Legacy Heights Phase 3,Chennai,Multiple Localities,Ongoing,2019-12-01,2023-11-01,240,146,94
RERA-MHA-H1005691,Prem,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2015-08-01,2019-03-01,320,230,90
RERA-KAR-H7733832,Prem,Legacy Heights Phase 5,Bengaluru,Multiple Localities,Completed,2012-09-01,2015-05-01,338,226,112
RERA-MHA-H3904589,Prem,Legacy Heights Phase 6,Mumbai,Multiple Localities,Completed,2017-02-01,2020-03-01,326,280,46
RERA-TEL-H8185224,Prem,Legacy Heights Phase 7,Hyderabad,Multiple Localities,Completed,2012-01-01,2014-01-01,151,95,56
RERA-DEL-H1199655,Prem,Legacy Heights Phase 8,Delhi,Multiple Localities,Ongoing,2019-12-01,2023-11-01,286,191,95
RERA-WBR-H6803084,Prem,Legacy Heights Phase 9,Kolkata,Multiple Localities,Completed,2016-01-01,2019-01-01,277,180,97
RERA-WBR-H7284442,Prem,Legacy Heights Phase 10,Kolkata,Multiple Localities,Completed,2014-11-01,2017-09-01,262,175,87
RERA-KAR-H6761827,Prem,Legacy Heights Phase 11,Bengaluru,Multiple Localities,Completed,2015-04-01,2017-07-01,227,177,50
RERA-DEL-H3381796,Mathrushree,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2016-09-01,2020-05-01,195,156,39
RERA-TEL-H7606849,Mathrushree,Legacy Heights Phase 2,Hyderabad,Multiple Localities,Completed,2013-10-01,2016-07-01,125,93,32
RERA-DEL-H5882336,Mathrushree,Legacy Heights Phase 3,Delhi,Multiple Localities,Completed,2012-05-01,2015-09-01,219,162,57
RERA-TNR-H7952990,Mathrushree,Legacy Heights Phase 4,Chennai,Multiple Localities,Ongoing,2018-07-01,2021-01-01,329,279,50
RERA-MHA-H9623592,Mathrushree,Legacy Heights Phase 5,Mumbai,Multiple Localities,Completed,2012-05-01,2015-09-01,286,208,78
RERA-TEL-H2035093,Mathrushree,Legacy Heights Phase 6,Hyderabad,Multiple Localities,Completed,2017-02-01,2020-03-01,109,75,34
RERA-WBR-H3616681,Mathrushree,Legacy Heights Phase 7,Kolkata,Multiple Localities,Completed,2013-10-01,2016-07-01,154,104,50
RERA-TNR-H3568617,Mathrushree,Legacy Heights Phase 8,Chennai,Multiple Localities,Completed,2013-02-01,2015-03-01,290,191,99
RERA-KAR-H6985876,Mathrushree,Legacy Heights Phase 9,Bengaluru,Multiple Localities,Completed,2016-01-01,2019-01-01,112,71,41
RERA-MHA-H2101781,Ashwini,Legacy Heights Phase 1,Mumbai,Multiple Localities,Completed,2017-02-01,2020-03-01,158,116,42
RERA-WBR-H9625679,Ashwini,Legacy Heights Phase 2,Kolkata,Multiple Localities,Ongoing,2019-04-01,2022-07-01,117,90,27
RERA-MHA-H1681522,Ashwini,Legacy Heights Phase 3,Pune,Multiple Localities,Completed,2014-11-01,2017-09-01,308,224,84
RERA-KAR-H1556119,Poornaprajna,Legacy Heights Phase 1,Bengaluru,Multiple Localities,Ongoing,2019-08-01,2022-03-01,310,186,124
RERA-MHA-H5862313,Poornaprajna,Legacy Heights Phase 2,Pune,Multiple Localities,Completed,2013-02-01,2015-03-01,267,170,97
RERA-MHA-H3842974,Poornaprajna,Legacy Heights Phase 3,Mumbai,Multiple Localities,Ongoing,2018-11-01,2022-09-01,197,122,75
RERA-MHA-H0160220,Poornaprajna,Legacy Heights Phase 4,Pune,Multiple Localities,Completed,2016-05-01,2018-09-01,142,86,56
RERA-TEL-H5102983,Poornaprajna,Legacy Heights Phase 5,Hyderabad,Multiple Localities,Ongoing,2019-04-01,2022-07-01,104,62,42
RERA-TNR-H3442301,Poornaprajna,Legacy Heights Phase 6,Chennai,Multiple Localities,Completed,2017-06-01,2019-11-01,124,109,15
RERA-TNR-H7338498,Poornaprajna,Legacy Heights Phase 7,Chennai,Multiple Localities,Completed,2014-11-01,2017-09-01,161,101,60
RERA-MHA-H8783965,Poornaprajna,Legacy Heights Phase 8,Pune,Multiple Localities,Completed,2017-06-01,2019-11-01,126,88,38
RERA-TNR-H6897289,Whispering,Legacy Heights Phase 1,Chennai,Multiple Localities,Completed,2013-02-01,2015-03-01,197,151,46
RERA-DEL-H7931570,Whispering,Legacy Heights Phase 2,Delhi,Multiple Localities,Completed,2014-03-01,2016-05-01,127,107,20
RERA-WBR-H8894462,Whispering,Legacy Heights Phase 3,Kolkata,Multiple Localities,Ongoing,2018-03-01,2021-05-01,307,242,65
RERA-MHA-H2256210,Whispering,Legacy Heights Phase 4,Mumbai,Multiple Localities,Completed,2014-11-01,2017-09-01,94,82,12
RERA-DEL-H8523318,Whispering,Legacy Heights Phase 5,Delhi,Multiple Localities,Ongoing,2018-03-01,2021-05-01,51,45,6
RERA-KAR-H8867091,Whispering,Legacy Heights Phase 6,Bengaluru,Multiple Localities,Completed,2015-08-01,2019-03-01,225,148,77
RERA-MHA-H8150887,Whispering,Legacy Heights Phase 7,Pune,Multiple Localities,Ongoing,2019-12-01,2023-11-01,299,257,42
RERA-KAR-H2478641,Whispering,Legacy Heights Phase 8,Bengaluru,Multiple Localities,Completed,2013-10-01,2016-07-01,293,225,68
RERA-DEL-H9138467,Nimisha,Legacy Heights Phase 1,Delhi,Multiple Localities,Completed,2015-12-01,2018-11-01,222,186,36
